type,subject,format,question,answer
toss-up,,Short Answer,"1) Physical Science – Short Answer In the RGB additive color system, what color is complementary to green?",MAGENTA
bonus,,Short Answer,"1) Physical Science – Short Answer To the nearest gram, what is the mass of two moles of nitrogen atoms?","28
******************"
toss-up,math,Multiple Choice,"2) Math – Multiple Choice If m is an integer and 15m is divisible by 12, which of the following could be m? W) 2 X) 3 Y) 4 Z) 5",Y) 4
bonus,math,Short Answer,"2) Math – Short Answer If x varies inversely as the square root of y and x equals 20 when y equals 49, what is the value of x when y = 64?","35/2 (ACCEPT: 17½, 17.5)"
toss-up,,Short Answer,3) Earth & Space – Short Answer Most long-period comets are thought to originate in what part of the solar system?,OORT CLOUD (DO NOT ACCEPT: KUIPER [KYE-pur] BELT)
bonus,,Short Answer,3) Earth & Space – Short Answer Algol [AL-gawl] variables are binary star systems where the brightness of the system dips twice each orbital cycle. What phenomenon causes these dips?,"ECLIPSES (ACCEPT: SYZYGY [sih-zih-GEE])
******************"
toss-up,energy,Short Answer,"4) Energy – Short Answer Brookhaven National Lab scientists are exploiting the base pairing of DNA to attach nanoparticles to one another. Under normal base pairing rules, what DNA base is complementary to cytosine [SIGH-toh-seen]?",GUANINE (ACCEPT: G)
bonus,energy,Short Answer,"4) Energy – Short Answer Researchers at Pacific Northwest National Lab are studying the chemistry of aluminum production, including the dissolution of aluminum hydroxide. What is the chemical formula for neutral aluminum hydroxide?","Al(OH)
3"
toss-up,,Multiple Choice,5) Physical Science – Multiple Choice Which of the following criteria is most important in determining if a lens is converging or diverging? W) Its composition X) The thickness of its center compared to its edges Y) Its index of refraction Z) The angle of incident light,X) THE THICKNESS OF ITS CENTER COMPARED TO ITS EDGES
bonus,,Short Answer,"5) Physical Science – Short Answer Suppose that a 10-kilogram object is moving initially with a velocity of 10 meters per second across a surface, and experiences a frictional force that stops it in 2 seconds. What is the coefficient of kinetic friction, to one decimal place?","0.5
******************"
toss-up,,Short Answer,6) Life Science – Short Answer What is the term for the specialized membrane-bound compartments in eukaryotic cells that carry out specific functions for the cell?,ORGANELLES
bonus,,Multiple Choice,6) Life Science – Multiple Choice Which of the following geologic periods was ended by a major mass extinction? W) Pennsylvanian X) Cretaceous [kreh-TAY-shus] Y) Jurassic Z) Silurian [sil-UR-ee-an],X) CRETACEOUS [kreh-TAY-shus]
toss-up,math,Multiple Choice,7) Math – Multiple Choice Which of the following translations changes the graph of y = x2 into that of y = open parenthesis x + 4 close parenthesis squared plus 6? W) 6 units down and 4 units to the left X) 6 units down and 4 units to the right Y) 6 units up and 4 units to the left Z) 6 units up and 4 units to the right,Y) 6 UNITS UP AND 4 UNITS TO THE LEFT
bonus,math,Short Answer,"7) Math – Short Answer One angle of an isosceles triangle measures 68 degrees. In degrees, what are the possible measures of the smallest angle of the triangle?","44 AND 56
******************"
toss-up,,Multiple Choice,8) Physical Science – Multiple Choice Which of the following transformations is NOT a chemical change? W) Dissolving a salt in water X) Vaporizing a drop of ethanol Y) Mixing solutions of magnesium sulfate and barium nitrate Z) Heating calcium carbonate until it expels a gas,X) VAPORIZING A DROP OF ETHANOL
bonus,,Multiple Choice,8) Physical Science – Multiple Choice The atomic number of chlorine is 17. What does this necessarily imply about chlorine atoms? W) They have a mass number of 34 X) They contain 17 protons Y) They contain 17 neutrons Z) They contain 17 electrons,X) THEY CONTAIN 17 PROTONS
toss-up,,Short Answer,9) Life Science – Short Answer Archaeopteryx [ark-ee-AWP-tur-ix] was a dinosaur that is thought to be one of the first members of what modern-day class of animals?,AVES (ACCEPT: BIRDS)
bonus,,Short Answer,9) Life Science – Short Answer What muscle in the human body causes extension at the elbow joint?,"TRICEPS (ACCEPT: TRICEPS BRACHII)
******************"
toss-up,math,Short Answer,"10) Math – Short Answer What is the degree of the product of the three binomials x2 + 5, x6 + x2, and 7x – 6?",9
bonus,math,Short Answer,"10) Math – Short Answer A bag contains 200 identically-sized marbles. Exactly 10% are purple, 20% are blue, 30% are orange, and the rest are red. What is the probability of randomly selecting first an orange marble, replacing it, and then selecting a blue one?","6% (ACCEPT: 0.06, 3/50)"
