type,subject,format,question,answer
toss-up,energy,Multiple Choice,1) Energy – Multiple Choice Nuclear power plants generate energy by which of the following processes? W) Fission X) Fusion Y) Formation Z) Fracture,W) FISSION
bonus,energy,Multiple Choice,1) Energy – Multiple Choice Most of today's plug-in hybrid and all-electric vehicles incorporate a common battery. This battery is also onboard the Boeing 787 Dreamliner. What type is this battery? W) Lithium-ion X) Lead-acid Y) Nickel-metal hydride Z) Nickel cadmium,"W) LITHIUM-ION
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,"2) Life Science – Multiple Choice If both parents are heterozygous [hetero-ZYE-gus] for a Mendelian [men-DAY-lee-an] trait, what is the percent probability that an offspring is homozygous recessive for that trait? W) Zero X) 25 Y) 50 Z) 100",X) 25
bonus,,Multiple Choice,2) Life Science – Multiple Choice Stromatolites [stroh-MAT-oh-lite] have been used to study the age of which of the following? W) Earliest life forms X) Oceans Y) The Earth Z) The Solar System,W) EARLIEST LIFE FORMS
toss-up,,Multiple Choice,"3) Earth and Space – Multiple Choice The rings of Saturn are primarily composed of which of the following? W) Fine particles and dust X) Chunks of rock Y) Lumps of water ice Z) Hydrogen, helium, methane and other trace gases",Y) LUMPS OF WATER ICE
bonus,,Multiple Choice,3) Earth and Space – Multiple Choice Which of the following is the final phase of stellar evolution for our Sun and stars of similar size? W) Brown dwarf X) Red giant Y) Supergiant Z) White dwarf,"Z) WHITE DWARF
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,4) Math – Multiple Choice Which of the following types of triangles is impossible? W) Acute equilateral X) Obtuse equilateral Y) Obtuse isosceles Z) Right scalene,X) OBTUSE EQUILATERAL
bonus,math,Short Answer,4) Math – Short Answer What are the coordinates of the vertex of the parabola with equation y = –3x2 + 4x – 10?,"(2/3, –26/3) (ACCEPT: (2/3, –8 2/3))"
toss-up,,Multiple Choice,"5) Physical Science – Multiple Choice How are ionically-bonded compounds generally named? W) After the scientist who first created the compound X) They end in ""onium"" Y) By using the name of the positive ion followed by the name of the negative ion Z) By using the name and Roman numeral associated with the metal involved","Y) BY USING THE NAME OF THE POSITIVE ION FOLLOWED BY THE NAME OF THE NEGATIVE
ION"
bonus,,Multiple Choice,5) Physical Science – Multiple Choice A nucleus of Lithium containing 3 protons and 4 neutrons is surrounded by 4 electrons. Which of the following best describes this? W) Tracer X) Ion Y) Isotope Z) Neutral atom,"X) ION
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
