type,subject,format,question,answer
toss-up,,Short Answer,"1) Earth and Space – Short Answer Discovered in the early 1600s, the four Galilean [gal-ih-LAY-en] moons orbit what planet?",JUPITER
bonus,,Multiple Choice,1) Earth and Space – Multiple Choice Which of the following types of stars is expected to last for the longest time in its current stage of stellar evolution? W) Red giant X) Blue supergiant Y) Yellow dwarf Z) Red dwarf,"Z) RED DWARF
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,"2) Life Science – Multiple Choice In humans, olfactory receptors are primarily located in which of the following locations? W) Mouth X) Lungs Y) Nose Z) Ears",Y) NOSE
bonus,,Short Answer,2) Life Science – Short Answer What is the term for the process by which bacteria divide into two cells?,BINARY FISSION
toss-up,,Short Answer,3) Physical Science – Short Answer What is the chemical symbol for the element chlorine?,Cl
bonus,energy,Short Answer,3) Physical Science – Short Answer Identify all of the following four quantities that are conserved during the electrolysis of water: 1) Moles of reagents [ree-AY-jents]; 2) Mass; 3) Energy; 4) Entropy.,"2, 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer Scientists at SLAC National Accelerator Lab used energetic X-rays to punch electrons out of water molecules. The water goes through a phase transition from liquid to an electrically charged gas, also known as what?",PLASMA
bonus,energy,Short Answer,"4) Energy – Short Answer Geochemists at Pacific Northwest National Lab are studying the mixing between groundwater and river water. This phenomenon can only occur when what specific level, the upper surface of the zone of saturation, is at the surface of a river bed?",WATER TABLE
toss-up,math,Short Answer,5) Math – Short Answer What is the greatest integer less than or equal to the log base 5 of 1234?,4
bonus,math,Short Answer,5) Math – Short Answer Solve the following equation for x: x2 + 6x – 216 = 0.,"–18, 12 (must give both answers)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Earth and Space – Short Answer Chalcopyrite [kalka-PIE-rite] is the primary ore of what element commonly used to produce wire?,COPPER
bonus,,Short Answer,6) Earth and Space – Short Answer Identify all of the following three rock types that typically contain clay minerals: 1) Igneous; 2) Metamorphic; 3) Sedimentary.,3
toss-up,,Short Answer,7) Life Science – Short Answer What hormone is secreted by the beta cells of the pancreas in response to increased levels of blood sugar?,INSULIN
bonus,,Short Answer,"7) Life Science – Short Answer In a plant's root tip, what type of cell division would one expect to be nearly constantly occurring?","MITOSIS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,8) Energy – Short Answer Scientists at Argonne National Lab are building 3D structures of proteins associated with infectious diseases. What technique do they use with the Advanced Photon Source to determine these crystal structures?,X-RAY CRYSTALLOGRAPHY
bonus,energy,Short Answer,8) Energy – Short Answer Scientists at Brookhaven National Lab are studying the structure of the replisome [REH-plih-sohm] within the cell's nucleus. The replisome forms in order to synthesize what molecule?,DNA
toss-up,,Short Answer,9) Earth and Space – Short Answer What is the name for the spherical region around a black hole past which no information can be transmitted to an outside observer?,EVENT HORIZON (ACCEPT: SCHWARZSCHILD RADIUS)
bonus,,Multiple Choice,9) Earth and Space – Multiple Choice In which of the following parts of the Milky Way is the solar system located? W) Core X) Spiral arm Y) Between spiral arms Z) Galactic halo,"X) SPIRAL ARM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,10) Physical Science – Short Answer What is the term for an object's tendency to resist changes in its motion?,INERTIA
