type,subject,format,question,answer
toss-up,math,Short Answer,"The painting “Starry Night” by Vincent van Gogh is approximately 70 centimeters tall and 100 centimeters wide. If you buy a reproduction that is 20 centimeters wide, how many centimeters tall would it be?",14
bonus,math,Short Answer,What real numbers cannot be part of the domain of the following x function: f(x) = (read as: f of x equals x over open parenthesis x squared plus 3x x2 + 3x (cid:0) 10 minus 10 close parenthesis).,"-5 AND 2
_______________________________________________________"
toss-up,,Multiple Choice,2) GENERAL SCIENCE Multiple Choice Which of the following elements exists in nature? W) Berkelium X) Protactinium (read as: prōe-tahk-TI-nee-uhm) Y) Mendelevium (read as: mehn-deh-LEE-vee-uhm) Z) Curium,X) PROTACTINIUM
bonus,,Multiple Choice,"2) GENERAL SCIENCE Multiple Choice Which of the following is NOT true regarding one mole of two different stable isotopes of the same atom? W) Both have the same number of molecules X) Both have the same mass Y) If used in the same chemical reaction, both produce the same number of moles of products Z) Both have the same number of protons",X) BOTH HAVE THE SAME MASS
toss-up,,Multiple Choice,"3) EARTH AND SPACE SCIENCE Multiple Choice In order for a star to enter a supernova phase, it must be which of the following? W) Very massive X) Very young Y) Very cool Z) Very distant",W) VERY MASSIVE
bonus,,Multiple Choice,3) EARTH AND SPACE SCIENCE Multiple Choice The Sun is now transitioning from a “quiet” portion of the solar cycle to an “active” portion. Which of the following indicates this is occurring? W) There are much stronger aurora australis than aurora borealis X) Summer temperatures are higher Y) There are more sunspots Z) The speed of the solar wind has increased significantly,"Y) THERE ARE MORE SUNSPOTS
_______________________________________________________"
toss-up,,Short Answer,"4) GENERAL SCIENCE Short Answer A sea lamprey latches onto a rainbow trout and feeds from the fish. As a result, the fish dies but the sea lamprey lives. Of what type of relationship is this an example?",PARASITISM
bonus,,Short Answer,"4) GENERAL SCIENCE Short Answer Naked mole rats live in colonies with a queen and a few males that reproduce, while other members of the colony do not reproduce. These animals have social castes and overlapping generations that all live in the same colony. What term best describes this type of life history?",EUSOCIAL
toss-up,,Short Answer,"5) LIFE SCIENCE Short Answer What is the name of a composite organism that is the symbiotic association of a fungus with a photosynthetic partner, usually either a green alga or cyanobacterium (read as: SY-ah-nōe-bahk-TIR-ee-um)?",LICHEN
bonus,,Short Answer,"5) LIFE SCIENCE Short Answer What is the common name for the kind of lichen which, in the winter when other forage is buried under snow, blows down from treetops and provides food for white-tailed deer in the Northwest?","WITCH’S HAIR
_______________________________________________________"
toss-up,,Short Answer,"6) GENERAL SCIENCE Short Answer What type of cloud is composed entirely of ice and consists of long, thin, wispy streamers?",CIRRUS
bonus,,Short Answer,"6) GENERAL SCIENCE Short Answer You estimated the length of your pocket comb to be 12 centimeters. When you measured it, you found it to be 12.6 centimeters. To the nearest percent, what is the error in your estimate?",5
toss-up,math,Short Answer,"In terms of pi, what is the volume, in cubic centimeters, of a right circular cone with a radius of 2 centimeters and a height of 9 centimeters?",12 π
bonus,math,Short Answer,"Consider two parallel lines cut by a transversal. If one pair of alternate interior angles have measures summing to 108o, what is the value, in degrees, of one of the other alternate interior angles?","126°
_______________________________________________________"
toss-up,,Short Answer,"8) PHYSICAL SCIENCE Short Answer Calculate the density, in grams per cubic centimeter, of an object with a mass of 10 grams and a volume of 2 centimeters cubed.",5
bonus,,Short Answer,8) PHYSICAL SCIENCE Short Answer What is the oxidation state of chromium in K Cr O ? 2 2 7,+6
toss-up,,Multiple Choice,"9) LIFE SCIENCE Multiple Choice Which of the following is the name of a highly contagious skin infection that mainly affects infants and children, appearing primarily as red sores on the face? W) Cellulitis (read as: sehl-yeh-LY-tis) X) Shingles Y) Impetigo Z) Herpes simplex",Y) IMPETIGO
bonus,,Multiple Choice,"9) LIFE SCIENCE Multiple Choice Fingernails can reveal much about a person’s overall health. Which of the following nail appearances corresponds to liver disease? W) Half of the nail is pink and half of the nail is white X) The nail bed is red Y) The nail is white Z) The nail is yellowish, with a slight blush at the base","Y) THE NAIL IS WHITE
_______________________________________________________"
toss-up,,Multiple Choice,10) GENERAL SCIENCE Multiple Choice Which of the following substances makes up the highest percentage of U.S. municipal waste composition? W) Food scraps X) Yard trimmings Y) Paper Z) Plastics,Y) PAPER
bonus,,Short Answer,10) GENERAL SCIENCE Short Answer What general adjective describes sonar transducers that emit an acoustic signal or pulse of sound into the water to bounce sound off of objects and send echoes back?,ACTIVE
toss-up,,Multiple Choice,11) PHYSICAL SCIENCE Multiple Choice Which of the following is NOT a physical property? W) Color X) Flammability Y) Melting point Z) Density,X) FLAMMABILITY
bonus,,Short Answer,11) PHYSICAL SCIENCE Short Answer Who first theorized that everything is composed of atoms that are physically indivisible?,"DEMOCRITUS
_______________________________________________________"
