type,subject,format,question,answer
toss-up,math,Multiple Choice,"Given that time t has values and and distance dhas corresponding respective values and which of the following equations represents the linear relationship between t and d? 0, 1, 2, 60, 110, 160, W) d t X) d t Y) = 50 Z) d = 50t + 60 d = 6t0 ANS =W 6E0R:+ X 5)0d t = 50 + 60 BONUS 1) MATH Short Answer What is the inverse of the by matrix: [the first row is 1, negative 5 and second row is 2, negative 11]? 1 −5 2 2 � � 2 −11","11 −5
� �
2 −1"
toss-up,,Multiple Choice,2) PHYSICAL SCIENCE Multiple Choice Which of the following equations represents Dalton’s law? W) PV = nRT X) P V = P V 1 1 2 2 Y) P = P + P + P … T A B C Z) V /n = V /n [V 1 over n 1 equals V 2 over n 2] 1 1 2 2,"Y) P = P + P + P …
T A B C"
bonus,,Multiple Choice,2) PHYSICAL SCIENCE Multiple Choice Which of the following statements is NOT true about arch bridges? W) Its structure distributes compression through its entire form X) Weight is diverted onto its abutments Y) The curve of the arch reduces the effects of tension Z) Each half-arch has its own structural integrity,"Z) EACH HALF-ARCH HAS ITS OWN STRUCTURAL INTEGRITY
Round 7 Page 1"
toss-up,,Multiple Choice,3) GENERAL SCIENCE Multiple Choice Which reaction type occurs when an acid and base react to produce a salt and water? W) Acidification X) Neutralization Y) Ammonification Z) Basification,X) NEUTRALIZATION
bonus,,Multiple Choice,3) GENERAL SCIENCE Multiple Choice Sulfuric acid is spilled on a laboratory bench. Which of the following chemicals would be useful for neutralizing the acid? W) Silver iodide X) Aluminum chloride Y) Sodium bicarbonate Z) Potassium nitrate,Y) SODIUM BICARBONATE
toss-up,,Multiple Choice,"4) EARTH AND SPACE Multiple Choice Which of the following statements is NOT true about rock folding in the Earth’s crust? W) Brittle conditions tend to occur near the surface X) Folding of rock is more likely to occur in brittle rocks Y) If rocks become extremely hot during compression, they are more likely to fold than fault Z) If rocks are exposed to extremely high pressures, they are more likely to fold than fault",X) FOLDING OF ROCK IS MORE LIKELY TO OCCUR IN BRITTLE ROCKS
bonus,,Short Answer,4) EARTH AND SPACE Short Answer What kind of weather satellite is in relatively low altitude orbit and images the same location on Earth every twelve hours?,"POLAR-ORBITING (ACCEPT: POLAR, NEAR-POLAR, SUN-SYNCHRONOUS)
Round 7 Page 2"
toss-up,math,Multiple Choice,"Which of the following numbers is NOT a perfect cube? W) X) Y) 216 Z) 343 521 AN7S2W9ER: Y) 521 BONUS 5) MATH Short Answer Matt is years older than Clay. Clay is year younger than Anna. If Anna is years old, how old is Matt? 12 1 ANSWE8R: 19 TOSS-UP 6) ENERGY Multiple Choice The energy saved from recycling one aluminum can is enough to run a TV set for about how long? W) 30 minutes X) 1 hour Y) 2 hours Z) 3 hours",Z) 3 HOURS
bonus,energy,Multiple Choice,"To maximize the concentration of energy from the Sun, heliostats must do which of the following? W) Track the zenith angle of the Sun X) Track the solar declination of the Sun Y) Track the azimuth angle and the altitude of the Sun Z) Keep the panel facing up at all times","Y) TRACK THE AZIMUTH ANGLE AND THE ALTITUDE OF THE SUN
Round 7 Page 3"
toss-up,,Multiple Choice,7) LIFE SCIENCE Multiple Choice Which of the following statements is NOT true about paper wasps? W) They are semi-social insects X) They can only sting once Y) Stinging workers do not survive the winter Z) A mature nest may have 20 to 30 adults,X) THEY CAN ONLY STING ONCE
