type,subject,format,question,answer
toss-up,energy,Short Answer,"1) Energy – Short Answer Researchers at Lawrence Berkeley National Lab have developed covalent [koh-VAY-lent] organic frameworks capable of partially reducing CO to what compound used in the 2 production of fuels, pharmaceuticals, and plastics?",CARBON MONOXIDE (ACCEPT: CO)
bonus,energy,Multiple Choice,"1) Energy – Multiple Choice Researchers at Ames Lab are examining flexible solar cells using electron paramagnetic resonance, a technique that allows examinations of unpaired electrons. Which of the following structures can be studied using this technique? W) Free radicals X) Nitrogen gas Y) Glucose Z) Alkanes","W) FREE RADICALS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,2) Earth and Space – Short Answer Identify all of the following three processes that are considered net sinks of carbon dioxide: 1) Calcite precipitation; 2) Respiration; 3) Photosynthesis.,1 AND 3
bonus,,Multiple Choice,2) Earth and Space – Multiple Choice An endorheic [endo-REE-ik] lake lacks which of the following features? W) Fish X) Confining aquitard Y) River outlets Z) Annual turnover cycle,Y) RIVER OUTLETS
toss-up,,Multiple Choice,3) Life Science – Multiple Choice Which of the following human organs has the largest mass? W) Kidneys X) Spleen Y) Lungs Z) Pancreas,Y) LUNGS
bonus,,Short Answer,3) Life Science – Short Answer Identify all of the following three structures that are considered plant organs: 1) Tracheids [TRAY-kee-ids] ; 2) Roots; 3) Leaves.,"2 AND 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,4) Physical Science – Short Answer What SI unit is equivalent to one joule divided by one watt?,SECOND
bonus,,Short Answer,"4) Physical Science – Short Answer A stationary spring with spring constant of 10 kilograms per second squared pushes horizontally against a 2-kilogram brick on the floor. The spring is able to be compressed up to 40 centimeters without the brick moving. To the nearest tenth, what is the coefficient of static friction between the brick and the floor?",0.2
toss-up,,Short Answer,5) Earth and Space – Short Answer What hydrogen-containing compound comprises the upper-most cloud layers on Jupiter?,"AMMONIA (ACCEPT: NH , DO NOT ACCEPT: AMMONIUM)
3"
bonus,energy,Short Answer,5) Earth and Space – Short Answer Identify all of the following three statements that are true of stellar spectroscopy [spek-TRAW-scuh-pee]: 1) Spectral emission lines are typically narrow; 2) Emission lines can be used to identify elements in the Sun; 3) Emission lines correspond to electron energy level transitions.,"ALL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
