type,subject,format,question,answer
toss-up,energy,Multiple Choice,Approximately what percentage of the energy need in the U.S. is currently met by biomass? W) 15% X) 10% Y) 4% Z) 1%,Y) 4%
bonus,energy,Multiple Choice,Which of the following is an advantage of using biomass in the form of corn to produce ethanol? W) Using corn to produce ethanol means that the U.S. will no longer need to import petroleum- based products X) Corn-based ethanol is more fuel efficient than gasoline Y) Corn-based ethanol production has little impact on water supply Z) Food for cattle is produced when corn grain is converted to ethanol,"Z) FOOD FOR CATTLE IS PRODUCED WHEN CORN GRAIN IS CONVERTED TO
ETHANOL
________________________________________________________________________"
toss-up,,Short Answer,2) GENERAL SCIENCE Short Answer What is the shape of the orbits of the planets around the Sun in our Solar System?,ELLIPSE (ALSO ACCEPT ELLIPTICAL)
bonus,,Short Answer,2) GENERAL SCIENCE Short Answer What was the first planet discovered with a telescope?,URANUS
toss-up,,Multiple Choice,"3) PHYSICAL SCIENCE Multiple Choice When looking through a glass of water with a straw in it, why might the straw appear bent and somewhat distorted? W) Refraction X) Diffraction Y) Reflection Z) Pressure",W) REFRACTION
bonus,,Multiple Choice,3) PHYSICAL SCIENCE Multiple Choice Which of the following regions of the electromagnetic spectrum has a longer wavelength than visible light? W) Ultraviolet X) Gamma rays Y) Microwaves Z) X-rays,"Y) MICROWAVES
________________________________________________________________________"
toss-up,,Multiple Choice,4) EARTH AND SPACE SCIENCE Multiple Choice Which of the following activities will increase your carbon footprint? W) Eating a more beef-rich diet X) Eating a more local vegetarian diet Y) Keeping your family’s car tires inflated to the correct level Z) Using public transportation like buses and trains,W) EATING A MORE BEEF-RICH DIET
bonus,,Multiple Choice,4) EARTH AND SPACE SCIENCE Multiple Choice Which of the following is least likely to be impacted by climate change? W) Atmosphere X) Hydrosphere Y) Cryosphere Z) Mantle,Z) MANTLE
toss-up,math,Multiple Choice,Which of the following must be true about the product of an integer and one greater than the integer? W) The product is negative X) The product is positive Y) The product is even Z) The product is odd,Y) THE PRODUCT IS EVEN
bonus,math,Short Answer,The circumference of a circle is 6π. What is its area in terms of π?,"9π
________________________________________________________________________"
toss-up,,Short Answer,6) PHYSICAL SCIENCE Short Answer Melting an ice cube and boiling water are examples of what type of change that does not produce a new substance?,PHYSICAL (ACCEPT: PHASE)
bonus,,Multiple Choice,6) PHYSICAL SCIENCE Multiple Choice Thermodynamics tells us that we cannot reduce entropy in a closed system; it will always increase. Of what does entropy serve as a measure? W) System size X) Temperature Y) Disorder Z) Flux,Y) DISORDER
toss-up,,Multiple Choice,7) LIFE SCIENCE Multiple Choice What do we call the evaporation of water from plants that occurs chiefly while their stomata are open for the passage of carbon dioxide and oxygen during photosynthesis (read as: fōe-tōe-SIN-teh-sis)? W) Transpiration X) Chemotaxis (read as: kee-MŌE-tahk-SIS) Y) Chemosynthesis Z) Chlorophyll,W) TRANSPIRATION
bonus,,Multiple Choice,7) LIFE SCIENCE Multiple Choice Which of the following organisms cannot perform photosynthesis? W) Cyanobacteria (read as: SY-ah-nōe-bahk-TIR-ee-ah ) X) Ferns Y) Mushrooms Z) Trees,"Y) MUSHROOMS
________________________________________________________________________"
toss-up,math,Short Answer,What is the largest prime number less than 9?,7
bonus,math,Multiple Choice,The lengths of two sides of a triangle are 3 and 12. Which of the following could be the length of the third side? W) 4 X) 8 Y) 12 Z) 16,Y) 12
toss-up,energy,Multiple Choice,Which of the following is NOT true about incandescent lamps? W) They have the least expensive initial purchase price X) They typically can last over one million hours Y) They provide warm light Z) They operate without a ballast,X) THEY TYPICALLY CAN LAST OVER ONE MILLION HOURS
bonus,energy,Multiple Choice,"In most developing countries excluding China and India, which of the following is the primary source of energy for household energy consumption in rural and poor areas? W) Hydroelectricity X) Wind Y) Biomass Z) Solar","Y) BIOMASS
________________________________________________________________________"
toss-up,,Short Answer,"10) PHYSICAL SCIENCE Short Answer If a heavy box is sitting on a table, not moving at all, what force is counteracting the pull of gravity?",NORMAL FORCE
bonus,,Short Answer,10) PHYSICAL SCIENCE Short Answer You are standing on a scale in an elevator that is accelerating upwards as it goes from the basement to the roof. How does the reading of the scale compare with that obtained when the elevator was standing still?,"GREATER (ACCEPT: HIGHER, LARGER)"
toss-up,math,Short Answer,50 11) MATH Short Answer Express as a simplified mixed number. 14 4,"3
7"
bonus,math,Short Answer,"At the oil spill in the Gulf of Mexico, underwater robots dove down in the water 5000 feet. If the robot dove down another 3000 feet, then rose up 6500 feet, where would the robot be in relation to sea level?","-1500 (ACCEPT: 1500 BELOW SEA LEVEL)
________________________________________________________________________"
toss-up,,Short Answer,"12) LIFE SCIENCE Short Answer In vascular plants, what is the name of the transport tissue that primarily carries water to the plant?",XYLEM
bonus,,Short Answer,12) LIFE SCIENCE Short Answer What force allows the xylem to transport water against gravity?,CAPILLARY ACTION
toss-up,energy,Multiple Choice,Which of the following is a primary issue associated with harnessing solar power via panels? W) Low efficiency X) Overheating the foundation under the panels Y) Difficult assembly Z) Rain damage to the solar panels,W) LOW EFFICIENCY
bonus,energy,Short Answer,"Based solely on wind speeds, rank the following states in order from most to least windy: Florida, Missouri, Nebraska, Arkansas.","NEBRASKA, MISSOURI, ARKANSAS, FLORIDA
________________________________________________________________________"
