type,subject,format,question,answer
toss-up,,Multiple Choice,1) LIFE SCIENCE Multiple Choice Which of the following anatomical structures is missing in the hagfish: W) heart X) brain Y) notocord Z) jaw,Z) JAW
bonus,,Short Answer,1) LIFE SCIENCE Short Answer Name all of the following 4 organisms that are echinoderms: squid; snails; starfish; lobsters,STARFISH
toss-up,energy,Multiple Choice,2) PHYSICAL SCIENCE Multiple Choice Which of the following is the most common electronic device used for storing electric energy in a process commonly called charging: W) capacitor X) transformer Y) rectifier Z) semiconductor,W) CAPACITOR
bonus,,Short Answer,"2) PHYSICAL SCIENCE Short Answer What modern solid-state electronic device is used as an amplifier in modern radios and, through its wide use as an electronic switch, is a basic component in modern logic circuits?",TRANSISTOR
toss-up,earth science,Multiple Choice,Giant kelp found in oceans do NOT possess which of the following structures: W) holdfasts X) gas bladders Y) stipes Z) roots,Z) ROOTS
bonus,earth science,Short Answer,What numerical albedo value is given to a surface that reflects 100% of incident light?,1
toss-up,math,Multiple Choice,Which of the following is TRUE: W) every real number has a reciprocal X) the product of two integers is always positive Y) the quotient times the divisor equals the dividend Z) the product of two numbers is greater than either factor,Y) THE QUOTIENT TIMES THE DIVISOR EQUALS THE DIVIDEND
bonus,math,Short Answer,Evaluate the following and give your answer as a proper fraction in 3 5 1 lowest terms: + – 16 8 4 9,16
toss-up,,Multiple Choice,5) GENERAL SCIENCE Multiple Choice People who are lactose intolerant are unable to digest the sugar present in which of the following: W) milk X) wheat Y) peanuts Z) eggs,W) MILK
bonus,,Short Answer,"5) GENERAL SCIENCE Short Answer Arrange the following 3 choices in INCREASING order of distance: 1 mile; 2 kilometers; 1,600 yards","1,600 YARDS; 1 MILE; 2 KILOMETERS"
toss-up,,Short Answer,6) LIFE SCIENCE Short Answer What is the most common term used for the biological process of converting atmospheric nitrogen into a form readily available for use in organisms?,NITROGEN FIXATION (ACCEPT: FIXATION)
bonus,,Multiple Choice,6) LIFE SCIENCE Multiple Choice Which of the following groups of organisms is most commonly associated with the ability to fix nitrogen: W) plants X) animals Y) plants and animals Z) bacteria,Z) BACTERIA
toss-up,,Multiple Choice,7) PHYSICAL SCIENCE Multiple Choice Which of the following is the inverse of electrical resistance: W) voltage X) conductivity Y) amperage Z) ohms,X) CONDUCTIVITY
bonus,,Multiple Choice,7) PHYSICAL SCIENCE Multiple Choice Which of the following is the current carrier in a typical electrical conductor: W) free protons X) mobile electrons Y) stable atoms Z) hydrogen ions,X) MOBILE ELECTRONS
