type,subject,format,question,answer
toss-up,math,Short Answer,"How many cubic yards of concrete are needed to pour a sidewalk measuring 4 feet wide, 54 feet long, and 3 inches deep?",2
bonus,math,Short Answer,You have a cylinder with a radius of b and a height of (2b + 4). A rectangular prism has the same volume as the cylinder. The rectangular prism has a square base with side lengths of 2b. What is the height of the rectangular prism in terms of π?,"π/2 b + π [ACCEPT: π( ½ b + 1)]
________________________________________________________________________"
toss-up,,Multiple Choice,2) LIFE SCIENCE Multiple Choice Plant metabolism must: W) Produce carbon dioxide and consume oxygen X) Neither produce nor consume carbon dioxide or oxygen Y) Consume carbon dioxide and produce oxygen Z) Both produce and consume carbon dioxide and oxygen,Z) BOTH PRODUCE AND CONSUME CARBON DIOXIDE AND OXYGEN
bonus,,Multiple Choice,"2) LIFE SCIENCE Multiple Choice If you were to take a section of a leaf, which of the following statements correctly aligns the part of the leaf and its function? W) Mesophyll (read as: MEH-zoh-fil): Opening through which air brings carbon dioxide X) Thylakoid (read as: THY-lah-kohid): Captures light Y) Epidermis: Region where most photosynthesis takes place Z) Stoma: Protect and support the leaf",X) THYLAKOID: CAPTURES LIGHT
toss-up,energy,Multiple Choice,"When the ambient temperature increases, the value of resistance for a typical resistor: W) Is greater X) Is smaller Y) Does not change Z) May change depending on the flow of charges",W) IS GREATER
bonus,energy,Multiple Choice,"At high temperatures, the capacitance of a capacitor will: W) Not increase, because the magnetic field is too strong X) Not increase because the value of capacitance is unaffected by temperature Y) Increase slightly Z) Increase greatly","X) NOT INCREASE BECAUSE THE VALUE OF CAPACITANCE IS UNAFFECTED
BY TEMPERATURE
________________________________________________________________________
TOSS- UP
4) EARTH AND SPACE SCIENCE Multiple Choice Which of the following natural resources is
most abundant in the continental United States?
W) Natural gas
X) Petroleum
Y) Coal
Z) Uranium
ANSWER: Y) COAL"
bonus,,Short Answer,4) EARTH AND SPACE SCIENCE Short Answer What is the term for the structural geologic feature in which there is an increased dip in otherwise gently dipping strata?,MONOCLINE
toss-up,math,Short Answer,What values of p make the following inequality true: - p / 3 < -12 (read as: negative p over 3 is less than negative 12)?,p > 36
bonus,math,Short Answer,"A circle circumscribes a regular hexagon with side lengths of 8 centimeters. In terms of pi, what is the circumference of the circle?","16π
________________________________________________________________________"
toss-up,,Multiple Choice,"6) LIFE SCIENCE Multiple Choice What is the organ system that delivers hormones, oxygen, and nutrients to cells and transports waste products away from cells? W) Lymphatic system X) Endocrine system Y) Respiratory system Z) Circulatory system",Z) CIRCULATORY SYSTEM
bonus,,Short Answer,6) LIFE SCIENCE Short Answer Name the protein that transports oxygen to cells via the circulatory system.,HEMOGLOBIN
toss-up,,Multiple Choice,7) GENERAL SCIENCE Multiple Choice Name the body system to which tonsils belong. W) Digestive system X) Circulatory system Y) Immune/lymphatic system Z) Excretory system,Y) IMMUNE/LYMPHATIC SYSTEM
bonus,,Short Answer,"7) GENERAL SCIENCE Short Answer By name or number, identify which of the following organisms demonstrate a catadromous life cycle: 1) sockeye salmon; 2) coho salmon; 3) American eel; and/or 4) peacock flounder.","AMERICAN EEL (ACCEPT: 3)
________________________________________________________________________"
toss-up,,Multiple Choice,"8) EARTH AND SPACE SCIENCE Multiple Choice What most likely constitutes the majority of the Earth’s center, also known as the inner core? W) Hydrogen gas X) Molten rock Y) Molten iron Z) Solid iron",Z) SOLID IRON
