type,subject,format,question,answer
toss-up,earth science,Multiple Choice,The upper limit of the zone of saturation is the: W) watershed X) water table Y) precipitation zone Z) Darcy zone,X) WATER TABLE
bonus,earth science,Multiple Choice,Which of the following ground-level forms of precipitation results when supercooled water droplets collide with ice pellets and they freeze together: W) sleet X) hail Y) snow Z) rain,X) HAIL
toss-up,math,Short Answer,"Expand the following expression, giving your answer in standard form: 1 (x – )2 4 x 1 1 1","x2 – + (ACCEPT: x2 – x+ )
2 16 2 16"
bonus,math,Short Answer,"If $1,000 is invested at a simple interest rate of 10% annually, at the end of 3 years, what is the total interest earned?","$300
(Solution: I = Prt = (1000)(0.10)(3) = $300.00)"
toss-up,,Short Answer,3) GENERAL SCIENCE Short Answer Most nuclear reactors in the U.S. use what element as their fuel for fission?,URANIUM (ACCEPT: URANIUM-235)
bonus,,Multiple Choice,"3) GENERAL SCIENCE Multiple Choice Which of the following is TRUE regarding cooking with water: W) rice cooking at a vigorous boil in an open pot is at a higher temperature than at a slow boil X) pressure cookers increase the boiling point of water so that food cooks faster Y) cooking times in Miami, Florida are longer than in Denver, Colorado Z) live steam is used in most electric rice cookers","X) PRESSURE COOKERS INCREASE THE BOILING POINT OF WATER SO
THAT FOOD COOKS FASTER"
toss-up,,Multiple Choice,4) LIFE SCIENCE Multiple Choice Phylogenetic systems of classifying organisms into various groups are mostly based on: W) physical appearances X) numbers of genes Y) evolutionary history Z) environmental origins,Y) EVOLUTIONARY HISTORY
bonus,,Multiple Choice,4) LIFE SCIENCE Multiple Choice Which of the following are homologous structures: W) wing of a bat and the arm of a human X) leg of a cat and the wing of a fly Y) stinger of a bee and the fang of a snake Z) rattler of a rattle snake and the whistle of a song bird,W) WING OF A BAT AND THE ARM OF A HUMAN
toss-up,,Short Answer,5) PHYSICAL SCIENCE Short Answer What color light will be produced when combining equal proportions of green and blue light?,CYAN
bonus,,Short Answer,5) PHYSICAL SCIENCE Short Answer Order the following 4 forms of electromagnetic radiation from the one with the SHORTEST wavelength to the LONGEST wavelength: ultraviolet; microwave; gamma; FM radio,GAMMA; ULTRAVIOLET; MICROWAVE; FM RADIO
toss-up,earth science,Multiple Choice,About what percent of the Northern Hemisphere is continental land mass: W) 20 X) 40 Y) 60 Z) 80,X) 40
bonus,earth science,Multiple Choice,"Which of the following atmospheric gases is found on Earth and on our two closest planetary neighbors, but is found in much higher concentrations in Earth’s atmosphere: W) helium X) carbon dioxide Y) argon Z) nitrogen","Z) NITROGEN
(Solution: Earth ~ 78%; Venus ~ 3.5%; Mars ~ 2.7%)"
toss-up,math,Short Answer,Express the following square root in its simplest radical form: 27,3 3
bonus,math,Short Answer,"Your grades on your first 3 math tests are 80%, 83% and 90%. What do you need to score on the next test in order to average 87% on the 4 tests?","95
(Solution: (80 + 83 + 90 + x)/4 = 87, x = 95%)"
toss-up,,Multiple Choice,"8) GENERAL SCIENCE Multiple Choice Measuring at 2 feet in length, the hellbender, commonly known as a snot otter or devil dog, found in many streams in the Appalachian and Ozark Mountains of the Eastern United States, are one of the larges species of: W) salamanders X) jawless fish Y) giant catfish Z) bright, red-colored frogs with horn-like ears",W) SALAMANDERS
bonus,,Multiple Choice,8) GENERAL SCIENCE Multiple Choice Which of the following is most likely if a healthy hellbender population is found in a stream: W) they should be eradicated because they eat all the predatory fish X) they are venomous creatures and are a threat to people Y) their presence is an excellent indicator that the water quality of the stream is good Z) their presence is an excellent indicator that the stream is polluted with heavy metals and PCB’s,"Y) THEIR PRESENCE IS AN EXCELLENT INDICATOR THAT THE WATER
QUALITY OF THE STREAM IS GOOD"
toss-up,,Short Answer,9) LIFE SCIENCE Short Answer What human gland releases thyroid-stimulating hormone and oxytocin (read as: OX-ee-TOE-sin) into the blood?,PITUITARY
bonus,,Multiple Choice,9) LIFE SCIENCE Multiple Choice Ribosomes are made of: W) protein only X) nucleic acid only Y) nucleic acid and protein Z) nucleic acid and carbohydrate,Y) NUCLEIC ACID AND PROTEIN
toss-up,,Multiple Choice,10) PHYSICAL SCIENCE Multiple Choice Which of the following is LEAST accurate of ionic solids such as NaCl: W) they have low melting points X) they are salts Y) they conduct electricity when dissolved in water Z) they dissolve completely in water,W) THEY HAVE LOW MELTING POINTS
bonus,,Multiple Choice,"10) PHYSICAL SCIENCE Multiple Choice Knowing that an extensive property of a system is a physical quality whose value DOES depend on the amount of the substance in a system, which of the following is an extensive property: W) temperature X) melting point Y) density Z) heat",Z) HEAT
toss-up,earth science,Multiple Choice,Which of the following celestial objects has the closest chemical makeup to the planet Jupiter: W) the Sun X) the planet Earth Y) the planet Mercury Z) a Kuiper-belt comet,W) THE SUN
bonus,earth science,Multiple Choice,Which of the following is NOT prevalent at mid-ocean ridges: W) strong earthquakes with deep foci X) black smokers Y) hydrothermal activity Z) rift valleys,W) STRONG EARTHQUAKES WITH DEEP FOCI
toss-up,math,Short Answer,Express the following radical in simplified form for all positive values x2  of x:     16 x 1,"(ACCEPT: x)
4 4"
bonus,math,Short Answer,"Add the following rational expressions, giving your answer in reduced  6   3  form:  +  2x x2  3(x+1) 3","(ACCEPT: 3x + or 3x + 3x–2)
x2 x2"
toss-up,,Multiple Choice,13) GENERAL SCIENCE Multiple Choice Which of the following is a highly contagious disease and is easily spread from person to person by simply coughing or sneezing: W) HIV X) Lyme disease Y) chickenpox Z) cellulitis,Y) CHICKENPOX
bonus,,Short Answer,"13) GENERAL SCIENCE Short Answer Sickle Cell anemia, has the advantage of allowing a person with the disorder to effectively resist what parasitic infectious disease?",MALARIA
toss-up,,Multiple Choice,14) LIFE SCIENCE Multiple Choice Which of the following animals are believed to be the closest living relatives to the dinosaurs: W) salamanders X) snakes Y) ostriches Z) crocodiles,Z) CROCODILES
bonus,,Short Answer,14) LIFE SCIENCE Short Answer Order the following 4 taxonomical groups from the one with the MOST organisms to the LEAST: order; family; phylum; kingdom,KINGDOM; PHYLUM; ORDER; FAMILY
toss-up,energy,Multiple Choice,15) PHYSICAL SCIENCE Multiple Choice The behavior of light has lead scientists to generally consider light as behaving as: W) a particle only X) a wave only Y) the most basic energy source Z) particles and waves,Z) PARTICLES AND WAVES
bonus,energy,Multiple Choice,15) PHYSICAL SCIENCE Multiple Choice Which of the following BEST explains why the halogens are found in nature as compounds or ions: W) they have an excess of neutrons and are unstable in pure form X) they have 1 electron in their outer shell Y) they need only one electron to fill their outermost shell so they are highly reactive Z) they are non-metals with unfilled energy shells,"Y) THEY NEED ONLY ONE ELECTRON TO FILL THEIR OUTERMOST SHELL
SO THEY ARE HIGHLY REACTIVE"
toss-up,,Short Answer,16) GENERAL SCIENCE Short Answer Name all of the following 3 substances that are considered by scientists as antiseptics: 5% bleach; 70% ethanol; tincture of iodine,"70% ETHANOL; TINCTURE OF IODINE
(Solution: antiseptics (for treatment of tissue…typically skin) are differentiated from
disinfectants…bleach is a disinfectant)"
bonus,,Multiple Choice,"16) GENERAL SCIENCE Multiple Choice Which of the following foods contains the MOST grams of carbohydrates: W) 3 ounces fried beef liver X) 1 cup lard Y) 1 cup white granulated sugar Z) 1, 8-ounce baked potato, with skin","Y) 1 CUP WHITE GRANULATED SUGAR
(Solution: liver ~ 7; lard ~ 0; potato ~ 50; sugar ~ 200 g)"
toss-up,earth science,Multiple Choice,Which of the following is NOT true of humidity: W) relative humidity is a description of the water vapor content in air X) humans feel uncomfortable when the relative humidity is high because cooling from sweating is less effective Y) dew points normally occur when the relative humidity of an air mass is 100% Z) the dew point is measured in percent along with the relative humidity,"Z) THE DEW POINT IS MEASURED IN PERCENT ALONG WITH THE
RELATIVE HUMIDITY"
bonus,earth science,Short Answer,At 30ºC a parcel of air can contain 30 grams of water vapor per cubic meter of air. What is the relative humidity if the parcel actually contains 9 grams of water vapor per cubic meter at this temperature?,"30
(Solution: 9/30 × 100 = 30%)"
toss-up,math,Short Answer,(15x+5y) 18) MATH Short Answer Simplify the following expression: 15 y 1,"x + (ACCEPT: x + y)
3 3"
bonus,math,Short Answer,(2x3x2) 18) MATH Short Answer Simplify the following completely: x–3,2x8
toss-up,,Multiple Choice,19) LIFE SCIENCE Multiple Choice In which of the following environments would a thermophilic bacteria most likely evolve: W) Antarctic X) hot spring Y) desert Z) thermokarst,X) HOT SPRING
