type,subject,format,question,answer
toss-up,math,Short Answer,1) Math – Short Answer What is 23% of 4?,0.92 (ACCEPT: 23/25)
bonus,math,Short Answer,"1) Math – Short Answer A ball is dropped from the top of a 45-meter-tall building. After each bounce, it reaches one-third of the height from which it previously fell. In meters, what is the total vertical distance the ball has traveled when it hits the ground for the 3rd time?","85
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,2) Earth and Space – Short Answer How many seismograph locations are typically needed to locate the focus of an earthquake?,3
bonus,,Multiple Choice,2) Earth and Space – Multiple Choice What is the ratio of iron to oxygen in the mineral hematite? W) 1 to 2 X) 1 to 3 Y) 2 to 3 Z) 3 to 2,Y) 2 TO 3
toss-up,,Short Answer,"3) Physical Science – Short Answer A cup of black coffee has a pH of 5, and a solution of ammonia has a pH of 11. How many times as acidic is the coffee compared to the ammonia?","1,000,000"
bonus,,Short Answer,3) Physical Science – Short Answer Identify all of the following three bonds in which the carbon atom will typically be the positive dipole: 1) C-H; 2) C-N; 3) C-O.,"2, 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer In order to indirectly measure the average kinetic energy of atoms in a given location, physicists at Oak Ridge National Lab have developed a device that will produce a nanometer-resolution map of what property of a crystal?",TEMPERATURE
bonus,energy,Short Answer,"4) Energy – Short Answer Scientists at Lawrence Berkeley National Lab at the IceCube experiment are studying high-energy neutrinos. Most high-energy neutrinos are produced by high-energy cosmic interactions, while low-energy neutrinos detected on Earth are primarily produced from nuclear reactors and what other major source?",SUN
toss-up,,Short Answer,5) Life Science – Short Answer What is the term for an organism that requires a constant supply of oxygen in order to live?,OBLIGATE AEROBE
bonus,,Short Answer,5) Life Science – Short Answer What is the term for an organism whose mouth develops from the blastopore?,"PROTOSTOME
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Earth and Space – Short Answer Which of Kepler's Laws would be most helpful for determining the orbital period of a binary star system?,THIRD
bonus,,Short Answer,"6) Earth and Space – Short Answer What planet has a mean density about 70 percent that of Earth, and surface acceleration due to gravity about 40 percent that of Earth?",MARS
toss-up,math,Multiple Choice,"7) Math – Multiple Choice Which of the following statements is logically equivalent to ""If T is a leopard, then T has spots""? W) If T has spots, then T is a leopard. X) If T is not a leopard, then T does not have spots. Y) If T does not have spots, then T is not a leopard. Z) If T does not have spots, then T is a leopard.","Y) IF T DOES NOT HAVE SPOTS, THEN T IS NOT A LEOPARD."
bonus,math,Short Answer,7) Math – Short Answer A pyramid with 36 edges has how many vertices?,"19
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,8) Physical Science – Multiple Choice Solvated electrons appear a vibrant blue in solution. Which of the following colors of light is being absorbed? W) Violet X) Orange Y) Green Z) Blue,X) ORANGE
bonus,,Short Answer,"8) Physical Science – Short Answer Suppose that a 50-kilogram cart and a 70-kilogram cart, both traveling at 5 meters per second in opposite directions, collide and stick together. In meters per second with one significant figure, what is the speed of the final composite object?",0.8
