type,subject,format,question,answer
toss-up,math,Multiple Choice,"For numbers < 10 (read as: less than or equal to 10), and not including the number 1, how many are prime numbers? W) 3 X) 4 Y) 5 Z) 2","X) 4 (Solution: primes are 2, 3, 5, 7)"
bonus,math,Short Answer,Factor the expression: x2 + 3x – 10,(x + 5)(x – 2)
toss-up,,Multiple Choice,2) LIFE SCIENCE Multiple Choice A summary reaction for photosynthesis is: W) CO + O + H O and light yields carbohydrate + O 2 2 2 2 X) CO + H O and light yields carbohydrate + O 2 2 2 Y) CO + H O and light yields carbohydrate + H O 2 2 2 Z) CO + O + H O and light yields carbohydrate + H O 2 2 2 2,"X) CO + H O AND LIGHT YIELDS CARBOHYDRATE + O
2 2 2"
bonus,,Multiple Choice,2) LIFE SCIENCE Multiple Choice It is generally believed that most of the oxygen in the air today came from: W) oxidation of carbon molecules containing oxygen X) release of oxygen from volcanic vents Y) photosynthesis Z) forest fires,"Y) PHOTOSYNTHESIS
Junior National Science Bowl Single Elimination 1 Page 1"
toss-up,,Multiple Choice,3) LIFE SCIENCE Multiple Choice Osmosis is: W) the movement of water through a permeable membrane X) the movement of salts through a semi-permeable membrane Y) the movement of water through a semi-permeable membrane Z) the pressure exerted by water through a semi-permeable membrane,"Y) THE MOVEMENT OF WATER THROUGH A SEMI-PERMEABLE
MEMBRANE"
bonus,,Multiple Choice,3) LIFE SCIENCE Multiple Choice Which of the following is most accurate about the pasteurization of milk: W) it makes milk taste better X) it kills all bacteria by sterilizing the milk Y) it lowers the milk’s pH Z) it reduces the population of bacteria by heating but not boiling the milk,"Z) IT REDUCES THE POPULATION OF BACTERIA BY HEATING BUT NOT
BOILING THE MILK"
toss-up,earth science,Multiple Choice,The hard rock under the topsoil in eastern Washington state was laid down over millions of years by volcanic eruptions. This rock is: W) limestone X) basalt Y) lava Z) granite,X) BASALT
bonus,earth science,Short Answer,Wind speed is measured by what instrument?,"ANEMOMETER
Junior National Science Bowl Single Elimination 1 Page 2"
toss-up,,Multiple Choice,5) GENERAL SCIENCE Multiple Choice Doubling a musical note's amplitude: W) doubles its frequency X) doubles its wavelength Y) increases its loudness Z) doubles its speed,Y) INCREASES ITS LOUDNESS
bonus,,Short Answer,5) GENERAL SCIENCE Short Answer Physicists believe there are four fundamental forces of nature. Name any two of them.,"GRAVITATIONAL, ELECTROMAGNETIC, STRONG, WEAK (ANY OF
THESE FOUR IN ANY ORDER)"
toss-up,,Short Answer,"6) PHYSICAL SCIENCE Short Answer Spanky swings a ball on the end of a string and maintains it in uniform circular motion, what is the most accurate term for the force exerted on the rock through the string?",CENTRIPETAL
bonus,,Multiple Choice,6) PHYSICAL SCIENCE Multiple Choice The density of an object is a property that depends on: W) the total weight of object X) the total volume of the object Y) the liquid the object is suspended in Z) none of the above,"Z) NONE OF THE ABOVE
Junior National Science Bowl Single Elimination 1 Page 3"
toss-up,,Multiple Choice,*7) PHYSICAL SCIENCE Multiple Choice Amplitude modulation is typically associated with what common form of communication: W) television transmission X) radio transmission Y) short wave transmissions Z) laser transmissions,X) RADIO TRANSMISSION
bonus,,Multiple Choice,7) PHYSICAL SCIENCE Multiple Choice Which of the following elements does not occur naturally in nature: W) uranium X) technetium (PRONOUNCED: TECH-net-ee-um) Y) boron Z) radon,X) TECHNETIUM
toss-up,math,Multiple Choice,Which of the following is NOT true: W) all natural numbers are whole numbers X) all whole numbers are integers Y) all integers are rational numbers Z) all numbers can be both a rational number and an irrational number,"Z) ALL NUMBERS CAN BE BOTH A RATIONAL NUMBER AND AN
IRRATIONAL NUMBER"
bonus,math,Short Answer,Factor the following equation: x2 – 6x + 5 = 0,"(x – 5) (x – 1) = 0
Junior National Science Bowl Single Elimination 1 Page 4"
toss-up,earth science,Multiple Choice,"As more fossil fuels are burned to produce energy, the greenhouse effect will continue to cause the temperature of the earth’s atmosphere to increase. The substance primarily responsible for the greenhouse effect is: W) ozone X) carbon dioxide Y) fluorocarbons Z) oxygen",X) CARBON DIOXIDE
bonus,earth science,Multiple Choice,Which of the following is sometimes called volcanic glass because of its shiny appearance: W) obsidian X) granite Y) quartz Z) diorite,W) OBSIDIAN
toss-up,,Multiple Choice,10) GENERAL SCIENCE Multiple Choice Which of the following is the most common cause of deaths in American women between the ages of 20 and 40? W) AIDS X) breast cancer Y) colon cancer Z) heart attacks,X) BREAST CANCER
bonus,,Short Answer,"10) GENERAL SCIENCE Short Answer Order the following from the SMALLEST unit of distance to the LARGEST: mile, rod, feet, kilometer.","FOOT, ROD, KILOMETER, MILE
Junior National Science Bowl Single Elimination 1 Page 5"
toss-up,,Short Answer,"11) PHYSICAL SCIENCE Short Answer For two objects separated by a distance d, if the mass of one of the objects increases by two times, by what factor will the gravitational attraction between them increase?",TWO (ACCEPT 2 TIMES)
bonus,,Multiple Choice,11) PHYSICAL SCIENCE Multiple Choice Which of the following elements is found in Period 2 and Group 4A of the Periodic Table: W) sulfur X) carbon Y) nitrogen Z) oxygen,X) CARBON
toss-up,,Multiple Choice,12) GENERAL SCIENCE Multiple Choice Tomorrow's weather forecast report for Venus would be: W) snow X) cold & clear Y) hot & humid with clear skies Z) overcast & hot,Z) OVERCAST & HOT
bonus,,Multiple Choice,10) GENERAL SCIENCE Multiple Choice What part of the cotton plant produces what is used to make cotton fabric. W) flowers or seed pods X) fibers in the stems Y) root hairs Z) fibers in the leaves,"W) FLOWERS OR SEED PODS
(Solution: The flowers of the cotton plant develop into seed pods and the seeds inside the pods
are surrounded with an abundance of fine white hairs which are used to produce long strands or
filaments of cotton thread.)
Junior National Science Bowl Single Elimination 1 Page 6"
toss-up,math,Short Answer,"In standard form, give the product of (a + b)2:",a2 + 2ab + b2
bonus,math,Short Answer,Solve the following equation: 2x + 4 = 6 + 2x,"NO SOLUTION (ACCEPT: FALSE, CONTRADICTION, DEFECTIVE
EQUATION, ETC.)"
