type,subject,format,question,answer
toss-up,math,Short Answer,1) Math – Short Answer Express 0.0009013 in scientific notation.,9.013 × 10-4
bonus,math,Short Answer,"1) Math – Short Answer While eating out, you and your friend each tip the server 8 dollars on your separate bills. Your tip is 10% of your bill, while your friend’s tip is 20% of her bill. What is the difference, in dollars, between your bills?","40 DOLLARS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Physical Science – Multiple Choice What state of matter has a definite volume but not a definite shape? W) Acid X) Liquid Y) Solid Z) Gas,X) LIQUID
bonus,,Multiple Choice,2) Physical Science – Multiple Choice A balloon is filled with air at room temperature and is then dipped into liquid nitrogen. Which of the following will occur? W) It will pop X) It will collapse Y) It will stay the same Z) It will elongate,X) IT WILL COLLAPSE
toss-up,,Multiple Choice,3) Life Science – Multiple Choice Where are DNA molecules located in prokaryotes? W) Nucleus X) Cytoplasm Y) Ribosomes Z) Histones,X) CYTOPLASM
bonus,,Short Answer,3) Life Science – Short Answer What gland in the human body produces melatonin?,"PINEAL GLAND
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,4) Earth and Space – Short Answer What type of extremely dense star is left behind after a supernova?,NEUTRON STAR
bonus,,Multiple Choice,4) Earth and Space – Multiple Choice Eclipses of the sun occur during which of the following? W) Full moon X) Any time Y) New moon Z) First or third quarter,Y) NEW MOON
toss-up,energy,Short Answer,5) Energy – Short Answer The principle behind the operation of photovoltaic cells was first explained by what scientist?,ALBERT EINSTEIN
bonus,energy,Short Answer,5) Energy – Short Answer What devices store chemical potential energy and convert it to electrical energy?,"BATTERIES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,6) General Science – Multiple Choice An object's specific gravity is determined by which of the following? W) Measuring the mass of an object X) Comparing the object's density with the density of water Y) Weighing the object without a gravitational pull Z) Floating the object in salt water,X) COMPARING THE OBJECT'S DENSITY WITH THE DENSITY OF WATER
bonus,,Multiple Choice,6) General Science – Multiple Choice What force is responsible for the formation of the Earth from the planetary nebula? W) Strong force X) Weak force Y) Electromagnetic force Z) Gravity,Z) GRAVITY
toss-up,,Multiple Choice,7) Earth and Space – Multiple Choice Karst topography refers to landscapes that have been shaped by what agent of erosion? W) Wind X) Water Y) Ablation Z) Anthropogenic agents,X) WATER
bonus,,Short Answer,"7) Earth and Space – Short Answer What fuel source is classified into bituminous, anthracite, and lignite?","COAL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,8) General Science – Multiple Choice The first cervical vertebrae is called the: W) Atlas X) Axis Y) Symphysis Z) Cervical prominence,W) ATLAS
bonus,,Multiple Choice,8) General Science – Multiple Choice Which of the following processes is not part of the water cycle? W) Transpiration X) Precipitation Y) Distillation Z) Evaporation,Y) DISTILLATION
toss-up,math,Short Answer,9) Math – Short Answer A quadrilateral has one angle that measures 108 degrees and two right angles. What is the measure of the 4th angle?,72
bonus,math,Multiple Choice,"9) Math – Multiple Choice The sum of two numbers is S. If each number is tripled and then 5 is added to each number, what is the sum of the final two numbers? W) 3S + 5 X) 3S + 10 Y) 3S + 15 Z) 6S + 5","X) 3S + 10
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,10) Life Science – Multiple Choice Which of the following is the hereditary material in most living things? W) DNA X) Lipids Y) Oxygen Z) Carbon dioxide,W) DNA
bonus,,Short Answer,10) Life Science – Short Answer What specific form of RNA is used to transfer amino acids to a protein in the process of translation?,tRNA
toss-up,,Short Answer,"11) Physical Science – Short Answer Vince travels in a straight line to a city 200 miles away in 2.5 hours. What is his average speed, in miles per hour, during the trip?",80
bonus,,Short Answer,"11) Physical Science – Short Answer A student rolls a basketball down a half pipe and it rolls all the way up the other side. At the lowest point on the half pipe, in what direction does the acceleration vector of the basketball point?","UP
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following locations would be most ideal for a wind farm? W) Coastal regions X) Seaward mountain sides Y) Mountains Z) River banks,W) COASTAL REGIONS
bonus,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following fuel types is extracted by hydraulic fracturing? W) Geothermal X) Coal Y) Natural gas Z) Hydrothermal energy,Y) NATURAL GAS
toss-up,,Short Answer,13) Physical Science – Short Answer What particle found in the nucleus has a positive charge?,PROTON
bonus,,Short Answer,13) Physical Science – Short Answer Bending of waves around a barrier is called what?,"DIFFRACTION
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,14) General Science – Short Answer By what process is the surface of a planet heated by the absorption of reflected thermal radiation by certain gases in the atmosphere?,GREENHOUSE EFFECT
