type,subject,format,question,answer
toss-up,math,Short Answer,1) Math – Short Answer What are the distinct prime factors of 110?,"2, 5, AND 11"
bonus,math,Short Answer,1) Math – Short Answer Convert 112 in base 10 to base 6.,"THREE-ZERO-FOUR
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,2) Earth and Space – Short Answer Gully erosion is caused by what agent of erosion?,WATER
bonus,,Multiple Choice,2) Earth and Space – Multiple Choice Exposed Precambrian crystalline igneous and metamorphic rocks that form tectonically stable areas are which type of geologic province? W) Shield X) Platform Y) Orogen Z) Basin,W) SHIELD
toss-up,energy,Multiple Choice,"3) Energy – Multiple Choice Until the mid-1800s, biomass provided a significant portion of US energy needs. Which of the following is closest to the percentage of US energy usage that was provided by biomass before 1850? W) 10 X) 30 Y) 60 Z) 90",Z) 90
bonus,energy,Multiple Choice,3) Energy – Multiple Choice What is the primary method used by a reactor operator to reduce the power level in a boiling water nuclear reactor? W) Insertion of control rods X) Removal of control rods Y) Addition of water to the reactor vessel Z) Removal of water from the reactor vessel,"W) INSERTION OF CONTROL RODS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"4) Math – Short Answer Rounded to the nearest 100, what is 346 + 275 + 512?",1100
bonus,math,Short Answer,4) Math – Short Answer What is the degree measure of each interior angle of a regular 60-sided polygon?,174
toss-up,,Multiple Choice,5) Life Science – Multiple Choice Which of the following is an example of a plant with bulb stems? W) Onion X) Potato Y) Strawberry Z) Asparagus,W) ONION
bonus,,Multiple Choice,5) Life Science – Multiple Choice A biker falls and now has trouble balancing. Which of the following structures is likely damaged? W) Auditory canal X) Tympanic membrane Y) Semicircular canal Z) Cochlea [KOH-klee-ah],"Y) SEMICIRCULAR CANAL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,6) Physical Science – Multiple Choice Which of the following is a characteristic of all strong acids? W) Complete dissociation in water X) High pH number Y) Has a halogen Z) Not an oxidant,W) COMPLETE DISSOCIATION IN WATER
bonus,,Short Answer,"6) Physical Science – Short Answer Add the following three terms and give the answer in centimeters to the appropriate number of significant figures: 2.5 centimeters, 0.50 centimeters, and 0.055 centimeters.",3.1
toss-up,,Multiple Choice,"7) Earth and Space – Multiple Choice According to the U.S. government, the BP oil spill was responsible for the release of approximately how many million gallons of oil into the Gulf of Mexico? W) 90 X) 150 Y) 210 Z) 305",Y) 210
bonus,,Short Answer,7) Earth and Space – Short Answer What is the primary source for winds on the terrestrial planets?,"SUNLIGHT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,8) Energy – Multiple Choice Which country has the largest proven coal reserves? W) China X) India Y) Russia Z) United States,Z) UNITED STATES
bonus,energy,Multiple Choice,8) Energy – Multiple Choice Which product of coal gasification can be used for power production? W) Hydrogen sulfide X) Oxygen Y) Carbon dioxide Z) Hydrogen,Z) HYDROGEN
toss-up,,Short Answer,9) Life Science – Short Answer How many different species in the genus Homo are extant?,ONE
bonus,,Short Answer,9) Life Science – Short Answer Most unicellular eukaryotes [YOU-care-ee-oats] are grouped into what kingdom?,"PROTISTA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,10) Energy – Multiple Choice Which of the following types of energy production yields the most energy per gram of fuel? W) Combustion of coal X) Fission of uranium Y) Fusion of deuterium [doo-TEER-ee-um] and tritium [TRIH-tee-um] Z) Hydrogen fuel cell,Y) FUSION OF DEUTERIUM AND TRITIUM
bonus,energy,Short Answer,"10) Energy – Short Answer What are the chemical compounds used as the anode [ANN-ode] and cathode [CATH-ode], respectively, of a standard alkaline AA battery?","ANODE: ZINC; CATHODE: MANGANESE OXIDE (ACCEPT: ZINC AND MANGANESE OXIDE, IN
THAT ORDER)"
toss-up,math,Short Answer,11) Math – Short Answer A right triangle has its hypotenuse of length 24 and one angle that measures 60 degrees. What is the length of its longer leg?,12√3
bonus,math,Short Answer,11) Math – Short Answer Four to the 32nd power divided by 32 to the 4th power equals 2 to what power?,"44
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,12) Physical Science – Multiple Choice Which of the following types of radiation has the lowest energy? W) Infrared X) Microwave Y) Blue light Z) Visible,X) MICROWAVE
bonus,,Short Answer,12) Physical Science – Short Answer What two elements are liquids at standard room temperature and pressure?,MERCURY AND BROMINE
