type,subject,format,question,answer
toss-up,,Multiple Choice,1) Physical Science – Multiple Choice What property of a fluid would enable a metal wire to float on the surface? W) Viscosity X) Temperature Y) Surface tension Z) Compressibility,Y) SURFACE TENSION
bonus,,Short Answer,1) Physical Science – Short Answer Identify all of the following three forces that can be considered contact forces: 1) Magnetism; 2) Tension; 3) Gravity.,"2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"2) Math – Short Answer For a group of 80 Science Bowl players, 65 percent were eighth-graders, 20 percent were seventh-graders, and the rest were sixth-graders. How many players in the group were sixth- graders?",12
bonus,math,Multiple Choice,"2) Math – Multiple Choice According to Descartes' Rule of Signs, which of the following statements best characterizes the possible real roots of the equation x3 + x2 – x – 1 = 0? W) One positive root, zero negative roots X) One positive root, two negative roots Y) One positive root, two or zero negative roots Z) Two positive roots, one negative root","Y) ONE POSITIVE ROOT, TWO OR ZERO NEGATIVE ROOTS"
toss-up,energy,Multiple Choice,3) Energy – Multiple Choice Scientists at Oak Ridge National Lab determined the crystal structure of a protease responsible for cleaving Gag and Pol proteins. This protease is important in the life cycle of which clinically-important retrovirus? W) Human Immunodeficiency Virus X) Influenza Y) Smallpox Z) Chicken pox,W) HUMAN IMMUNODEFICIENCY VIRUS
bonus,energy,Short Answer,3) Energy – Short Answer DOE scientists recently imaged the supercoiling of DNA in a bacterial model system to study its relationship with pathogenicity. What is the genus of the bacteria they studied?,"ESCHERICHIA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,4) Earth and Space – Multiple Choice Which of the following processes is responsible for generating most of the heat that powers Io’s [EYE-ohs] volcanism? W) Radioactive decay X) Tidal forces Y) Solar insolation Z) Jupiter’s magnetic field,X) TIDAL FORCES
bonus,,Short Answer,4) Earth and Space – Short Answer Rank the following three star colors in increasing order of temperature: 1) Red 2) Blue 3) Yellow.,"1, 3, 2"
toss-up,,Short Answer,"5) Physical Science – Short Answer In sodium chloride, the sodium ion has the same electron configuration as what neutral element?",NEON
bonus,,Short Answer,5) Physical Science – Short Answer What is the term for a compound that is composed of only carbon and hydrogen and contains one or more double bonds between carbon atoms?,"ALKENE (ACCEPT: OLEFIN)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Life Science – Short Answer What organ system in the human body is responsible for removing carbon dioxide from the body?,RESPIRATORY (ACCEPT: PULMONARY)
bonus,,Multiple Choice,6) Life Science – Multiple Choice An individual with the monosomy [MAW-no-soh-mee] Turner syndrome has what karyotype [KAIR-ee-oh-type]? W) X-O X) Y-O Y) XXX Z) XXY,W) X-O
toss-up,math,Multiple Choice,"7) Math – Multiple Choice Which of the following is closest to the number of cubic inches in a cubic yard? W) 400 X) 4,000 Y) 40,000 Z) 400,000","Y) 40,000"
bonus,math,Short Answer,"7) Math – Short Answer If the ratio of the volumes of two similar circular cones is 36 to 27, what is the ratio of the diameter of the larger cone to that of the smaller cone?","CUBE ROOT OF 36 to 3 (ACCEPT: CUBE ROOT OF 36 DIVIDED BY 3, 1/3 OF THE
CUBE ROOT OF 36)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,8) Life Science – Short Answer Two plants with yellow peas are heterozygous [hetero-ZYE-gus] for that dominant trait. What percentage of their offspring will have yellow peas?,75
