type,subject,format,question,answer
toss-up,math,Multiple Choice,"1) Math – Multiple Choice Annie has 12 candy bars in a bag. Nine of them are Snick bars and 3 of them are Milky bars. If she randomly selects a candy bar from the bag, what are the odds that the bar will be a Milky bar? W) 1 to 12 X) 1 to 4 Y) 1 to 3 Z) 3 to 1",Y) 1 to 3
bonus,math,Multiple Choice,"1) Math – Multiple Choice A student makes the following conjecture: “If a quadrilateral is a rectangle, then it must be a parallelogram.” If someone doesn’t believe this conjecture is true, which of the following would be necessary to have a counterexample to it? W) A rectangle that is a parallelogram X) A parallelogram that is a rectangle Y) A rectangle that is not a parallelogram Z) A parallelogram that is not a rectangle","Y) A RECTANGLE THAT IS NOT A PARALLELOGRAM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Physical Science – Multiple Choice A pencil sitting in a glass of water appears bent because light bends as it passes from water to the surrounding air and vice versa. This is an example of what process? W) Reflection X) Refraction Y) Diffraction Z) Absorption,X) REFRACTION
bonus,,Short Answer,2) Physical Science – Short Answer Einstein received the Nobel Prize for his analysis of what physical phenomenon?,PHOTOELECTRIC EFFECT
toss-up,,Multiple Choice,3) Earth and Space – Multiple Choice The dynamo effect enables Earth's core to generate what? W) Electric field X) Mantle convection Y) Magnetic field Z) Radioactive elements,Y) MAGNETIC FIELD
bonus,,Short Answer,3) Earth and Space – Short Answer What devices are used to measure humidity?,"HYGROMETERS (ACCEPT: PSYCHROMETERS)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,4) Life Science – Short Answer What part of the brain is responsible for muscle coordination and is involved with muscle memory?,CEREBELLUM
bonus,,Short Answer,4) Life Science – Short Answer By what process do bacterial cells divide?,BINARY FISSION
toss-up,energy,Short Answer,5) Energy – Short Answer What is the SI unit of electric current?,AMPERE (ACCEPT: AMPS)
bonus,energy,Short Answer,5) Energy – Short Answer Order the following countries from least to greatest in terms of the percentage of their power generation that comes from renewable energy sources: 1) United States; 2) Iceland; 3) Brazil.,"1, 3, 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,6) General Science – Multiple Choice Where are Haversian canals found? W) Pancreatic ducts X) Liver portal veins Y) Inside of bones Z) Hair follicles,Y) INSIDE OF BONES
bonus,,Short Answer,6) General Science – Short Answer What is the common name of the chemical NH ? 3,AMMONIA (DO NOT ACCEPT: AMMONIUM)
toss-up,,Multiple Choice,7) Life Science – Multiple Choice At which of the following pH values would pepsin be most active? W) 2 X) 4 Y) 6 Z) 8,W) 2
bonus,,Short Answer,7) Life Science – Short Answer What is the process of constructing an mRNA molecule from DNA?,"TRANSCRIPTION
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,8) Physical Science – Multiple Choice The nucleus of the most common isotope of hydrogen is formed from which of the following? W) A single proton X) A single neutron Y) One proton and one electron Z) One neutron and one proton,W) A SINGLE PROTON
