type,subject,format,question,answer
toss-up,,Multiple Choice,1) Life Science – Multiple Choice Which of the following statements is correct? W) Mitochondria [my-tow-KON-dree-ah] generate ATP X) Ribosomes [RYE-beh-sohms] synthesize DNA Y) Nuclei [NEW-klee-eye] recycle waste Z) Ribosomes [RYE-beh-sohms] synthesize RNA,W) MITOCHONDRIA GENERATE ATP
bonus,,Short Answer,"1) Life Science – Short Answer What part of the brain coordinates the movements of the body and is thought to be the location of ""muscle memory?""","CEREBELLUM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,2) Physical Science – Short Answer What is the term that describes the phase change from a gas to a liquid?,CONDENSATION (ACCEPT: LIQUEFACTION)
bonus,,Short Answer,2) Physical Science – Short Answer Give the name of the compound formed by combining oxygen with the iron +2 ion.,FERROUS OXIDE
toss-up,,Short Answer,3) Earth and Space – Short Answer What is the name of the tropical easterly winds that were traditionally used by sailors to cross the ocean?,TRADE WINDS
bonus,energy,Multiple Choice,"3) Earth and Space – Multiple Choice Traditionally, a decrease in carbon emissions was linked to economic recession. However, since 2000, more than 20 countries have decoupled their emissions and economic development. What could this imply? W) Economic development and carbon emissions are inversely proportional X) Those countries are spending more money on carbon emissions Y) Those countries are increasingly relying on clean energy alternatives Z) Carbon emissions are decreasing globally","Y) THOSE COUNTRIES ARE INCREASINGLY RELYING ON CLEAN ENERGY ALTERNATIVES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer What cardinal direction should solar panels face, if a power utility’s primary goal is to combat peak electricity demand?",WEST
bonus,energy,Multiple Choice,4) Energy – Multiple Choice Waste-to-energy plants generally cost more to operate than coal-fired plants. What benefit do they provide? W) Fewer sulfur emissions X) Fewer nitrogen emissions Y) More efficient burning Z) Reducing landfill disposal,Z) REDUCING LANDFILL DISPOSAL
toss-up,math,Short Answer,5) Math – Short Answer A trapezoid has bases of length 14 and 8. What is the length of its median?,11
bonus,math,Short Answer,"5) Math – Short Answer What is the area of a triangle whose three vertices are located at (2, –3), (2, 7), and (6, 9)?","20
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,"6) Life Science – Short Answer When conducting experiments on a vine growing upon a tree, a botanist discovers that the vine’s health solely depends on the tree but the tree’s nutrients are diminished by the vine’s existence. What type of relationship is this?",PARASITISM
bonus,,Short Answer,6) Life Science – Short Answer How many chambers does the human heart have?,FOUR
toss-up,,Multiple Choice,7) Earth and Space – Multiple Choice What is the name for the model that describes the opening and closing of ocean basins? W) Wegener cycle X) Lyell cycle Y) Wilson cycle Z) Heezen cycle,Y) WILSON CYCLE
bonus,,Short Answer,7) Earth and Space – Short Answer What is the name of the effect for the Earth's axis slightly shifting due to the gravitational tug of the moon as it orbits the Earth?,"NUTATION (DO NOT ACCEPT: PRECESSION)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,8) Math – Short Answer What is the remainder when 72 is divided by 13?,7
bonus,math,Short Answer,"8) Math – Short Answer Rounded to the nearest integer, what is the area of a circle of circumference 8?",5
toss-up,energy,Multiple Choice,9) Energy – Multiple Choice What accounts for the largest use of fresh water in the U.S. today? W) Agriculture X) Mineral recovery Y) Cooling power plants Z) Human consumption,Y) COOLING POWER PLANTS
bonus,energy,Short Answer,9) Energy – Short Answer What grade of coal has the highest energy density?,"ANTHRACITE (ACCEPT: BITUMINOUS)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,10) Math – Short Answer What is the percentage increase from 75 to 120?,60
bonus,math,Short Answer,"10) Math – Short Answer What is the sum of the mean, median, and mode of the following list of eight numbers: 1, 2, 3, 3, 6, 9, 11, 13?","13.5 (ACCEPT: 27/2, 13 ½)"
toss-up,,Short Answer,11) Physical Science – Short Answer The third minimum in a double slit interference pattern occurs when the waves have a path difference of how many wavelengths?,2.5 (ACCEPT: 5/2)
bonus,,Short Answer,"11) Physical Science – Short Answer A driver is traveling at 90 kilometers per hour when he yawns and closes his eyes for half a second. How far, in meters to the nearest tenth, does the car travel when his eyes are closed?","12.5
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"12) Energy – Multiple Choice According to the U.S. Energy Information Administration, which of the following encompasses the least portion of energy usage in the modern American home? W) Air conditioning X) Electronics, lighting, and appliances Y) Space heating Z) Water heating",W) AIR CONDITIONING
bonus,energy,Multiple Choice,"12) Energy – Multiple Choice In the U.S., where is most high-level nuclear waste presently stored? W) Yucca Mountain X) The Grand Canyon Y) On-site at nuclear reactors Z) In breeder reactors",Y) ON-SITE AT NUCLEAR REACTORS
