type,subject,format,question,answer
toss-up,,Multiple Choice,1) EARTH AND SPACE Multiple Choice Non-storm wave action can move fine sand particles in depths of up to how many meters? W) 10 X) 20 Y) 40 Z) 80,X) 20
bonus,,Multiple Choice,1) EARTH AND SPACE Multiple Choice The Paleocene-Eocene [PAY-lee- uh-seen EE-uh- seen] Thermal Maximum (PETM) was an event marked by major changes on Earth that occurred about 55 million years ago. Which of the following is NOT true of the PETM? W) Global temperature rose by about 6°C X) Carbonate deposits in the world’s oceans dissolved Y) Greenhouse gases such as CO were much lower 2 Z) Deep-sea extinctions of marine organisms occurred,"Y) GREENHOUSE GASES SUCH AS CO WERE MUCH LOWER
2
_______________________________________________________"
toss-up,,Multiple Choice,2) GENERAL SCIENCE Multiple Choice Which of the following is NOT a process of plate tectonics? W) Continental drift X) Seafloor spreading Y) Subduction Z) Upwelling,Z) UPWELLING
bonus,,Short Answer,2) GENERAL SCIENCE Short Answer Geological time charts use Latin or Greek for naming. What is the English translation of the Greek term “Mesozoic”?,"MIDDLE LIFE (ACCEPT: MEDIUM or BETWEEN for MIDDLE, ANIMALS or LIVING
BEINGS for LIFE)"
toss-up,,Multiple Choice,3) PHYSICAL SCIENCE Multiple Choice Which of the following best classifies iodine? W) Halogen X) Inert gas Y) Compound Z) Alkali metal,W) HALOGEN
bonus,energy,Short Answer,"3) PHYSICAL SCIENCE Short Answer In the jungle, Curious George is swinging from a vine between two trees, like a pendulum [PEN-juh-luhm], and in a surprisingly regular fashion. Given that the time he takes to swing from one tree to another is 1.5 seconds, assuming no energy is lost from air drag or friction, what is the period if we assume that George is a harmonic oscillator?","3.0
_______________________________________________________"
toss-up,math,Short Answer,The sum of the ages of 5 people 5 years ago was 50. The sum of their ages 5 years from now will be how many years?,100
bonus,math,Short Answer,"Triangle ABC is isosceles. If angle A has a measure of 40°, what are all of the possible degree measures of angle B?","40, 70, 100"
toss-up,,Multiple Choice,5) LIFE SCIENCE Multiple Choice Which of the following determines the sex of a turtle egg? W) Temperature of the sand X) Phase of the moon Y) Season of fertilization Z) How many eggs are laid,W) TEMPERATURE OF THE SAND
bonus,,Multiple Choice,5) LIFE SCIENCE Multiple Choice Which of the following is least likely to be impacted by decreased environmental pH? W) Pteropods [TER-uh-pods] X) Diatoms Y) Coccolithophorids [koh-koh-lith-uh-FOH-rids] Z) Mussels,"X) DIATOMS
_______________________________________________________"
toss-up,,Multiple Choice,"6) EARTH AND SPACE Multiple Choice Worldwide, over 70% of the total length of beaches has retreated at a rate of 10 centimeters per year. Which of the following is primarily responsible for this dramatic change? W) Increase in shoreline construction X) Decrease in the number of groins permitted Y) Damming of the world’s rivers Z) Increases in ocean acidification",Y) DAMMING OF THE WORLD’S RIVERS
bonus,,Short Answer,6) EARTH AND SPACE Short Answer Black holes are thought to eventually evaporate away due to what phenomenon?,HAWKING RADIATION (ACCEPT: BLACK BODY RADIATION)
