type,subject,format,question,answer
toss-up,,Multiple Choice,1) Life Science – Multiple Choice Which of the following nitrogenous bases is the most structurally similar to guanine? W) Thymine [THIGH-meen] X) Uracil [YUR-ah-sil] Y) Adenine [AD-eh-neen] Z) Cytosine [sigh-toh-seen],Y) ADENINE
bonus,,Multiple Choice,1) Life Science – Multiple Choice Which of the following is an example of a protist? W) Cyanobacterium X) Mosquito Y) Mushroom Z) Kelp,Z) KELP
toss-up,math,Short Answer,"2) Math – Short Answer If the intercepts of a line are (8, 0) and (0, –8), what is the slope-intercept equation of the line?",y = x – 8
bonus,math,Short Answer,2) Math – Short Answer Solve the following equation for x: x2 + 17x – 480 = 0.,"–32, 15 (must give both answers)"
toss-up,,Short Answer,3) Physical Science – Short Answer A substance is sampled multiple times for some measurements. The mass is recorded on the y-axis and volume on the x-axis. What physical property of that substance will equal to the slope?,DENSITY
bonus,,Multiple Choice,3) Physical Science – Multiple Choice Which of the following diatomic bonds is most polar? W) Br – Br X) C – H Y) C – N Z) Cl – H,Z) Cl – H
toss-up,,Short Answer,4) Earth and Space – Short Answer What is the term for the 3-kelvin radiation field that fills all of space?,"CMB (ACCEPT: COSMIC MICROWAVE
BACKGROUND, CMBR, COSMIC MICROWAVE
BACKGROUND RADIATION)"
bonus,,Short Answer,4) Earth and Space – Short Answer RR Lyrae [LYE-ree] and Cepheid [SEF-ee-id] stars are examples of what general type of stars?,VARIABLES (ACCEPT: VARIABLE STARS)
toss-up,energy,Short Answer,5) Energy – Short Answer Researchers at Pacific Northwest National Lab are studying the genomes of fungi that are found living in a mutualistic relationship with algae. What is the term for this composite organism?,LICHEN
bonus,energy,Short Answer,5) Energy – Short Answer Argonne National Lab researchers are studying how to biosynthesize gold nanoparticles within hypoxic tissues. The main organ they are studying accounts for 25% of the body’s oxygen demand but only 2% of the body’s mass. What organ is this?,BRAIN
toss-up,,Short Answer,"6) Life Science – Short Answer Mammals are named for their mammary glands, which produce what substance?",MILK
bonus,,Short Answer,6) Life Science – Short Answer Identify all of the following three statements that are true of single-celled organisms: 1) They are all prokaryotic [PRO-care-ee-AW-tic]; 2) They can sexually reproduce; 3) They include both autotrophs and heterotrophs [HEH-turoh-trofes].,"2, 3"
toss-up,math,Short Answer,"7) Math – Short Answer Giving your answer as a decimal, decreasing a number by 54% is equivalent to multiplying it by what?",0.46 (ACCEPT: .46)
bonus,math,Short Answer,7) Math – Short Answer What is the volume of a rectangular pyramid with base dimensions 13 and 9 and height 15?,585
toss-up,,Multiple Choice,8) Physical Science – Multiple Choice David has two ramps with the same height but at different angles to the horizontal. He places identical marbles at the tops of the ramps and allows them to roll down. Which of the following quantities will be the same for the two marbles? W) Time taken to roll down the ramp X) Velocity at the bottom of the ramp Y) Acceleration along the ramp Z) Position along the ramp after one second,X) VELOCITY AT THE BOTTOM OF THE RAMP
bonus,,Short Answer,8) Physical Science – Short Answer Identify all of the following three ionic compounds that are readily soluble in water: 1) Lithium phosphate; 2) Silver nitrate; 3) Calcium hydroxide.,2
toss-up,,Short Answer,9) Earth and Space – Short Answer What term is used to describe ground that is frozen for a period of at least two years?,PERMAFROST
bonus,,Short Answer,9) Earth and Space – Short Answer Identify all of the following three statements that are true of felsic magma: 1) It is more viscous than mafic [MAY-fik] magma; 2) It has a higher melting temperature than mafic magma; 3) It has a higher gas content than mafic magma.,"1, 3"
toss-up,energy,Short Answer,"10) Energy – Short Answer Scientists at Argonne National Lab are using copper-based photocatalysts to reduce carbon dioxide into useful compounds. To trace the movement of carbon atoms, they used carbon dioxide composed of a stable yet uncommon isotope of carbon. What isotope was this?",CARBON-13 (ACCEPT: C-13)
bonus,energy,Short Answer,"10) Energy – Short Answer Ames Lab has been developing a device called the SelectShred, which can recover rare earth elements from discarded disk drives. Identify all of the following three statements that are true of rare earth elements: 1) They are all metals; 2) They are all actinides; 3) Their total abundance in Earth’s crust is lower than gold.",1
toss-up,,Multiple Choice,11) Life Science – Multiple Choice Halophytes [HAIL-oh-fites] are plants that have adapted to which of the following environmental challenges? W) Aridity [ah-RID-ih-tee] X) Salinity Y) Long winters Z) Flooded soil,X) SALINITY
bonus,,Short Answer,"11) Life Science – Short Answer The medulla [meh-DULL-ah], pons, and midbrain collectively form what structure of the brain?",BRAINSTEM
toss-up,math,Short Answer,12) Math – Short Answer Simplify the following expression: 21 – 5 times 3,6
bonus,math,Short Answer,12) Math – Short Answer What is the largest prime factor of 2385?,53
toss-up,,Short Answer,"13) Physical Science – Short Answer A wave is generated by moving one end of a rope up and down, so that the displacement of the rope is perpendicular to the direction of travel of the wave. What is the term for this type of wave?",TRANSVERSE (do not accept: SINUSOIDAL)
bonus,,Multiple Choice,"13) Physical Science – Multiple Choice According to VSEPR [VESS-pur] theory, what is the molecular geometry of water? W) Bent X) Linear Y) Tetrahedral Z) Trigonal [TRIH-gunul] planar",W) BENT
toss-up,,Multiple Choice,14) Earth and Space – Multiple Choice Which of the following is primarily responsible for the presence of carbon-14 used in radiometric dating? W) Volcanic gasses X) Biomass burning Y) Cosmic rays Z) Lightning,Y) COSMIC RAYS
bonus,,Multiple Choice,"14) Earth and Space – Multiple Choice Which of the following minerals, when examined at a molecular level, would appear to be a stack of loosely interacting sheets? W) Muscovite [MUSK-ah-vite] X) Augite [AW-jite] Y) Olivine [AW-liv-een] Z) Quartz",W) MUSCOVITE
toss-up,energy,Short Answer,"15) Energy – Short Answer Brookhaven National Lab researchers are working on a reactor that can reduce a notable greenhouse gas into compounds such as formic acid, ethanol, and acetic acid. Which greenhouse gas are they attempting to reduce?","CARBON DIOXIDE (ACCEPT: CO )
2"
bonus,energy,Short Answer,"15) Energy – Short Answer Lawrence Berkeley National Lab researchers are working to develop new uses for graphene, an atomically thin 2D material. Identify all of the following four statements that are true of graphene: 1) It is an excellent electrical conductor; 2) It is an excellent heat conductor; 3) It contains silicon atoms; 4) It contains carbon atoms.","1, 2, 4"
