type,subject,format,question,answer
toss-up,energy,Short Answer,"1) Physical Science – Short Answer When you lift up a tennis ball from the ground and hold it high into the air, it is said to have gained what type of energy?",POTENTIAL (ACCEPT: GRAVITATIONAL POTENTIAL)
bonus,,Short Answer,"1) Physical Science – Short Answer A 1-ohm resistor and a 2-ohm resistor are connected in parallel. This circuit is connected in series to a 9-volt battery. In ohms, what is the total resistance of the circuit?","2/3
******************"
toss-up,,Multiple Choice,2) Earth & Space – Multiple Choice Seismic P-waves propagate in what type of motion? W) Rolling X) Shearing Y) Torsion [TOR-shun] Z) Compression,Z) COMPRESSION
bonus,,Short Answer,2) Earth & Space – Short Answer Rank the following four carbon reservoirs in order of increasing amount of carbon stored: 1) Terrestrial vegetation and soils; 2) Earth's lithosphere [LITH-oh-sfeer] and mantle; 3) Earth's atmosphere; 4) The deep ocean.,"3,1,4,2"
toss-up,,Short Answer,"3) Life Science – Short Answer In the human embryo, the fingers initially develop with webbing in between them. What process occurs in these cells as the webbing disappears?",APOPTOSIS [ah-poh-TOW-sus]
bonus,,Multiple Choice,3) Life Science – Multiple Choice Which of the following animals is most closely related in phylogeny [fye-LAW-jen-ee] to a slug? W) Octopus X) Jellyfish Y) Earthworm Z) Beetle,"W) OCTOPUS
******************"
toss-up,math,Short Answer,4) Math – Short Answer What is 51 times 61?,3111
bonus,math,Short Answer,4) Math – Short Answer How many diagonals does a convex 26-sided polygon have?,299
toss-up,energy,Multiple Choice,5) Energy – Multiple Choice Scientists at Brookhaven National Lab are studying how increasing atmospheric carbon dioxide and increasing Arctic temperatures may result in greater Arctic carbon dioxide uptake as plants begin to grow there. Which of these most closely describes this example? W) Feedforward regulation X) Cyclic regulation Y) Positive feedback Z) Negative feedback,Z) NEGATIVE FEEDBACK
bonus,energy,Multiple Choice,5) Energy – Multiple Choice Lawrence Berkeley National Lab is utilizing deep learning techniques to analyze health records. Deep learning is a type of which of the following? W) Machine learning technique X) Study technique Y) Statistical significance test Z) An algorithm for p-hacking,"W) MACHINE LEARNING TECHNIQUE
******************"
toss-up,,Short Answer,"6) Earth & Space – Short Answer In stellar fusion, two helium nuclei can react to form beryllium. Beryllium is very unstable and will decay quickly unless it reacts with a third helium atom to form what isotope?",CARBON-12
bonus,,Multiple Choice,6) Earth & Space – Multiple Choice Which of the following types of nebulas is the Sun most likely to form in the course of its evolution? W) Planetary nebula X) Supernova remnant Y) Dark nebula Z) Reflection nebula,W) PLANETARY NEBULA
toss-up,,Short Answer,"7) Life Science – Short Answer In mammals, the Barr body is an inactivated form of which chromosome?",X
bonus,,Short Answer,7) Life Science – Short Answer Identify all of the following three diseases that are caused by fungi: 1) Yeast infection; 2) Tuberculosis; 3) Ringworm.,"1, 3
******************"
toss-up,,Short Answer,8) Physical Science – Short Answer P-type and N-type are varieties of what types of materials that make up electrical circuits?,SEMICONDUCTOR
