type,subject,format,question,answer
toss-up,math,Short Answer,1) Math – Short Answer Simplify the expression x times open parenthesis 2xy2 close parenthesis squared.,4x3y4
bonus,math,Short Answer,"1) Math – Short Answer From a point 20 feet from the base of a tree, the angle of elevation to the top is 60 degrees. To the nearest foot, what is the height of the tree?","35
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,2) Life Science – Short Answer Mushrooms are parts of organisms that are contained in what kingdom of life?,FUNGI (DO NOT ACCEPT: FUNGUS)
bonus,,Short Answer,2) Life Science – Short Answer What group of airborne chemicals do insects use to communicate with each other?,PHEROMONES
toss-up,,Short Answer,"3) Physical Science – Short Answer When nitric acid and sodium hydroxide react, the products are a salt and what other compound?",WATER
bonus,,Short Answer,3) Physical Science – Short Answer What is the oxidation state of hydrogen atoms in ammonia?,"+1 (ACCEPT: 1)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer Researchers at Oak Ridge National Lab have successfully simulated an atomic nucleus using a quantum computer. From these calculations, they were able to extract the binding energy of a deuteron, the bound state of what two subatomic particles?",PROTON AND NEUTRON
bonus,energy,Short Answer,"4) Energy – Short Answer Scientists at Savannah River National Lab are researching novel methods to store hydrogen gas. One such method is a physical storage process in which gas is adsorbed onto glass microbeads. This adsorption creates a heterogenous [hetero-JEE-nee-us] mixture of hydrogen and glass that is NOT a solution, but does display the Tyndall effect. What is the general name for this type of mixture?",COLLOID
toss-up,,Multiple Choice,5) Earth and Space – Multiple Choice Which of the following geologic structures forms from sediment deposited at the mouth of a river? W) Fjord X) Delta Y) Levee Z) Berm,X) DELTA
bonus,,Short Answer,5) Earth and Space – Short Answer Rhyolitic [rye-oh-LIT-ik] lavas have a chemical composition identical to what intrusive igneous rock?,"GRANITE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Physical Science – Short Answer The specific gravity of a solid or a liquid is defined as its density compared to that of what substance?,WATER
bonus,,Short Answer,"6) Physical Science – Short Answer You want to hide your gold in a bottle that you plan to let sink in a freshwater lake. If the bottle has a mass of 105 grams and a total volume of 1 liter, and the gold comes in nuggets of 10 grams each, what is the minimum number of nuggets you need to put in the bottle before it will sink?",90
toss-up,energy,Short Answer,7) Energy – Short Answer Researchers at Princeton Plasma Physics Lab are studying a nuclear reaction that involves deuterium [doo-TEER-ee-um] and tritium as reactants. What general type of nuclear reaction is this?,FUSION (ACCEPT: NUCLEAR FUSION)
bonus,energy,Short Answer,"7) Energy – Short Answer Scientists at Princeton Plasma Physics Lab are studying magnetic reconnection, a process that can occur in what phase of matter?","PLASMA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,8) Life Science – Short Answer Many people suffer from anemia because they lack what metal that is a component of hemoglobin?,IRON
bonus,,Multiple Choice,8) Life Science – Multiple Choice Microscopic zooplankton [ZOH-oh-plank-ton] can best be classified as which of the following trophic levels? W) Decomposers X) First-level carnivores Y) Herbivores Z) Tertiary [TUR-shee-ary] carnivores,Y) HERBIVORES
toss-up,,Short Answer,"9) Earth and Space – Short Answer What adjective, meaning Earth-like, is used to refer to the four inner planets?",TERRESTRIAL (ACCEPT: TERRESTRIAL PLANETS)
bonus,,Short Answer,9) Earth and Space – Short Answer Identify all of the following three statements that are true regarding the Moon's formation: 1) It was a captured asteroid; 2) It formed at the same time as Earth; 3) It contains material that used to be part of Earth.,"3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,10) Physical Science – Short Answer What is the term for the heat required to change the phase of a solid to a liquid?,HEAT OF FUSION (ACCEPT: ENTHALPY OF FUSION)
bonus,,Short Answer,10) Physical Science – Short Answer Lithium has two stable isotopes and has an atomic mass of 6.941 amu. How many neutrons do most lithium nuclei possess?,FOUR
toss-up,math,Multiple Choice,11) Math – Multiple Choice Which of the following is a rational number? W) √9 X) √10 Y) √11 Z) √12,W) √9
bonus,math,Short Answer,"11) Math – Short Answer Six dogs have an average woofiness of 7. Another 8 dogs have a woofiness of 4. To the nearest tenth, what is the average woofiness of both groups of dogs combined?","5.3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,12) Life Science – Short Answer What plant vascular system transports nutrients and carbohydrates throughout the plant?,PHLOEM
bonus,,Multiple Choice,12) Life Science – Multiple Choice You press down on your arm and feel a pulse beating. From which of the following types of blood vessels is the pulse originating? W) Vein X) Artery Y) Capillary Z) Lymphatics,X) ARTERY
toss-up,,Short Answer,13) Physical Science – Short Answer The recoil that follows from the firing of a gun is a direct result of the conservation of what quantity?,MOMENTUM (ACCEPT: LINEAR MOMENTUM)
bonus,,Short Answer,"13) Physical Science – Short Answer To two significant figures, how many grams are in 4 pounds of gold?","1800
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,14) Math – Short Answer What is the surface area of a cube with edges of length 3?,54
bonus,math,Short Answer,14) Math – Short Answer Solve the following equation for x: open parenthesis 3x – 7 close parenthesis squared = 64.,–1/3 OR 5 (must give both answers)
toss-up,,Multiple Choice,15) Earth and Space – Multiple Choice Which of the following is a term for a high area of land that separates one drainage basin from another? W) Divide X) Apex Y) Peak Z) Block mountain,W) DIVIDE
bonus,,Short Answer,15) Earth and Space – Short Answer What type of earthquake body waves are longitudinal waves and can therefore pass through liquids and solids?,"P WAVES (ACCEPT: P, PRIMARY)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,16) Math – Short Answer What is the sum of the two expressions 2a + 9b and 3a – 8b?,5a + b (ACCEPT: b + 5a)
bonus,math,Short Answer,16) Math – Short Answer What is 9525% of 24?,2286
toss-up,,Short Answer,17) Life Science – Short Answer What type of cells in mammals serves as the main carriers of oxygen within the circulatory system?,"ERYTHROCYTES (ACCEPT: RED BLOOD CELLS, RBC)"
bonus,,Multiple Choice,"17) Life Science – Multiple Choice The malleus, incus, and stapes [STAY-peez] are small bones that play a role in which of the following functions? W) Hearing X) Balance Y) Locomotion Z) Respiration","W) HEARING
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"18) Energy – Multiple Choice Lawrence Berkeley National Lab scientists have developed ReACT, a new amino acid labeling technique. This technique can be used to study which of the following biomolecules? W) Proteins X) Phospholipids Y) DNA Z) RNA",W) PROTEINS
bonus,energy,Short Answer,"18) Energy – Short Answer Researchers at Lawrence Berkeley National Lab are studying how defects in the mixtures of multiple metals can change the properties of the mixture. Generally, these researchers are studying solutions defined by metallic bonding character, which are given what name in chemistry?",ALLOYS
