type,subject,format,question,answer
toss-up,,Multiple Choice,1) LIFE SCIENCE Multiple Choice Chromosomal polyploidy results in which of the following phenotypic differences in fruits and vegetables? W) Shape X) Weight Y) Taste Z) Flavor,X) WEIGHT
bonus,,Multiple Choice,1) LIFE SCIENCE Multiple Choice Which of the following animals completes a round-trip migration over several generations? W) Leatherback turtle X) Caribou Y) Globe skimmer dragonfly Z) Humpback whale,Y) GLOBE SKIMMER DRAGONFLY
toss-up,,Multiple Choice,2) PHYSICAL SCIENCE Multiple Choice Which of the following molecular geometries contains the smallest bond angle? W) Octahedral X) Trigonal planar Y) Tetrahedral Z) Linear,W) OCTAHEDRAL
bonus,,Short Answer,"2) PHYSICAL SCIENCE Short Answer Name all of the following five items that are both magnetic and conductive: 1) iron nail, 2) wooden block, 3) aluminum can, 4) steel can, 5) copper penny.","1, 4 (ACCEPT: IRON NAIL, STEEL CAN)"
toss-up,,Multiple Choice,3) GENERAL SCIENCE Multiple Choice Which of the following is NOT a recessive trait? W) Cystic fibrosis X) Colorblindness Y) Huntington’s disease Z) Hemophilia,Y) HUNTINGTON’S DISEASE
bonus,,Multiple Choice,"3) GENERAL SCIENCE Multiple Choice Colorblindness is considered a sex-linked inheritance. If the father is not colorblind but the mother is a carrier of the trait, which of the following is true regarding their genetic risk? W) 50% of their daughters will be carriers of the colorblindness trait X) All of their children will be carriers for the colorblindness trait Y) All of their sons will be colorblind Z) None of their children will be colorblind","W) 50% OF THEIR DAUGHTERS WILL BE CARRIERS OF THE
COLORBLINDNESS TRAIT"
toss-up,math,Short Answer,"Given the hypotenuse of an isosceles right triangle has a length of , what are the lengths of the two legs? A7√N2SWER: AND (ACCEPT: 7) 7 7 BONUS 4) MATH Multiple Choice Given a figure and its image under a line reflection. The line of reflection can be located using which of the following? W) One perpendicular bisector X) Two perpendicular bisectors Y) Two parallel lines Z) Two circles",W) ONE PERPENDICULAR BISECTOR
toss-up,energy,Multiple Choice,"Much attention is being given to solid-state lighting because it can do which of the following? W) Improve the power factor of power lines X) Reduce lighting power consumption by one fourth Y) Improve immunity to noise Z) Compete, in terms of efficacy, with current lighting technology",X) REDUCE LIGHTING POWER CONSUMPTION BY ONE FOURTH
bonus,energy,Multiple Choice,"A dry steam geothermal power plant produces electricity in which of the following ways? W) Heating and condensing a working fluid X) Using heat to boil a working fluid that is vaporized through a heat exchanger and drives a generator Y) Using water at high temperatures to convert ground water into steam Z) Using steam from underground wells to rotate a turbine, activating an electricity generator","Z) USING STEAM FROM UNDERGROUND WELLS TO ROTATE A TURBINE,
ACTIVATING AN ELECTRICITY GENERATOR"
toss-up,math,Short Answer,"In simplest form, what is the fifth number in the following geometric sequence: ?","1, -2/3, 4/9, -8/27
16/81"
bonus,math,Short Answer,"If y x , find the inverse of this function. = 5 – 12","𝑥 + 12
𝑦 = 5"
toss-up,,Multiple Choice,7) LIFE SCIENCE Multiple Choice Which of the following is NOT a mollusk [MOL-uhsk]? W) Monopod X) Gastropod Y) Cephalopod [SEF-uh-luh-pod] Z) Scaphopod,W) MONOPOD
bonus,,Multiple Choice,7) LIFE SCIENCE Multiple Choice Which of the following can prevent cell desiccation [des-i- KAY-shuhn] due to the osmotic pressure? W) An extra cellular membrane X) Carrier protein Y) Sodium channel Z) Hydrogen diffusion pump,Y) SODIUM CHANNEL
toss-up,,Multiple Choice,8) PHYSICAL SCIENCE Multiple Choice Hydrocarbons that contain at least one double bond between carbon atoms are classified as which of the following? W) Single X) Aromatic Y) Unsaturated Z) Saturated,Y) UNSATURATED
bonus,,Short Answer,8) PHYSICAL SCIENCE Short Answer Calculate the force in newtons required to compress a spring with a stiffness of 2 newtons per meter 3.5 centimeters from equilibrium.,0.07
toss-up,,Short Answer,"9) GENERAL SCIENCE Short Answer In which chamber of the human heart is the sinoatrial [sy-noh-AY-tree-uhl] node, which is responsible for initiating the action potential for heart contraction, located?",RIGHT ATRIUM
bonus,,Multiple Choice,9) GENERAL SCIENCE Multiple Choice Which of the following statements is true of microbial biofilms? W) Cells within the biofilm are encased within a layer of polysaccharide [pol-ee-SAK-uh-ryd] X) Biofilms almost always consist of only a single bacterial species Y) Biofilms are restricted to freshwater environments Z) Biofilms typically are small because resources are unable to circulate through them,"W) CELLS WITHIN THE BIOFILM ARE ENCASED WITHIN A LAYER OF
POLYSACCHARIDE"
toss-up,,Short Answer,10) EARTH AND SPACE Short Answer Ice forming over a dark ocean induces further cooling by changing what reflective property of the surface?,ALBEDO
