type,subject,format,question,answer
toss-up,math,Multiple Choice,"1) Math – Multiple Choice A pair of headphones originally priced at 80 dollars is on sale at 25% off. If the sales tax is 10%, what is the total price, in dollars, of these headphones? W) 45 X) 52 Y) 66 Z) 68",Y) 66
bonus,math,Short Answer,1) Math – Short Answer Simplify 3x2 times open parenthesis 2x – 8 + 5x3 close parenthesis minus open parenthesis 4x5 + 7x close parenthesis.,"11x5 + 6x3 – 24x2 – 7x
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Life Science – Multiple Choice Plant cells differ from animal cells in that only plant cells possess: W) Nuclei X) Mitochondria Y) Cell walls Z) Lysosomes,Y) CELL WALLS
bonus,,Short Answer,2) Life Science – Short Answer What fatty layer covers some neurons at regular intervals and is responsible for the coloring of white matter in the brain?,MYELIN
toss-up,energy,Short Answer,3) General Science – Short Answer What is the name of the heat energy trapped in the Earth’s interior?,GEOTHERMAL
bonus,,Short Answer,3) General Science – Short Answer Colony collapse disorder is a phenomenon associated with what animals?,"HONEY BEES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,4) Physical Science – Multiple Choice Which factor does not influence the speed needed to put a satellite into orbit? W) Mass of the satellite X) Radius of the orbit Y) Shape of the orbit Z) Mass of the planet,W) MASS OF THE SATELLITE
bonus,,Short Answer,"4) Physical Science – Short Answer Ice is placed into a beaker partially filled with water at room temperature and standard atmospheric pressure. If all of the ice melts, what is the lowest possible temperature of the new volume of water at the end of the melting process in degrees Celsius?",0
toss-up,,Multiple Choice,5) Earth and Space – Multiple Choice The climate of northwestern Europe is most directly affected by the: W) Gulf stream X) Abyssal zone Y) Trade winds Z) Labrador Current,W) GULF STREAM
bonus,,Short Answer,5) Earth and Space – Short Answer Ninety-nine percent of the atmosphere is composed of what two gases?,"NITROGEN AND OXYGEN
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
