type,subject,format,question,answer
toss-up,,Multiple Choice,*1) GENERAL SCIENCE Multiple Choice Which of the following acids is NOT a flavoring used in foods? W) acetic acid X) lactic acid Y) citric acid Z) nitric acid,Z) NITRIC ACID
bonus,,Multiple Choice,1) GENERAL SCIENCE Multiple Choice Which of the following is used to focus the electron beam in an electron microscope? W) condensers X) electromagnets Y) glass lenses Z) gonculators,X) ELECTROMAGNETS
toss-up,math,Short Answer,What is the square root of 0.49?,0.7
bonus,math,Short Answer,Simplify the following algebraic expression: 3x2 + 4 – (3x + 2 – x2),4x2 – 3x + 2
toss-up,,Multiple Choice,3) LIFE SCIENCE Multiple Choice Which is not a basic muscle type in the human body? W) smooth X) skeletal Y) ventricular Z) cardiac,Y) VENTRICULAR
bonus,,Multiple Choice,3) LIFE SCIENCE Multiple Choice Stamen is to anther as carpel is to: W) sepal X) ovary Y) egg Z) pollen,X) OVARY
toss-up,earth science,Multiple Choice,Eighty percent of the magma that results from a volcanic eruption is of what substance? W) basalt X) rhyolite Y) andesite Z) silicon dioxide,W) BASALT
bonus,earth science,Multiple Choice,"Each day, most coastal beaches encounter: W) one high tide and one low tide X) two high tides and one low tide Y) two high tides and two low tides Z) three high tides and three low tides",Y) TWO HIGH TIDES AND TWO LOW TIDES
toss-up,,Multiple Choice,5) GENERAL SCIENCE Multiple Choice Which of the following is most typically used as a unit of measurement for pressure: W) pascal X) dyne Y) weber Z) tesla,W) PASCAL
bonus,,Multiple Choice,*5) GENERAL SCIENCE Multiple Choice Which of the following household items is the best example of containing matter in the plasma state? W) fluorescent light X) toaster oven Y) blender Z) microwave oven,W) FLUORESCENT LIGHT
toss-up,earth science,Multiple Choice,The last two stars in the bowl of the big dipper point to which of the following? W) Vega X) Cassiopeia Y) Scorpio Z) Polaris,Z) POLARIS
bonus,earth science,Short Answer,What is an area on earth that does not receive seismic waves during an earthquake called?,SHADOW ZONE
toss-up,,Multiple Choice,*7) PHYSICAL SCIENCE Multiple Choice Certain products have been designed so that people wearing headphones do not hear the objectionably loud sound from certain machinery with which they are working. These headphones work based on which one of the following principles: W) doppler effect X) destructive interference Y) constructive interference Z) audiopolarization,X) DESTRUCTIVE INTERFERENCE
bonus,energy,Multiple Choice,*7) PHYSICAL SCIENCE Multiple Choice In chemical reactions when bonds between atoms are broken which of the following is most correct: W) energy is always needed X) both heat and light are always emitted Y) energy is always released Z) they cannot be repaired,W) ENERGY IS ALWAYS NEEDED
