type,subject,format,question,answer
toss-up,energy,Multiple Choice,1) Energy – Multiple Choice Approximately what percentage of energy used by an incandescent lightbulb is converted to light? W) 10 X) 30 Y) 50 Z) 70,W) 10
bonus,energy,Multiple Choice,1) Energy – Multiple Choice Which of the following is NOT a baseload power source? W) Coal X) Geothermal Y) Solar Z) Natural gas,"Y) SOLAR
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) General Science – Multiple Choice Which of the following is a unit for air pressure? W) Isotherm X) Degree Y) Millibar Z) Newton,Y) MILLIBAR
bonus,chemistry,Multiple Choice,2) General Science – Multiple Choice In which of the following disciplines is there NOT a prize awarded by the Nobel committee? W) Medicine X) Chemistry Y) Biology Z) Physics,Y) BIOLOGY
toss-up,,Short Answer,3) Life Science – Short Answer Charles Darwin studied what type of bird before positing his theory of natural selection?,FINCHES (ACCEPT: GALAPAGOS FINCHES)
bonus,,Multiple Choice,3) Life Science – Multiple Choice Pollination of flowering plant species is carried out primarily by which of the following? W) Wind X) Insects Y) Birds Z) Mammals,"X) INSECTS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,4) Earth and Space – Multiple Choice Which of the following minerals is softest? W) Quartz X) Topaz Y) Calcite Z) Orthoclase,Y) CALCITE
bonus,,Short Answer,4) Earth and Space – Short Answer Identify all of the following four processes of the water cycle that remove water vapor from Earth’s atmosphere: 1) Deposition; 2) Transpiration; 3) Sublimation; 4) Precipitation,1 AND 4 (DEPOSITION AND PRECIPITATION)
toss-up,math,Short Answer,"5) Math – Short Answer Round 4,197.56 to the nearest hundred.","4,200"
bonus,math,Short Answer,"5) Math – Short Answer To the nearest whole number, what is the length of the hypotenuse in a right triangle with legs of length 14 and 9?","17
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"6) Physical Science – Multiple Choice When an object’s mass doubles and its velocity stays the same, by what factor is its kinetic energy multiplied? W) 1/4 X) 1/2 Y) 2 Z) 4",Y) 2
bonus,,Short Answer,6) Physical Science – Short Answer What type of heat transfer causes your bread to be heated in a toaster?,RADIATION
