type,subject,format,question,answer
toss-up,energy,Short Answer,1) Energy – Short Answer Researchers at Brookhaven National Lab are working with Cu-H mordenite catalysts to oxidize what molecule that is present in natural gas into methyl alcohol?,METHANE
bonus,energy,Short Answer,1) Energy – Short Answer Scientists at Pacific Northwest National Lab are developing sodium-ion batteries. What element is the anode in this battery made of?,CARBON
toss-up,,Short Answer,2) Life Science – Short Answer What is the general term for hypersensitivity reactions of the immune system towards harmless environmental stimuli?,ALLERGY
bonus,,Multiple Choice,2) Life Science – Multiple Choice Which of the following types of plants is considered non-vascular? W) Fern X) Moss Y) Oak Z) Conifer,X) MOSS
toss-up,math,Short Answer,3) Math – Short Answer What fraction is halfway between 1/8 and 1/12?,5/48
bonus,math,Short Answer,"3) Math – Short Answer A triangle has two exterior angles that have degree measures of 156 and 129, respectively. What is the degree measure of their common remote interior angle?",105
toss-up,,Multiple Choice,4) Physical Science – Multiple Choice Which of the following elements is the most electronegative? W) Sodium X) Boron Y) Carbon Z) Rubidium [roo-BID-ee-um],Y) CARBON
bonus,,Short Answer,4) Physical Science – Short Answer Identify all of the following three compounds that would burn green in a flame test: 1) Barium chloride; 2) Potassium chloride; 3) Lithium chloride.,1
toss-up,,Multiple Choice,5) Earth and Space – Multiple Choice Radiometric dating of the oldest meteoroids of the solar system would produce ages closest to which of the following? W) 13 billion years X) 9 billion years Y) 5 billion years Z) 2 billion years,Y) 5 BILLION YEARS
bonus,,Multiple Choice,"5) Earth and Space – Multiple Choice When geologists are studying a geologic unit that contains folds and faults, they typically assume that geologic units didn’t start with folds and faults. This is an application of which of the following? W) Principle of superposition X) Principle of original horizontality Y) Principle of faunal succession Z) Principle of lateral continuity",X) PRINCIPLE OF ORIGINAL HORIZONTALITY
toss-up,energy,Short Answer,6) Energy – Short Answer Ames Lab researchers are studying crystals on a spherical surface and quantum mechanical behavior of electrons in their lowest-energy state. What is the term for this state?,GROUND STATE
bonus,energy,Multiple Choice,6) Energy – Multiple Choice Oak Ridge National Lab researchers are using neutron scattering to study the mechanics of alpha-catenin [KAT-ah-nin] and its ability to bind to actin. Which of the following roles do these proteins play in the cell? W) Metabolic X) Structural Y) Transcriptional Z) Translational,X) STRUCTURAL
toss-up,,Multiple Choice,7) Life Science – Multiple Choice Pepper the cat that likes to hunt. He brings home the skull of an unidentified animal with very sharp and robust canines. What did this unknown animal most likely eat? W) Meat X) Detritus [deh-TRY-tus] Y) Grasses Z) Berries,W) MEAT
bonus,,Short Answer,7) Life Science – Short Answer What part of the eye contains photoreceptors and is responsible for detecting light?,RETINA
toss-up,math,Short Answer,8) Math – Short Answer What is the surface area of a cube with edges of length 3/4?,"27/8 (ACCEPT: 3 3/8, 3.375)"
bonus,math,Short Answer,"8) Math – Short Answer The mean number of weekly work hours for 16 part-time employees at a store is 17. The mean number of hours for 9 of these employees is 14. To the nearest whole number, what is the mean number of hours for the rest of the 16 employees?",21
toss-up,,Multiple Choice,9) Physical Science – Multiple Choice Which of the following changes would be most likely to increase the terminal velocity of a falling object? W) Increasing the size of the object without changing its mass X) Decreasing the acceleration of gravity Y) Adding mass to the object without changing its size Z) Increasing the viscosity of the atmosphere,"Y) ADDING MASS TO THE OBJECT WITHOUT
CHANGING ITS SIZE"
bonus,,Short Answer,9) Physical Science – Short Answer Magnesium hydroxide can be taken to neutralize the acidity in your stomach. What is the chemical formula of the primary salt this reaction will produce in your stomach?,"MgCl
2"
toss-up,,Short Answer,"10) Earth and Space – Short Answer When Earth passes through the orbit of a comet, large amounts of debris may fall into Earth's atmosphere. With what observational event is this associated?",METEOR SHOWER (do not accept: SHOOTING STAR)
bonus,,Short Answer,10) Earth and Space – Short Answer Identify all of the following three changes that would improve the angular resolution of a telescope: 1) Increasing the diameter of its aperture; 2) Increasing the thickness of its lens; 3) Increasing the wavelength of light that it images.,1
toss-up,energy,Short Answer,11) Energy – Short Answer Researchers at Oak Ridge National Lab are engineering soil microbes to turn plant biomass into biodegradable plastics. What structural polymer that characterizes sclerenchymal [sklair-EN-kim-mul] tissue are they attempting to process?,LIGNIN
bonus,energy,Short Answer,11) Energy – Short Answer Scientists at Argonne National Lab are studying the charge-separation mechanisms in photosynthetic reaction centers. Identify all of the following three kingdoms of life that contain organisms that utilize these reaction centers: 1) Bacteria; 2) Plantae; 3) Protista.,ALL
toss-up,,Short Answer,12) Life Science – Short Answer What is the most abundant molecule found in the cytosol of cells?,"WATER (ACCEPT: H O)
2"
bonus,,Short Answer,12) Life Science – Short Answer What biopolymer is the primary constituent of the cell wall of fungi?,CHITIN
toss-up,math,Short Answer,13) Math – Short Answer What is the area of a right triangle with legs of lengths 13 and 14?,91
bonus,math,Short Answer,"13) Math – Short Answer A cell phone plan costs a fixed rate per month plus a charge per text message. One month, Sally had 300 texts and her total bill was $58. The next month, she had 700 texts and her total bill was $90. In dollars, what is the fixed rate per month?",34
toss-up,,Short Answer,14) Physical Science – Short Answer What force provides the centripetal acceleration needed to keep a satellite in circular orbit about a planet?,GRAVITY (ACCEPT: GRAVITATIONAL)
bonus,,Short Answer,14) Physical Science – Short Answer What is the term for a substance that speeds up a chemical reaction without being consumed?,CATALYST
toss-up,,Short Answer,15) Earth and Space – Short Answer Sulfuric acid clouds are a prominent component of what planet?,VENUS
bonus,,Short Answer,"15) Earth and Space – Short Answer When a supergiant star undergoes a supernova, what is the predominant element present in its core?",IRON
