type,subject,format,question,answer
toss-up,,Multiple Choice,"1) Earth and Space – Multiple Choice Which of the following geologic intervals went from 2.6 million years ago to approximately 12,000 years ago, and is commonly referred to as the Ice Age? W) Holocene X) Neogene Y) Paleogene Z) Pleistocene [PLY-stoh-seen]",Z) PLEISTOCENE
bonus,,Short Answer,1) Earth and Space – Short Answer Identify all of the following three statements that are true of the supercontinent Pangaea [pan-JEE-ah]: 1) What is now North America was adjacent to what is now Africa; 2) What is now India was adjacent to what is now Asia; 3) What is now Australia was adjacent to what is now Antarctica.,"1, 3"
toss-up,energy,Short Answer,"2) Energy – Short Answer Scientists at Lawrence Berkeley National Lab are studying how sorghum withstands arid conditions. One adaptation is that during drought, sorghum will reduce symbiotic connections with fungi that penetrate the cortical root cells of the plant. What is the term for this structure?","MYCORRHIZA (ACCEPT: ARBUSCULAR
MYCORRHIZA)"
bonus,energy,Short Answer,"2) Energy – Short Answer Scientists are using the Advanced Photon Source to understand P-glycoprotein, a channel responsible for many forms of drug resistance. Identify all of the following three types of organisms that contain P-glycoprotein: 1) Bacteria; 2) Mammals; 3) Fungi.",ALL
toss-up,,Multiple Choice,"3) Life Science – Multiple Choice Which of the following terms refers to signals that are secreted by glands into the bloodstream, and have effects on distant organs? W) Paracrine [para-krin] X) Autocrine [auto-krin] Y) Exocrine [EX-oh-krin] Z) Endocrine [EN-doh-krin]",Z) ENDOCRINE
bonus,,Short Answer,3) Life Science – Short Answer Place the following three evolutionary history events in chronological order: 1) Cambrian explosion; 2) First mammals appear; 3) First flowering plants appear.,"1, 2, 3"
toss-up,math,Short Answer,"4) Math – Short Answer What is the slope of a line perpendicular to the line that contains the points (4, 4) and (10, 11)?",–6/7
bonus,math,Short Answer,"4) Math – Short Answer What are the coordinates of the image of the point (–2, 5) when rotated 180 degrees about the point (6, –8)?","(14, –21) (ACCEPT: x = 14 AND y = –21)"
toss-up,,Short Answer,5) Physical Science – Short Answer By what factor is the gravitational force between two objects multiplied if the distance between them is tripled?,1/9
bonus,,Short Answer,"5) Physical Science – Short Answer A sample of an ideal gas has a volume of 10 liters at 27 degrees Celsius. If all other factors remain constant, at how many degrees Celsius would the gas have a volume of 5 liters?",NEGATIVE 123
toss-up,,Multiple Choice,"6) Earth and Space – Multiple Choice Consider a Sun-like star that has been fusing hydrogen for 5 billion years. Which of the following best describes the distribution of hydrogen and helium in the star? W) The core is mostly hydrogen, with helium primarily on the surface of the star X) The core is mostly helium, with little hydrogen elsewhere in the star Y) The core is mostly helium and the percentage of the star that is hydrogen rises with increasing distance from the core Z) The star is entirely hydrogen","Y) THE CORE IS MOSTLY HELIUM AND THE
PERCENTAGE OF THE STAR THAT IS HYDROGEN RISES
WITH INCREASING DISTANCE FROM THE CORE"
bonus,,Short Answer,6) Earth and Space – Short Answer Identify all of the following three statements that are true of interstellar dust: 1) Blue light is preferentially absorbed by interstellar dust; 2) Dust grains tend to be very spherical; 3) Dust clouds are typically around 273 kelvins.,1
