type,subject,format,question,answer
toss-up,,Short Answer,1) Physical Science – Short Answer The backwards recoil of firing an air-rifle is best attributable to the conservation of what quantity?,MOMENTUM
bonus,,Short Answer,"1) Physical Science – Short Answer If the fundamental frequency of a guitar string is 260 hertz, what is the frequency, in hertz, of the second harmonic?","520
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Earth and Space – Multiple Choice Which of the following best explains why the moon appears red during a total lunar eclipse? W) Reflection off other planetary surfaces X) Scattering by dust in lunar orbit Y) Refraction through the Earth’s atmosphere Z) Blackbody emission of light,Y) REFRACTION THROUGH THE EARTH’S ATMOSPHERE
bonus,,Short Answer,2) Earth and Space – Short Answer Identify all of the following three models of the solar system that are geocentric: 1) Copernican[koh-PER-nah-can]; 2) Ptolemaic [Tall-eh-MAY-ik]; 3) Tychonic [tee-KAWN-ik].,2 AND 3
toss-up,math,Short Answer,"3) Math – Short Answer The temperature at 9 AM was 67 degrees Fahrenheit. If the temperature rose 3 degrees per hour, what was the temperature, in degrees Fahrenheit, at 3 PM?",85
bonus,math,Short Answer,3) Math – Short Answer What is 16/35 minus 12/25?,"–4/175
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,4) Energy – Short Answer DOE researchers recently demonstrated the creation of a 2D transistor by etching molybdenum [muh-LIB-den-um] selenide [SELL-en-ide] into a pre-existing sheet of a 2D conductor. What is the common name of the conductor they used?,GRAPHENE
bonus,energy,Short Answer,"4) Energy – Short Answer SLAC [slack] scientists shined high-energy X-ray laser pulses into various solid samples, resulting in the ejection of high-energy electrons. These ultra-high intensity pulses last for only 1 femtosecond. Expressing your answer as 10 raised to a power, how many femtoseconds are in one second?",1015
toss-up,,Short Answer,5) Life Science – Short Answer What domain of life is the kingdom Animalia classified under?,EUKARYA
bonus,,Multiple Choice,5) Life Science – Multiple Choice A hospital technician centrifuges a vial of blood and notices a very thin milky white layer between two large layers. What can be found in these layers? W) Plasma X) Red blood cells Y) Bacteria Z) Leukocytes,"Z) LEUKOCYTES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple choice,6) Earth and Space – Multiple choice Which of these minerals would scratch all of the others? W) Fluorite X) Orthoclase Y) Gypsum Z) Calcite,X) ORTHOCLASE
bonus,,Multiple Choice,6) Earth and Space – Multiple Choice What is the term for the maximum slope angle that a pile of loose sediment can sustain without falling or rolling downward? W) Interior angle X) Exterior angle Y) Angle of consolidation Z) Angle of repose,Z) ANGLE OF REPOSE
toss-up,energy,Short Answer,"7) Energy – Short Answer Researchers at Brookhaven National Lab, through the Daya [DIE-ah] Bay collaboration, are studying the particles that carry away about 5 percent of the energy released when uranium atoms in a fission reactor split. What particles are they studying?",NEUTRINOS (ACCEPT: ANTI-NEUTRINOS)
bonus,energy,Short Answer,7) Energy – Short Answer DOE scientists have developed a method to visualize electric fields with a camera that uses a one-atom-thick semiconductor as a sensor. This semiconductor is composed of what element?,"CARBON
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,8) Math – Short Answer What is the multiplicative inverse of –3/2?,–2/3
bonus,math,Short Answer,"8) Math – Short Answer To the nearest whole number, what temperature in degrees Celsius is equivalent to 125 degrees Fahrenheit?",52
toss-up,,Multiple Choice,9) Earth and Space – Multiple Choice Which of the following is an example of diagenesis [dye-ah-JEN- eh-sis]? W) Heating and compaction of sediment X) Chemical conversion of dinitrogen gas to fixed nitrogen Y) Reawakening of a dormant volcano Z) Formation of an new iceberg,W) HEATING AND COMPACTION OF SEDIMENT
bonus,,Short Answer,"9) Earth and Space – Short Answer By definition, mafic rocks and minerals are rich in what two elements?","MAGNESIUM AND IRON
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,10) Life Science – Short Answer In what organelle do the reactions of the citric acid cycle occur?,MITOCHONDRION (ACCEPT: MITOCHONDRIA)
bonus,,Multiple Choice,10) Life Science – Multiple Choice A newborn baby was found to have 47 chromosomes. What is the term for this disorder? W) Chromosomal inversion X) Chromosomal deletion Y) Aneuploidy [AN-yoo-ploy-dee] Z) Chromosomal translocation,Y) ANEUPLOIDY
toss-up,energy,Multiple Choice,11) Energy – Multiple Choice Analysts at Los Alamos National Laboratory have shown how to minimize environmental impacts by refracturing shale gas wells. Which of the following is not an environmental benefit of refracturing? W) Fewer wells need to be drilled X) Natural gas is more efficiently removed from each well Y) Carbon dioxide is deposited in a form of carbon sequestration Z) Natural gas does not release harmful byproducts,Z) NATURAL GAS DOES NOT RELEASE HARMFUL BYPRODUCTS
bonus,energy,Short Answer,"11) Energy – Short Answer At the Fermilab Tevatron [TEHV-ah-trawn], one of the most common types of collisions resulting in the creation of top quarks resulted in the creation of a top-quark-anti-top-quark pair. What fundamental force mediates the creation of this quark-anti-quark pair?","STRONG (ACCEPT: STRONG NUCLEAR)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,12) Physical Science – Short Answer Hydrocarbons are primarily composed of what two elements?,CARBON AND HYDROGEN (IN ANY ORDER)
bonus,,Short Answer,12) Physical Science – Short Answer How many molecules of hydrogen gas are generated when 2 molecules of water are decomposed to form hydrogen gas and oxygen gas?,2
toss-up,math,Short Answer,"13) Math – Short Answer Expressing your answer to the nearest hundred, find the following sum: 733 + 840 + 362.",1900
