type,subject,format,question,answer
toss-up,math,Short Answer,"1) Math – Short Answer If the product of two binomials is h2 + 4h – 396 and one factor is h – 18, what is the other factor?",h + 22
bonus,math,Short Answer,"1) Math – Short Answer Given the arithmetic sequence with first three terms –10, –3, 4, what is the 220th term?","1523
******************"
toss-up,,Multiple Choice,"2) Earth & Space – Multiple Choice An extrusive lava flow erupts at the surface. The resulting igneous rock is partially eroded, at which point alternating layers of shale and limestone are deposited on top. Which of the following features must be present in the resulting formation? W) A sill X) A nonconformity Y) A syncline Z) A basin",X) A NONCONFORMITY
bonus,,Multiple Choice,2) Earth & Space – Multiple Choice During which time period did lobe-finned fish begin to adapt to living partially on land? W) Devonian [deh-VOH-nee-an] X) Silurian [sih-LOOR-ee-an] Y) Ordovician [OR-doh-VIH-shin] Z) Cambrian [CAM-bree-an],W) DEVONIAN
toss-up,,Short Answer,3) Physical Science – Short Answer What term describes the tendency of waves to bend around obstacles?,DIFFRACTION (DO NOT ACCEPT: REFRACTION)
bonus,,Multiple Choice,"3) Physical Science – Multiple Choice In general, an object's de Broglie [da-BROY] wavelength is inversely proportional to which of the following of its properties? W) Color X) Acceleration Y) Momentum Z) Impulse","Y) MOMENTUM
******************"
toss-up,energy,Short Answer,"4) Energy – Short Answer Scientists are using the DOE’s Environmental Molecular Sciences Laboratory to study soybean root nodules, which are one of the few locations where what gas can be reacted to form ammonia?","NITROGEN (ACCEPT: DINITROGEN, N )
2"
bonus,energy,Short Answer,4) Energy – Short Answer Scientists at Fermilab are working with CERN to detect composite particles called glueballs in the Large Hadron Collider. Glueballs are composed of bosons that carry what fundamental force?,STRONG (ACCEPT: STRONG NUCLEAR)
toss-up,,Short Answer,5) Life Science – Short Answer Water and gas diffuse out of plant leaves through tiny openings called what?,"STOMA (ACCEPT: STOMATA, STOMATE, STOMATES)"
bonus,,Multiple Choice,"5) Life Science – Multiple Choice Neuraminidase [NOOR-ah-MIN-ih-dase] is present on the surface of the influenza virus. Which of the following statements best describes the mechanism through which neuraminidase inhibitors, or NAIs, act to limit viral spread? W) NAIs inhibit integration of the viral genome into the host genome X) NAIs limit replication by preventing the release of virions [VEER-ee-ons] from the infected cell Y) NAIs directly bind viral RNA sequences to prevent reverse transcription Z) NAIs are incorporated into host ribosome complexes and limit translation of viral proteins","X) NAIS LIMIT REPLICATION BY PREVENTING THE RELEASE OF VIRIONS FROM
THE INFECTED CELL
******************"
toss-up,,Short Answer,"6) Earth & Space – Short Answer Mariner 10, Messenger, and BepiColombo [behpee-cah-LUM-bo] are probe missions to primarily study which planet?",MERCURY
bonus,,Short Answer,"6) Earth & Space – Short Answer When electron degeneracy cannot support the mass of a star, the degeneracy of what particle can prevent the collapse of the star into a black hole?",NEUTRON
toss-up,math,Short Answer,"7) Math – Short Answer If p and q are odd integers, identify all of the following three numbers that are always odd: 1) p + q; 2) pq; 3) open parenthesis p + q close parenthesis squared.",2
bonus,math,Short Answer,7) Math – Short Answer A right circular cone has volume 72. A second cone has one-third the radius and 4 times the height of the first. What is the volume of the second cone?,"32
******************"
toss-up,energy,Short Answer,8) Physical Science – Short Answer How many electrons can be held in the fourth energy level of an atom?,32
bonus,,Short Answer,"8) Physical Science – Short Answer In SI base units, what is the momentum of a 30-kilogram boulder traveling at 4 meters per second?",120 (ACCEPT: 120 KILOGRAM-METERS PER SECOND)
toss-up,energy,Short Answer,9) Energy – Short Answer Scientists at SLAC [slack] National Accelerator Lab are studying substances that accelerate chemical reactions without being consumed. What is the term for such substances?,CATALYSTS
bonus,energy,Multiple Choice,"9) Energy – Multiple Choice Scientists at Lawrence Berkeley National Lab are studying the carboxysome [car-BOX-ih-sohm], a bacterial microcompartment containing RuBisCO [roo-BIS-koh]. The function of the carboxysome is most analogous to the function of what eukaryotic organelle? W) Nucleus X) Mitochondria Y) Ribosome Z) Chloroplast","Z) CHLOROPLAST
******************"
toss-up,,Short Answer,10) Earth & Space – Short Answer Cygnus [SIG-nus] X-1 was one of the first X-ray binaries to be observed. What type of object is the more compact member of this system?,BLACK HOLE
bonus,,Multiple Choice,"10) Earth & Space – Multiple Choice Which of the following mountain belts is a result of upwarping, forming a near-circular dome? W) Adirondacks X) Rockies Y) Cascades Z) Appalachians",W) ADIRONDACKS
toss-up,,Short Answer,"11) Life Science – Short Answer Some fossils are very useful because they are from organisms that existed over a vast region of the Earth, but for a relatively short period of time. What is the term for this type of fossil?",INDEX FOSSIL
bonus,,Multiple Choice,11) Life Science – Multiple Choice Which of the following mutations in a coding region would cause the LEAST damage to the rest of the translated protein? W) Deletion of 1 base X) Insertion of 3 bases Y) Insertion of 2 bases Z) Insertion of 1 base,"X) INSERTION OF 3 BASES
******************"
toss-up,energy,Multiple Choice,12) Energy – Multiple Choice Scientists at Lawrence Berkeley National Lab have made inorganic crystals of germanium sulfide that are arranged in a helical stack of thin sheets. How did they determine the structure of these crystals? W) By shooting a beam of neutrons at the crystals X) By accelerating charged particles and beaming the emitted radiation toward the crystals Y) By using an electron microscope with ultra-relativistic electron beams Z) By using a tiny probe to visualize the surface of the crystals,"X) BY ACCELERATING CHARGED PARTICLES AND BEAMING THE EMITTED
RADIATION TOWARD THE CRYSTALS"
bonus,energy,Short Answer,"12) Energy – Short Answer Scientists at Idaho National Lab use the Advanced Test Reactor to produce plutonium-238, which undergoes alpha decay to form what isotope?",URANIUM-234
toss-up,,Multiple Choice,13) Earth & Space – Multiple Choice Astronauts on the Apollo missions collected samples of breccias [BREH-chahs] from the surface of the moon. What process is thought to be primarily responsible for the creation of rock fragments that were later cemented into breccias? W) Plate tectonics X) Meteor impacts Y) Surface cracks that formed as the Moon cooled Z) Early rivers on the Moon’s surface,X) METEOR IMPACTS
bonus,,Short Answer,13) Earth & Space – Short Answer Identify all of the following three statements about comets that are true: 1) Comets may have a density as low as 10 percent that of water at STP; 2) Most long-period comets are thought to have originated in the Kuiper [KYE-pur] belt; 3) It is hypothesized that comets make on average 1000 trips around the sun before being destroyed or ejected from the solar system.,"1, 3
******************"
