type,subject,format,question,answer
toss-up,,Short Answer,1) Life Science – Short Answer What is the term for chemicals that are used to transmit impulses from one neuron to another?,NEUROTRANSMITTERS
bonus,,Short Answer,1) Life Science – Short Answer What is the term for the point on a stem at which a leaf is attached?,"NODE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,2) Earth and Space – Short Answer Satellites that stay above the same spot on Earth while in orbit are in what type of orbit?,"GEOSTATIONARY (ACCEPT: GEOSYNCHRONOUS EARTH ORBIT; DO NOT
ACCEPT GEOSYNCHRONOUS)"
bonus,,Short Answer,2) Earth and Space – Short Answer Kepler's laws of planetary motion were empirically determined from data collected by what Danish astronomer?,TYCHO BRAHE [TEE-koh BRAH-hay]
toss-up,math,Short Answer,3) Math – Short Answer What is the discriminant of the quadratic polynomial 2x2 + 7x + 3?,25
bonus,math,Short Answer,"3) Math – Short Answer Purity of gold is measured in karats, with 100% pure gold being 24 karats. To the nearest whole number, what percent pure is 14-karat gold?","58
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"4) Energy – Multiple Choice Scientists at Argonne National Lab have been studying the drinking mechanisms in mosquitoes. They watched liquid flow through the proboscis [pro-BOSS-is] using synchrotron X-rays to penetrate the exoskeleton, which is made of what material? W) Chitin [KYE-tin] X) Keratin Y) Cellulose Z) Maltose",W) CHITIN
bonus,energy,Multiple Choice,4) Energy – Multiple Choice Researchers at Los Alamos National Lab are using direct numerical simulations to study the interaction of shock waves with fluid flow. Which of the following equations or sets of equations is most relevant in modeling the motion of fluids like water? W) Schrodinger [SHROH-dinger] equation X) Maxwell’s equations Y) Einstein field equations Z) Euler equations,Z) EULER EQUATIONS
toss-up,,Multiple Choice,5) Earth and Space – Multiple Choice Seismic activity in the ocean may lead to what destructive phenomenon? W) Tsunamis X) Monsoons Y) Storm surge Z) Hurricanes,W) TSUNAMIS
bonus,,Short Answer,5) Earth and Space – Short Answer Identify all of the following three stream features that result from deposition: 1) Cut bank; 2) Point bar; 3) Delta.,"2, 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,6) Physical Science – Multiple Choice Which of the following substances has a pH value that is less than 7? W) Vinegar X) Sodium bicarbonate Y) Soapy water Z) Ammonia,W) VINEGAR
bonus,,Short Answer,"6) Physical Science – Short Answer To one significant figure, what is the mass percent of hydrogen in water?",10
toss-up,,Short Answer,"7) Life Science – Short Answer What is the term for an automatic response to a stimulus, such as sneezing or blinking?",REFLEX
bonus,,Short Answer,7) Life Science – Short Answer What region in the eukaryotic nucleus is the site of initial rRNA synthesis?,"NUCLEOLUS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,"8) Earth and Space – Short Answer The Milky Way, Andromeda, and Maffei 1 [MAF-eye-one] are examples of what systems that can be found in space?","GALAXY (DO NOT ACCEPT: SPIRAL GALAXY, ELLIPTICAL GALAXY)"
bonus,math,Short Answer,8) Earth and Space – Short Answer What planet was hypothesized to exist by mathematician Urbain Leverrier [luh-vair-ee-ay] due to observed discrepancies in Uranus's orbit?,NEPTUNE
toss-up,,Short Answer,9) Physical Science – Short Answer What is the SI derived unit for frequency?,HERTZ
bonus,,Short Answer,"9) Physical Science – Short Answer The volume of a balloon is expanded from one liter to five liters. The temperature is held constant at 20 degrees Celsius and the initial pressure was 10 atmospheres. In atmospheres, what is the new pressure?","2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"10) Energy – Short Answer Researchers at the National Energy Technology Lab have recovered pressurized ocean cores from the Gulf of Mexico that contain methane hydrates. When the methane that is extracted from these cores is fully combusted in oxygen to drive a heat engine, what are the two end products?","CARBON DIOXIDE AND WATER (ACCEPT: CARBON DIOXIDE AND STEAM,
CO and H O)
2 2"
bonus,energy,Short Answer,10) Energy – Short Answer Researchers at Brookhaven National Lab are constructing geometric figures out of DNA. One of these figures is a regular polyhedron with triangular faces and six vertices. What is the name for this polyhedron?,OCTAHEDRON (ACCEPT: REGULAR OCTAHEDRON)
toss-up,math,Multiple Choice,11) Math – Multiple Choice Which of the following is closest to the percent increase in the speed of a car that accelerates from 21.7 to 85.1 miles per hour? W) 192 X) 292 Y) 392 Z) 492,X) 292
bonus,math,Short Answer,"11) Math – Short Answer What is the total surface area of a rectangular box having edge lengths of 4, 6, and 7?","188
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,12) Physical Science – Multiple Choice The atomic number of molybdenum [muh-LIB-den-um] is 42. What does this number indicate? W) Every atom has 42 total protons & neutrons in the nucleus X) Every atom has a mass of 42 a.m.u. Y) Every atom has 42 protons in the nucleus Z) Every atom will form bonds that measure 42 degrees,Y) EVERY ATOM HAS 42 PROTONS IN THE NUCLEUS
bonus,,Short Answer,"12) Physical Science – Short Answer In the balanced equation for the complete combustion of methane, what is the coefficient in front of methane?",1
toss-up,,Short Answer,13) Life Science – Short Answer What group of mammals lays eggs?,MONOTREMES
bonus,,Short Answer,13) Life Science – Short Answer During what phase of mitosis do chromosomes line up in the middle of the cell?,"METAPHASE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"14) Math – Short Answer If set A contains the four elements 1, 3, 5, and 7, and set B contains the four elements 1, 2, 3, and 4, then what elements are in the intersection of sets A and B?",1 AND 3
bonus,math,Short Answer,"14) Math – Short Answer What are the slope and y-intercept of the line containing the points (–12, –2) and (–8, 8)?","SLOPE = 5/2 AND y-INTERCEPT = 28 (ACCEPT FOR SLOPE: 2½, 2.5)"
toss-up,,Multiple Choice,15) Earth and Space – Multiple Choice Oceanographers use which of the following terms to describe global ocean circulation patterns? W) Density conveyor X) Isostatic conveyor Y) Thermohaline [thermo-HAY-line] conveyor Z) Carbonate conveyor,Y) THERMOHALINE CONVEYOR
bonus,,Short Answer,15) Earth and Space – Short Answer Barchan [bar-KAHN] and transverse are types of what geologic feature?,"DUNES (ACCEPT: SAND DUNES)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,"16) Physical Science – Short Answer In millivolts, what voltage is needed to produce a current of 3 milliamperes over a piece of metal with a resistance of 2 ohms?",6
bonus,,Short Answer,"16) Physical Science – Short Answer Suppose that a projectile was thrown vertically downwards from a height of 10 meters. If its speed at the ground was 20 meters per second, then to the nearest meter per second, what was its initial velocity?",14
toss-up,math,Short Answer,"17) Math – Short Answer Giving your answer as a fraction, what is the reciprocal of 4.5?",2/9
bonus,math,Short Answer,"17) Math – Short Answer 4 blue marbles, 3 green marbles, and 3 red marbles are in a jar. Two marbles are selected without replacement. What is the probability that the two marbles are the same color?","4/15
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,18) Life Science – Multiple Choice Hirudinea [HEER-oo-din-ee-ah] is a class that contains which of the following organisms? W) Tapeworms X) Hagfish Y) Centipedes Z) Leeches,Z) LEECHES
bonus,,Short Answer,18) Life Science – Short Answer The human eye focuses light through the lens onto what photosensitive structure?,RETINA
toss-up,,Short Answer,19) Earth and Space – Short Answer Earth’s magnetic field arises from movement in its outer core that is primarily composed of what two metals?,NICKEL AND IRON
bonus,,Short Answer,19) Earth and Space – Short Answer Rank the following three minerals in order of increasing Mohs hardness: 1) Fluorite; 2) Apatite; 3) Quartz.,"1, 2, 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
