type,subject,format,question,answer
toss-up,,Short Answer,"1) Earth and Space – Short Answer The term ""dirty snowball"", coined by astronomer Fred Whipple in 1950, refers to what category of space objects?",COMETS
bonus,,Multiple Choice,1) Earth and Space – Multiple Choice On a summer night you notice that the zenith is in the constellation Cygnus [SIG-nus]. Which of the following constellations would be highest above the horizon? W) Orion [oh-RYE-on] X) Sagittarius Y) Lyra [LYE-rah] Z) Ursa Major,"Y) LYRA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,2) Math – Short Answer What is the coefficient of the ac term in the trinomial expansion of open parenthesis 3a – 4b – 5c close parenthesis squared?,–30
bonus,math,Short Answer,"2) Math – Short Answer What are the mean and median, respectively, of the following list of six numbers: 9, 7, 4, 7, 5, 1?","5.5 AND 6 (ACCEPT: 5½, 11/2 for mean)"
toss-up,energy,Multiple Choice,3) Physical Science – Multiple Choice Feet per minute is a unit for which of the following quantities? W) Speed X) Acceleration Y) Position Z) Energy,W) SPEED
bonus,,Short Answer,3) Physical Science – Short Answer Identify all of the following three mixtures that are heterogeneous to the naked eye: 1) A watermelon; 2) Mayonnaise; 3) Vinegar.,"1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,4) Earth and Space – Short Answer A flood arises within minutes due to heavy rains. Meteorologists refer to such a flood as what?,FLASH FLOOD
bonus,,Short Answer,"4) Earth and Space – Short Answer Place the following three types of clouds in order of increasing altitude: 1) Altocumulus, 2) Stratus, 3) Cirrus.","2, 1, 3"
toss-up,energy,Short Answer,5) Energy – Short Answer What type of vehicle fuel consists of long chain alkyl [AL-keel] esters that are produced from biomass?,BIODIESEL
bonus,energy,Short Answer,"5) Energy – Short Answer Researchers at Jefferson Lab are investigating the structure of nucleons at various energy scales to test the predictions of QCD. The rest mass energy of a nucleon is derived primarily from the mass of quarks, plus the energy of what exchange bosons [BOH-sawnz]?","GLUONS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Life Science – Short Answer What polymer is the primary component of the cell wall in maize?,CELLULOSE
bonus,,Short Answer,"6) Life Science – Short Answer In the ABO blood system, if a child has parents that are A type and B type, they can have AB type blood. This is an example of what type of genetic interaction?",CODOMINANCE
toss-up,,Short Answer,7) Physical Science – Short Answer Rank the following three solutions in terms of increasing acidity: 1) pH 7 solution; 2) pH 13 solution; 3) pH 2 solution.,"2, 1, 3"
bonus,,Short Answer,7) Physical Science – Short Answer The complete combustion of methane results in the formation of water and what other molecule?,"CARBON DIOXIDE (ACCEPT: CO2)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"8) Math – Short Answer What is the equation of the horizontal line that passes through the point with coordinates (3, 4)?",y = 4
