type,subject,format,question,answer
toss-up,,Short Answer,"1) EARTH AND SPACE Short Answer Identify all of the following factors that are inversely related to the strength of sea ice: 1) salinity, 2) porosity, 3) temperature.","ALL (ACCEPT 1, 2, and 3)"
bonus,,Multiple Choice,"1) EARTH AND SPACE Multiple Choice Which of the following is a first sign that the ocean surface is freezing? W) Slushy, thick soupy consistency of surface X) Oily appearance on surface due to needle-like ice crystals Y) Thin sheets of pancake ice radiating across surface Z) Detectable color change of sea surface from dark to white",X) OILY APPEARANCE ON SURFACE DUE TO NEEDLE-LIKE ICE CRYSTALS
toss-up,,Multiple Choice,2) LIFE SCIENCE Multiple Choice The Latin phrase in vitro now commonly means what? W) In an artificial environment X) In an open environment Y) In a living organism Z) In a dead cell,W) IN AN ARTIFICIAL ENVIRONMENT
bonus,,Short Answer,"2) LIFE SCIENCE Short Answer Green algae are plantlike protists that can reproduce both sexually and asexually. When they reproduce sexually, they alternate between gametophyte [guh-MEE-tuh-fyt] and sporophyte [SPOHR-uh-fyt] generations. They can also reproduce asexually through what process?","FRAGMENTATION (ACCEPT: MITOSIS, VEGETATIVE PROPOGATION, CLONING)"
toss-up,math,Short Answer,"In the coordinate plane, the coordinates of P are (1, 4) and the coordinates of Q are (5, 0). What are the coordinates of the midpoint of segment PQ?","(3, 2)"
bonus,math,Short Answer,"A certain bacterium doubles every 30 minutes. If originally there were 100 bacteria, how many bacteria exist after two hours?",1600
toss-up,energy,Multiple Choice,"Which of the following statements is NOT true about Florida’s Gulf Stream? W) It has 21,000 times the energy of Niagara Falls X) It has the fastest and most powerful ocean currents in the world Y) Its currents are capable of generating the same amount of energy as four nuclear power plants Z) It is a southward accelerating current off the East Coast",Z) IT IS A SOUTHWARD ACCELERATING CURRENT OFF THE EAST COAST
bonus,energy,Multiple Choice,"For residential cooling equipment, such as ground source heat pumps, the seasonal energy efficiency ratio can be calculated. What is the typical value for a ground source heat pump with good performance? W) 8 X) 10 Y) 17 Z) 25",Y) 17
toss-up,,Multiple Choice,"5) PHYSICAL SCIENCE Multiple Choice In nuclear reactors, control rods are used to absorb free neutrons without undergoing fission themselves. Which of the following is a frequently used substance to make control rods? W) Boron X) Carbon Y) Iron Z) Water",W) BORON
bonus,,Short Answer,"5) PHYSICAL SCIENCE Short Answer Arrange the following four elements in order of increasing atomic radius: 1) carbon, 2) beryllium, 3) magnesium, 4) oxygen.","4, 1, 2, 3 (ACCEPT: OXYGEN, CARBON, BERYLLIUM, MAGNESIUM)"
toss-up,,Multiple Choice,6) GENERAL SCIENCE Multiple Choice The water vascular system is found in which of the following phyla [FY-luh]? W) Echinodermata [i-ky-nuh-DUHR-muht-uh] X) Arthropoda Y) Mollusca Z) Lophophorata [LOF-uh-fawr-a-tuh],W) ECHINODERMATA
bonus,,Multiple Choice,6) GENERAL SCIENCE Multiple Choice Which of the following is NOT considered an elementary particle? W) Quark X) Neutron Y) Photon Z) Electron,X) NEUTRON
toss-up,,Multiple Choice,7) EARTH AND SPACE Multiple Choice What occurs to the water mass immediately surrounding the first ice crystals that form in ocean water? W) It becomes saltier X) It becomes more stratified Y) It become fresher Z) It becomes colder,W) IT BECOMES SALTIER
