type,subject,format,question,answer
toss-up,,Multiple Choice,"1) LIFE SCIENCE Multiple Choice For reasons known only to her, Susie wants her houseplant Reggie the Radish to make as much oxygen as possible. Which of the following should Susie do to increase Reggie’s rate of oxygen production? W) Bring in more plants to reduce the levels of carbon dioxide in the room X) Put the plant in the corner of the room where there is less light present Y) Put a humidifier next to the plant Z) Set the thermostat to the lowest temperature possible in the room",Y) PUT A HUMIDIFIER NEXT TO THE PLANT
bonus,,Short Answer,"1) LIFE SCIENCE Short Answer Place the following four levels of life in order from the level that refers to the lowest number and variety of organisms to the level that refers to the highest number and variety of organisms: 1) biosphere, 2) communities, 3) ecosystems, 4) organisms.","4, 2, 3, 1 (ACCEPT: ORGANISMS, COMMUNITIES, ECOSYSTEMS, BIOSPHERE)"
toss-up,,Multiple Choice,"2) GENERAL SCIENCE Multiple Choice The universe is which of the following, according to the latest theory? W) Continuously expanding X) Continuously contracting Y) Sometimes expanding and sometimes contracting Z) Staying the same size",W) CONTINUOUSLY EXPANDING
bonus,,Short Answer,2) GENERAL SCIENCE Short Answer What force keeps planets and their moons in orbit?,GRAVITY
toss-up,math,Short Answer,What is the slope of a line parallel to the line x y ?,3 3 – = 8
bonus,math,Multiple Choice,"A class of 10 students earns the following 10 grades: 100, 80, 79, 40, 75, 90, 95, 74, 100, 100. What is the median grade? W) 80 X) 83.3 Y) 85 Z) 90",Y) 85
toss-up,energy,Multiple Choice,Which of the following can NOT be a direct source of energy for living organisms? W) Heat X) Sunlight Y) Water Z) Radiation,Y) WATER
bonus,energy,Short Answer,"In a hydrogen fuel cell, the anodic reaction is hydrogen oxidation at 0.00 volts and the cathodic reaction is at 1.23 volts. What is the electric potential of the cell in volts?",+1.23 (ACCEPT: 1.23; DO NOT ACCEPT: -1.23)
toss-up,,Multiple Choice,"5) EARTH AND SPACE Multiple Choice Which of the following major cities is located next to a major subduction zone? W) London, England X) Victoria, Canada Y) Los Angeles, USA Z) Paris, France","X) VICTORIA, CANADA"
bonus,,Short Answer,5) EARTH AND SPACE Short Answer What is the name of the transform plate boundary that runs along the western edge of southern California to the Mendocino triple junction in northern California?,SAN ANDREAS FAULT
toss-up,,Multiple Choice,"6) PHYSICAL SCIENCE Multiple Choice Using the International System of Units, which of the following units would be most appropriate to express force? W) Electron volts X) Watts Y) Newtons Z) Joules",Y) NEWTONS
