type,subject,format,question,answer
toss-up,,Short Answer,1) LIFE SCIENCE Short Answer What process do autotrophs (read as: AW-toh-trōefs) use to make their own food from sunlight?,PHOTOSYNTHESIS
bonus,,Short Answer,1) LIFE SCIENCE Short Answer What gas essential to human life do plants give off when they photosynthesize?,"OXYGEN
________________________________________________________________________"
toss-up,,Multiple Choice,2) PHYSICAL SCIENCE Multiple Choice Which of the following is a chemical reaction? W) Evaporating rubbing alcohol X) Burning lamp oil Y) Dissolving table salt in water Z) Forming frost,X) BURNING LAMP OIL
bonus,,Multiple Choice,2) PHYSICAL SCIENCE Multiple Choice A person applies for a patent on an engine that is 100% efficient. This application would be rejected because the engine would violate the: W) Law of conservation of momentum X) Law of friction Y) Law of gravity Z) Laws of thermodynamics,Z) LAWS OF THERMODYNAMICS
toss-up,,Short Answer,"3) EARTH AND SPACE SCIENCE Short Answer What is the name of the preserved remains, traces, or evidence of organisms that were formerly alive, often found in rocks and other geologic deposits?",FOSSIL
bonus,,Multiple Choice,3) EARTH AND SPACE SCIENCE Multiple Choice Fossils are most often found in what type of rock? W) Igneous (read as: IG-nee-us) X) Metamorphic Y) Sedimentary Z) Granitic,"Y) SEDIMENTARY
________________________________________________________________________"
toss-up,math,Short Answer,"Rounding your answer to the nearest whole number, what is 732.15 + 641.43?",1374
bonus,math,Short Answer,"Round 63,159.456 to the hundreds’ (read as: hun-DREDS) place.","63,200"
toss-up,math,Short Answer,What is the additive inverse of 3?,-3
bonus,math,Short Answer,What is the sum of the multiplicative inverse of 2 and the multiplicative inverse of 5 as a fraction in simplest form?,"7/10
________________________________________________________________________"
toss-up,,Short Answer,6) GENERAL SCIENCE Short Answer Sometimes brightly-colored signs advertising objects or places use a noble gas. Which noble gas is most commonly used to make these signs?,NEON
bonus,,Multiple Choice,6) GENERAL SCIENCE Multiple Choice Which of the following elements is NOT a noble gas? W) Xenon X) Radon Y) Krypton Z) Bromine,Z) BROMINE
toss-up,,Short Answer,"7) GENERAL SCIENCE Short Answer While brushing your hair, you scrape electrons from your hair. This results in what type of charge for your hair?",POSITIVE CHARGE
bonus,energy,Multiple Choice,7) GENERAL SCIENCE Multiple Choice What type of energy production does NOT require a turbine with a shaft to spin a generator in order to create electricity? W) Geothermal power X) Hydropower Y) Hydrogen fuel cells Z) Nuclear (fission) reactors,"Y) HYDROGEN FUEL CELLS
________________________________________________________________________"
toss-up,,Short Answer,"8) LIFE SCIENCE Short Answer In a symbiotic relationship, what is the minimum number of organisms that benefits from the relationship?",0
bonus,,Multiple Choice,"8) LIFE SCIENCE Multiple Choice For an environment where a long-lasting toxin has been introduced, in which organism of a food chain will you expect to find the least accumulation of the toxin? W) Producer X) Herbivore (read as: (H)URR-bi-vohr) Y) Primary predator Z) Secondary predator",W) PRODUCER
toss-up,,Short Answer,"9) EARTH AND SPACE SCIENCE Short Answer The three components required for an oil reservoir to form are a source rock, a porous and permeable reservoir rock, and:","A CAP ROCK (ACCEPT: SEAL, TRAP)"
bonus,,Short Answer,9) EARTH AND SPACE SCIENCE Short Answer Deposition of primarily which compound leads to the formation of stalactites and stalagmites in caves?,"CALCIUM CARBONATE
________________________________________________________________________"
toss-up,,Multiple Choice,10) GENERAL SCIENCE Multiple Choice Which of the following types of weathering is caused by acid rain? W) Chemical X) Mechanical Y) Biotic Z) Tropical,W) CHEMICAL
