type,subject,format,question,answer
toss-up,,Multiple Choice,1) LIFE SCIENCE Multiple Choice What is the name for the basic five carbon sugar that is present in slightly different forms in both DNA and RNA nucleotides: W) glucose X) fructose Y) ribose Z) maltose,Y) RIBOSE
bonus,,Short Answer,"1) LIFE SCIENCE Short Answer Tommy has blue eyes and his wife Jean has brown eyes. Tommy’s father has brown eyes and Jean’s father has blue eyes. What percentage of Tommy and Jean’s children would be expected to have blue eyes, assuming blue eyes are recessive?",50%
toss-up,,Multiple Choice,2) PHYSICAL SCIENCE Multiple Choice Which of the following has the greatest density at room temperature: W) 2 kilograms of uranium X) 3 kilograms of calcium Y) 4 kilogram of lithium Z) 5 kilograms of ice,W) 2 KILOGRAMS OF URANIUM
bonus,,Short Answer,2) PHYSICAL SCIENCE Short Answer What color of light is produced when equal intensities of green and magenta light are combined?,"WHITE
(Solution: they are complementary colors)
2007 Middle School Regional Round 16 Page 1"
toss-up,earth science,Multiple Choice,"Which of the following is the primary reason for the decline in fish populations in New England lakes, rivers and streams: W) destruction of native species by invasive species X) acid rain Y) fertilizer runoff Z) over fishing",X) ACID RAIN
bonus,earth science,Short Answer,"When sulfur dioxide combines with atmospheric water, what acid is ultimately produced that has greatly contributed to the formation of acid rain?","SULFURIC ACID (ACCEPT: AQUEOUS SULFURIC ACID OR H SO )
2 4"
toss-up,math,Multiple Choice,"Which of the following BEST describes the graph of the following equation, (x – 1)2 + (y + 2)2 = 9 W) straight line X) parabola Y) ellipse Z) circle",Z) CIRCLE
bonus,math,Short Answer,"Find the lateral surface area, in square meters, of a right circular cylinder with radius 4 meters and height 10 meters. Use π = 3.14 and give your answer rounded to the nearest whole number:","251
(Solution: LA = 2πrh; = 2(3.14)(4)(10) = 251.2 m2)
2007 Middle School Regional Round 16 Page 2"
toss-up,,Multiple Choice,"5) GENERAL SCIENCE Multiple Choice Which of the following is the MOST accurate description of a Newtonian reflector telescope: W) it has one flat primary mirror and two ocular lenses X) it has a concave parabolic main or primary mirror, a flat secondary mirror, and an eyepiece lens Y) it has a primary glass lens, a secondary flat mirror, and an ocular lens Z) it has 2 convex glass lenses and an ocular lens","X) IT HAS A CONCAVE PARABOLIC MAIN OR PRIMARY MIRROR, A FLAT
SECONDARY MIRROR, AND AN EYEPIECE LENS"
bonus,,Multiple Choice,5) GENERAL SCIENCE Multiple Choice Which of the following is a MAIN advantage of a Newtonian reflector telescope over a Galilean refractor telescope: W) the Newtonian is much smaller and resistant to changes in temperature X) the Newtonian can be used in a wider variety of temperatures Y) the Newtonian focuses all colors of light at the same focal point Z) the Newtonian mirrors are usually made of metal so they cannot easily break,"Y) THE NEWTONIAN FOCUSES ALL COLORS OF LIGHT AT THE SAME
FOCAL POINT"
toss-up,,Multiple Choice,"6) LIFE SCIENCE Multiple Choice Which of the following types of microscopes passes negatively charged particles guided by magnetic lenses through a very thin specimen, all in a partial vacuum, to produce an image at high magnification: W) bright field microscopy X) scanning electron microscopy Y) dark field microscopy Z) transmission electron microscopy",Z) TRANSMISSION ELECTRON MICROSCOPY
bonus,,Short Answer,6) LIFE SCIENCE Short Answer What is the scientific name for the instrument used to separate substances of different densities in solution using a rotor to spin specimens at high RPM’s?,"CENTRIFUGE
2007 Middle School Regional Round 16 Page 3"
toss-up,,Multiple Choice,7) PHYSICAL SCIENCE Multiple Choice Which of the following functional groups replaces a hydrogen in an alcohol: W) hydroxyl X) carboxyl Y) ester Z) amide,W) HYDROXYL
bonus,,Short Answer,7) PHYSICAL SCIENCE Short Answer Which one of the following 4 colors of light has the greatest angle of refraction in normal glass: orange; violet; red; yellow,VIOLET
toss-up,earth science,Multiple Choice,Which of the following is the global wind system that most influences weather in Denver Colorado: W) tropical easterlies X) trade winds Y) prevailing westerlies Z) polar easterlies,Y) PREVAILING WESTERLIES
bonus,earth science,Multiple Choice,Which of the following ocean waters typically has the LEAST pronounced thermocline layer: W) polar X) temperate Y) sub-tropical Z) tropical,"W) POLAR
2007 Middle School Regional Round 16 Page 4"
toss-up,math,Short Answer,In how many ways can 5 different people be standing around a circular table?,"24
(Solution: circular permutation, (n-1)! = (5-1)! = 4! = 24)"
bonus,math,Short Answer,Express the following in its simplest radical form: (5 + 2 )(7 – 2 ),33 + 2 2 (ACCEPT: 2 2 + 33)
toss-up,,Multiple Choice,10) GENERAL SCIENCE Multiple Choice Which of the following is a group of organic compounds that is often added to foods to enhance flavors such as strawberry or banana and are also found in sweet-smelling flowers: W) amines X) esters Y) alcohols Z) halogenated hydrocarbons,X) ESTERS
bonus,,Multiple Choice,10) GENERAL SCIENCE Multiple Choice Honey is considered hygroscopic because it: W) is very dense for a sugar X) loses water to its environment Y) attracts water from the air Z) expands rapidly on heating,"Y) ATTRACTS WATER FROM THE AIR
2007 Middle School Regional Round 16 Page 5"
toss-up,,Multiple Choice,"11) LIFE SCIENCE Multiple Choice As a tree ages, which of the following BEST describes what happens to the secondary phloem: W) it stops being produced X) it accumulates in large quantities into the xylem Y) it is crushed between each year’s xylem Z) it is lost as part of the bark and does not accumulate in great quantities","Z) IT IS LOST AS PART OF THE BARK AND DOES NOT ACCUMULATE IN
GREAT QUANTITIES"
bonus,,Multiple Choice,"11) LIFE SCIENCE Multiple Choice If an order of plant has floral parts usually arranged in multiples of 4 or 5, it would most likely have: W) net venation and one cotyledon X) vascular bundles arranged in a ring and a taproot Y) diffuse or fibrous root system and 2 cotyledons Z) parallel venation and 2 cotyledons",X) VASCULAR BUNDLES ARRANGED IN A RING AND A TAPROOT
toss-up,,Multiple Choice,12) PHYSICAL SCIENCE Multiple Choice Which of the following can transfer heat through a vacuum: W) convection X) conduction Y) radiation Z) sublimation,Y) RADIATION
bonus,energy,Short Answer,"12) PHYSICAL SCIENCE Short Answer Consider a 2.0 kilogram rock that falls vertically from a ledge and strikes the ground with a velocity of 50 meters per second. If friction is ignored, what was the gravitational potential energy, in joules, of the rock when it was on the ledge in relation to the place where it struck the ground?","2500
(Solution: ½mv2 = ½(2)(50)2 = ½ × 2 × 2500 = 2500 J)
2007 Middle School Regional Round 16 Page 6"
toss-up,earth science,Multiple Choice,Which of the following is when ocean tidal currents typically reach their maximum velocity: W) at high tide extremes X) at low tide extremes Y) midway between high and low tides Z) during flood tide,Y) MIDWAY BETWEEN HIGH AND LOW TIDES
bonus,earth science,Multiple Choice,Which of the following is the name for the last of 4 glacial episodes recognized in North America: W) the Wisconsinan X) the Ordovician Y) the Alaskan Z) the Nebraskan,W) THE WISCONSINAN
toss-up,math,Short Answer,What is the degree of the following polynomial: 7x4y –5x3y3 + 3xy3 – 4,"6
(Solution: the degree of the term with the largest degree, 3 + 3)"
bonus,math,Short Answer,"Giving your answer in terms of pi, what is the volume of a cone with a height of 8 meters and a base whose diameter is 6 meters?","24π
(Solution: V = ⅓πr2h = ⅓(π)(32)(8) = 24π)
2007 Middle School Regional Round 16 Page 7"
toss-up,,Short Answer,15) GENERAL SCIENCE Short Answer What element is MOST commonly added to steel to make it stainless steel?,CHROMIUM
bonus,,Short Answer,"15) GENERAL SCIENCE Short Answer What metal is silvery-white when pure, is used as a catalyst in fuel cells and in antipollution devices in automobiles, does not oxidize in air at any temperature, and is used extensively in the making of jewelry and wires?",PLATINUM
toss-up,,Multiple Choice,16) LIFE SCIENCE Multiple Choice What type of virus has the Food and Drug Administration recently approved to be sprayed on certain foods as a preservative against bacterial contamination: W) bacteriophage X) H5N1 Y) Marburg Z) Ebola,W) BACTERIOPHAGE
bonus,,Multiple Choice,16) LIFE SCIENCE Multiple Choice Which of the following is the BEST reason why high salt environments are difficult environments for organisms to survive in: W) salt is an ionic molecule and causes a charge differential X) salt causes an osmotic imbalance leading to excessive loss of water from cells Y) salt usually is contaminated with toxic heavy metals Z) salt causes heavy metal poisons to be readily absorbed through skin,"X) SALT CAUSES AN OSMOTIC IMBALANCE LEADING TO EXCESSIVE LOSS
OF WATER FROM CELLS
2007 Middle School Regional Round 16 Page 8"
toss-up,,Multiple Choice,17) PHYSICAL SCIENCE Multiple Choice Which of the following follows from the Doppler effect for a sound wave source where a loud motorcycle is moving towards you: W) the wavelength will shorten and frequency increases X) the wavelength will shorten and frequency decreases Y) the wavelength will increase and frequency increases Z) the wavelength will increase and frequency decreases,W) THE WAVELENGTH WILL SHORTEN AND FREQUENCY INCREASES
bonus,,Short Answer,17) PHYSICAL SCIENCE Short Answer Name all of the following 3 forms of radioactive decay that change the atomic number of the decaying element: alpha decay; beta decay; gamma decay,ALPHA DECAY; BETA DECAY
toss-up,earth science,Multiple Choice,"Eutrophic lakes are most commonly noted for which of the following sets of characteristics: W) high temperature differences from top to bottom and extremely deep X) unhealthy containing no living organisms and a very low pH Y) healthy with abundant life and neutral pH Z) shallow, warm, and containing abundant nutrients","Z) SHALLOW, WARM, AND CONTAINING ABUNDANT NUTRIENTS"
bonus,earth science,Short Answer,"Choosing from dawn, noon, sunset, and midnight, when will the Moon rise and set, respectively, for a star gazer in mid-northern latitudes, if the Moon’s phase is a waxing crescent?","RISE = DAWN; SET = SUNSET
2007 Middle School Regional Round 16 Page 9"
toss-up,math,Short Answer,Order the following 4 polygons from the one with the FEWEST faces to the one with the MOST faces: dodecagon; hexadecagon; octagon; hexagon,HEXAGON; OCTAGON; DODECAGON; HEXADECAGON
bonus,math,Short Answer,Find the number of sides in a regular polygon if each interior angle measures 135 degrees:,"8
(Solution: (n – 2)180º = 135n; n = 8)"
toss-up,energy,Short Answer,20) GENERAL SCIENCE Short Answer Consider the following ecosystem and name the secondary consumer: A plant that derives energy from the Sun is eaten by a rabbit; the rabbit is eaten by a wolf; the scraps of rabbit are eaten by a hawk; and the remaining carcass is left to decompose,WOLF
