type,subject,format,question,answer
toss-up,math,Multiple Choice,Which of the following figures can result when a plane intersects a cube? W) Circle X) Octagon Y) Line Z) Pentagon,Z) PENTAGON
bonus,math,Short Answer,"If dog food can be purchased in packages of either 3 pounds or 5 pounds, in how many different ways can exactly 150 pounds be purchased?","11
_______________________________________________________"
toss-up,,Short Answer,"2) LIFE SCIENCE Short Answer In the Kingdom Animalia, what is the only phylum that lacks true tissues?",SPONGES (ACCEPT: PHYLUM PORIFERA)
bonus,,Multiple Choice,2) LIFE SCIENCE Multiple Choice Which of the following processes is directly related to coral bleaching? W) Loss of the zooxanthellae [zoh-uh-zan-THEL-ee] X) Air pollution Y) Red tides Z) Climate change,W) LOSS OF THE ZOOXANTHELLAE
toss-up,,Multiple Choice,3) EARTH AND SPACE Multiple Choice Which of the following is a good way to prevent erosion? W) Moldboard plowing X) Growing crops in terraces Y) Disc plowing Z) River channelization,X) GROWING CROPS IN TERRACES
bonus,,Short Answer,"3) EARTH AND SPACE Short Answer Tornado alley is a region in the Midwest including parts of Texas, Oklahoma, Kansas and Nebraska. Tornadoes are common here because of the confluence of cold dry air from the northwest and what from the Gulf of Mexico?","WARM MOIST AIR (ACCEPT: HUMIDITY)
_______________________________________________________"
toss-up,,Short Answer,4) GENERAL SCIENCE Short Answer What is the name for the in vitro technique that rapidly generates large amounts of DNA from a small amount of template DNA?,POLYMERASE CHAIN REACTION (ACCEPT: PCR)
bonus,,Multiple Choice,4) GENERAL SCIENCE Multiple Choice Which of the following was NOT a component of the Earth’s early atmosphere? W) Oxygen X) Hydrogen gas Y) Methane Z) Ammonia,W) OXYGEN
toss-up,,Short Answer,5) PHYSICAL SCIENCE Short Answer How is the speed of a wave affected when the amplitude increases?,IT REMAINS THE SAME (ACCEPT: IT IS UNCHANGED OR NO CHANGE)
bonus,,Multiple Choice,5) PHYSICAL SCIENCE Multiple Choice Which of the following are NOT emitted by radioactive materials? W) Gamma rays X) Phonons Y) Alpha particles Z) Electrons,"X) PHONONS
_______________________________________________________"
toss-up,math,Short Answer,"The volume of a cube with an edge that is an integer is represented by the value 72n, where n is an integer. What is the smallest possible value for n?",3
bonus,math,Short Answer,Suppose a two digit number is added to the number formed by interchanging its digits. The result is how many times the sum of the original digits?,11
toss-up,energy,Multiple Choice,Particle Man is attacking a video game hero with gamma rays. A shield made from which of the following would be most effective in protecting our hero? W) Paper X) A leaf Y) Aluminum Z) Lead,Z) LEAD
bonus,energy,Short Answer,What is the difference in kinetic energy of a 10 pound object moving at 10 feet per second on Earth vs. the same object moving at 10 feet per second on the Moon?,"THERE IS NO DIFFERENCE
_______________________________________________________"
toss-up,,Short Answer,"8) LIFE SCIENCE Short Answer What age-related process in plants is characterized by fruits, flowers, and leaves falling from trees after they have completed development?",SENESCENCE (ACCEPT: BIOLOGICAL AGING)
bonus,,Multiple Choice,"8) LIFE SCIENCE Multiple Choice If a flower is said to be incomplete and perfect, which of the following would apply? W) The flower is missing petals X) The flower is missing carpels Y) The flower has extra sepals [SEE-puhls] Z) The flower is missing stamens [STAY-muhns]",W) THE FLOWER IS MISSING PETALS
