type,subject,format,question,answer
toss-up,,Multiple Choice,"1) GENERAL SCIENCE Multiple Choice Phytoplankton [fy-tuh-PLANGK-tuhn] blooms in the North Atlantic happen on a predictable annual cycle, depending on the availability of light and nutrients. In what month would you expect to find the highest chlorophyll concentration? W) December X) May Y) July Z) October",X) MAY
bonus,math,Multiple Choice,1) GENERAL SCIENCE Multiple Choice Ants can lift large masses relative to their body mass. Which of the following mathematical terms describes this relationship? W) Work/mass X) Power/surface area Y) Force/mass Z) Power/mass,"Y) FORCE/MASS
_______________________________________________________"
toss-up,math,Short Answer,Pete the dog breeder is fencing in two square areas in order to separate his male and female dogs. One square region has an area of 100 square feet. The smaller square region has an area of 81 square feet. How many total feet of fencing does he need to enclose both square regions if the regions do not share any fence?,76
bonus,math,Short Answer,"The length of a rectangle is increased by 20%, and the width of the rectangle is increased by 30%. By what percentage will the area of the rectangle be increased?",56
toss-up,,Multiple Choice,3) PHYSICAL SCIENCE Multiple Choice What happens to the amount of light reflected as the angle of incidence increases when light passes from air to water? W) It increases X) It decreases Y) It remains the same Z) It increases then decreases,W) IT INCREASES
bonus,,Multiple Choice,3) PHYSICAL SCIENCE Multiple Choice What impurity found in coal contributes to acid rain? W) Sulfur X) Hydrogen Y) Carbon Z) Chlorine,"W) SULFUR
_______________________________________________________"
toss-up,,Multiple Choice,4) LIFE SCIENCE Multiple Choice Which of the following species thrives in a salt marsh? W) Blue crabs X) Sea turtles Y) Coral reefs Z) Alligators,W) BLUE CRABS
bonus,,Multiple Choice,4) LIFE SCIENCE Multiple Choice Another bacterium living in the mud utilizes the hydrogen sulfide in its own metabolism. What molecule is it most likely to use in a redox reaction with hydrogen sulfide? W) Ammonia X) Hydrogen Y) Nitrate Z) Iron,Y) NITRATE
toss-up,,Multiple Choice,5) EARTH AND SPACE Multiple Choice Which of the following is farthest from the Sun? W) Kuiper Belt [KY-per] X) Oort Cloud Y) Persephone [per-SEF-uh-nee] Z) Neptune,X) OORT CLOUD
bonus,,Short Answer,5) EARTH AND SPACE Short Answer An iceberg is formed by the breakage of an ice shelf. What is the term for this event?,"CALVING
_______________________________________________________"
toss-up,,Short Answer,6) GENERAL SCIENCE Short Answer What is the name of the mechanism responsible for the evolution of a species?,NATURAL SELECTION
bonus,,Short Answer,6) GENERAL SCIENCE Short Answer What is the primary type of intermolecular bond that water molecules are able to form because of their polarity?,HYDROGEN
toss-up,math,Multiple Choice,Which of the following lines is perpendicular to y = 6x – 4? W) y = -x/6 + 5 [y equals negative x over 6 plus 5] X) 2y = 12x + 4 Y) y = x + 11 Z) y = 1/6(x) -14 [y equals one-sixth x minus 14],W) y = -x/6 + 5
bonus,math,Short Answer,Evaluate the expression: (cid:3496)(cid:4666)617(cid:3397)(cid:3495)(cid:4666)48(cid:3397)(cid:3493)256(cid:4667) (cid:4667) [the square root of open parenthesis 617 plus the square root of open parenthesis 48 plus the square root of 256 close parenthesis close parenthesis],"25
_______________________________________________________"
toss-up,energy,Short Answer,Name the four parts of the operating cycle of an internal combustion engine.,"INTAKE, COMPRESSION, POWER AND EXHAUST"
bonus,energy,Multiple Choice,The key factor in deciding an electric car’s lifespan is the battery life. Once the electric car’s battery can’t deliver the required power for a car it must be replaced. What is one possible new use for old electric car batteries? W) Recycling X) Energy storage units in neighborhoods Y) Being used in smaller vehicles like scooters Z) Rebuilding the battery for a different car,X) ENERGY STORAGE UNITS IN NEIGHBORHOODS
toss-up,,Short Answer,"9) PHYSICAL SCIENCE Short Answer Which family would an element belong to if it was placed in the 7th row, first column of the periodic table?","ALKALI METALS (ACCEPT: GROUP 1, GROUP 1A)"
bonus,,Multiple Choice,9) PHYSICAL SCIENCE Multiple Choice The Doppler effect occurs in which of the following? W) Only in sound waves X) Only in longitudinal waves Y) Only in transverse waves Z) In all types of waves,"Z) IN ALL TYPES OF WAVES
_______________________________________________________"
toss-up,,Short Answer,"10) LIFE SCIENCE Short Answer What are primarily responsible for maintenance of and changes in posture, locomotion in animals, as well as movement of internal organs?",MUSCLES
bonus,,Multiple Choice,10) LIFE SCIENCE Multiple Choice You would like to evaluate the distribution of mRNA in a microbial population. Which method is likely to be most helpful to you? W) Proteomics [proh-tee-OM-iks] X) Transcriptomics Y) Metagenomics Z) Metabolomics,X) TRANSCRIPTOMICS
toss-up,,Multiple Choice,11) EARTH AND SPACE Multiple Choice Which of the following is NOT considered a rare earth element? W) Neodymium [nee-oh-DIM-ee-uhm] X) Yttrium [ih-tree-uhm] Y) Lanthanum [LAN-thuh-nuhm] Z) Uranium,Z) URANIUM
bonus,,Short Answer,"11) EARTH AND SPACE Short Answer Of the planets visible to the naked eye, which moves the slowest across the sky on average?","SATURN
_______________________________________________________"
toss-up,,Multiple Choice,12) GENERAL SCIENCE Multiple Choice What internal layer of Earth allows for isostacy [eye- SOS-tuh-see] of the crust? W) Outer core X) Inner core Y) Athenosphere Z) Lithosphere,Y) ATHENOSPHERE
bonus,,Multiple Choice,12) GENERAL SCIENCE Multiple Choice Imagine that you conducted an experiment where you tested the effects of different fertilizers on plant growth over the course of one month. You have to present your data in a graph. What variable would you plot on the y-axis? W) Time of year X) Type of fertilizer Y) Day of experiment Z) Plant height,Z) PLANT HEIGHT
toss-up,math,Multiple Choice,(cid:3028) 13) MATH Multiple Choice If (cid:3404) (cid:3398)1 [a over b equals negative 1] then what is a + b? (cid:3029) W) 1 X) 0 Y) -1 Z) -2,X) 0
bonus,math,Short Answer,Convert 147 in base 10 to base 6.,"403
_______________________________________________________"
toss-up,energy,Multiple Choice,"14) PHYSICAL SCIENCE Multiple Choice When a hydrogen atom is in its ground state, what is TRUE about its electron? W) It is in its lowest energy level X) It is at rest Y) It has escaped from the atom Z) It is inside the nucleus",W) IT IS IN ITS LOWEST ENERGY LEVEL
bonus,energy,Multiple Choice,14) PHYSICAL SCIENCE Multiple Choice Which of the following is NOT a characteristic of a decaying unstable isotope? W) It emits new particles X) It releases energy Y) It forms new atoms Z) It is more chaotic than random,Z) IT IS MORE CHAOTIC THAN RANDOM
