type,subject,format,question,answer
toss-up,energy,Short Answer,1) Energy – Short Answer What hydrocarbon is the primary constituent of natural gas?,METHANE
bonus,energy,Short Answer,"1) Energy – Short Answer What would be the cost, in cents, if you use a 2000-watt heater for two hours and electricity costs 10 cents per kilowatt-hour?","40
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Life Science – Multiple Choice DNA ligase [LYE-gase] is an enzyme that catalyzes which of the following reactions? W) Cutting phosphodiester [faws-fo-dye-ES-tur] bonds X) Cutting hydrogen bonds Y) Forming phosphodiester [faws-fo-dye-ES-tur] bonds Z) Forming hydrogen bonds,Y) FORMING PHOSPHODIESTER BONDS
bonus,,Short Answer,"2) Life Science – Short Answer Neurons have very stereotyped electro-physiological activity that behaves in an ""all-or- none"" pattern. What is the name of this activity?",ACTION POTENTIAL
toss-up,math,Multiple Choice,"3) Math – Multiple Choice What is the sum, in degrees, of the interior angles of a regular heptagon? W) 540 X) 720 Y) 900 Z) 1080",Y) 900
bonus,math,Short Answer,"3) Math – Short Answer The numerals for the counting numbers are written in order, beginning with 1. What is the 125th digit written?","7
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,4) Physical Science – Short Answer A 500-gram object is moving at 4 meters per second. What is its kinetic energy in joules [jools]?,4
bonus,energy,Multiple Choice,4) Physical Science – Multiple Choice Which of the following elements has the highest first ionization [eye-on-ih-ZAY-shun] energy? W) Calcium X) Phosphorus Y) Oxygen Z) Aluminum,Y) OXYGEN
toss-up,math,Multiple Choice,5) Math – Multiple Choice Given that the function f of x has a zero at x = 6. At what x-value must f of open parenthesis x + 2 close parenthesis have a zero? W) 3 X) 4 Y) 8 Z) 12,X) 4
bonus,math,Short Answer,"5) Math – Short Answer Len takes 12 hours to clean a 40 by 50 room. Ben can clean the same room in 10 hours. To the nearest tenth of an hour, how long would it take them if they worked together?","5.5
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Earth and Space – Short Answer Pyrite is primarily composed of what two elements?,IRON AND SULFUR
bonus,,Multiple Choice,6) Earth and Space – Multiple Choice The ocean conveyor belt is driven by which of the following? W) Wind and tectonic activities X) Thermohaline gradients and wind currents Y) Waves and tides Z) Tidal phases and the Earth's rotation,X) THERMOHALINE GRADIENTS AND WIND CURRENTS
toss-up,energy,Short Answer,"7) Energy – Short Answer By definition, what is the octane number of heptane?",ZERO
bonus,energy,Multiple Choice,"7) Energy – Multiple Choice If a wind turbine produces 400 kilowatts of electrical power at one wind speed, how much power, in kilowatts, will be produced if the wind speed decreases to one-half the original value? W) 20 X) 50 Y) 100 Z) 200","X) 50
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,8) Math – Short Answer How many faces does a quadrilateral prism have?,6
bonus,math,Short Answer,"8) Math – Short Answer A sequence has the property that every term starting with the third is the sum of the previous two terms. If the tenth term is 157 and the eighth term is 60, what is the sixth term?",23
toss-up,,Short Answer,9) Earth and Space – Short Answer What scientist used Cepheid [SEE-fee-id] variables in order to propose that recession velocity is related to distance?,EDWIN HUBBLE
