type,subject,format,question,answer
toss-up,,Short Answer,1) LIFE SCIENCE Short Answer Living organisms are often divided into five Kingdoms. In which of the 5 Kingdoms would E. coli be classified?,MONERA
bonus,,Short Answer,1) LIFE SCIENCE Short Answer What is the binomial scientific genus and species name for humans?,HOMO SAPIENS
toss-up,earth science,Short Answer,"The Triassic, Jurassic, and Cretaceous are all periods in what era?",MESOZOIC
bonus,earth science,Multiple Choice,Which of the following is the correct term for a large crack in ice: W) crevice X) chasm Y) canyon Z) crevasse (PRONOUNCE: crah-VAHSS),Z) CREVASSE
toss-up,,Multiple Choice,"3) PHYSICAL SCIENCE Multiple Choice What is the density given as specific gravity, of a one centimeter cube of a metal that weighs 5 grams: W) .5 X) 5 Y) 2 Z) .2",X) 5
bonus,,Multiple Choice,3) PHYSICAL SCIENCE Multiple Choice Which of the following has the greatest density: W) 10 kilogram of pure water X) 10 kilogram of aluminum Y) 2 kilogram of silver Z) 1 kilogram of gold,Z) 1 KILOGRAM OF GOLD
toss-up,math,,Peter bought a soda from a vending machine with a dollar bill. The soda cost 35 cents. What is the smallest number of coins he could receive in change if pennies are not included?,FOUR
bonus,math,,What is the integer value of 105 divided by 103?,100 (DO NOT ACCEPT: 102)
toss-up,,,"GENERAL SCIENCE Rickets, which was a common disease in the early twentieth century, is caused by a deficiency in what vitamin: W) riboflavin X) vitamin B12 Y) vitamin K Z) vitamin D",Z) VITAMIN D
bonus,,Short answer,5) GENERAL SCIENCE Short answer Exposure to sunlight converts cholesterol found in human skin into what vitamin?,VITAMIN D
toss-up,earth science,,Which of the following is present only where benthic organisms reside: W) phytoplankton X) zooplankton Y) diatoms Z) deep sea vents,Z) DEEP SEA VENTS
bonus,earth science,Short Answer,What is the name of the rapid rise of coastal water that accompanies the arrival of a cyclone?,TIDAL SURGE (ACCEPT: STORM OR BASAL SURGE)
toss-up,,Multiple Choice,7) PHYSICAL SCIENCE Multiple Choice Which of the following metals is attracted to a magnet? W) gold X) silver Y) iron Z) aluminum,Y) IRON
bonus,,Multiple Choice,"7) PHYSICAL SCIENCE Multiple Choice The reaction of hydrocarbons found in such things as wood and paper with oxygen to produce carbon dioxide, water and heat is called: W) fission X) fusion Y) endothermic Z) combustion",Z) COMBUSTION
toss-up,earth science,Multiple Choice,Metamorphism transforms limestone into a metamorphic rock called: W) quartzite X) marble Y) hornfel Z) granite,X) MARBLE
bonus,earth science,Short Answer,What are the icicle-shaped deposits of limestone hanging from the roof of a cave called:,STALACTITES
