type,subject,format,question,answer
toss-up,,Multiple Choice,"1) Life Science – Multiple Choice Which of the following cellular components is present in eukaryotes [YOO-care-ee-oats], but not prokaryotes [PRO-care-ee-oats]? W) Ribosome X) Nucleus Y) Vesicle Z) Cell wall",X) NUCLEUS
bonus,,Multiple Choice,1) Life Science – Multiple Choice Which of the following best describes the pathway of aerobic respiration? W) Glucose is oxidized and oxygen is reduced X) Oxygen is oxidized and glucose is reduced Y) Both glucose and oxygen are oxidized Z) Both glucose and oxygen are reduced,"W) GLUCOSE IS OXIDIZED AND OXYGEN IS REDUCED
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Earth and Space – Multiple Choice Which of the following occurs at an ocean-continent convergent boundary? W) Two tectonic plates move away from each other X) Oceanic crust will subduct under continental crust Y) Continental crust will subduct under oceanic crust Z) Two tectonic plates slide past each other,X) OCEANIC CRUST WILL SUBDUCT UNDER CONTINENTAL CRUST
bonus,,Short Answer,2) Earth and Space – Short Answer Seismic waves propagate through Earth's interior following an earthquake. Identify all of the following three phases of matter through which P-waves can propagate: 1) Solid; 2) Liquid; 3) Gas.,ALL
toss-up,math,Multiple Choice,3) Math – Multiple Choice Which of the following is not a possible type of triangle? W) Acute isoceles X) Acute scalene Y) Obtuse equilateral Z) Obtuse isosceles,Y) OBTUSE EQUILATERAL
bonus,math,Short Answer,"3) Math – Short Answer In the alternating arithmetic sequence with first 3 terms –7, 9, –11, what is the sum of the first 11 terms in the sequence?","–17
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,4) Energy – Short Answer DOE researchers recently published a study showing that individuals who are overweight at midlife have an increased risk for what neurodegenerative [NOOR-oh-dee-JEN-ur-ah-tiv] disease that is commonly associated with tau fibrils and amyloid [AM-ill-oyd]-beta plaques?,ALZHEIMER'S DISEASE
bonus,energy,Multiple Choice,4) Energy – Multiple Choice Argonne National Lab researchers are studying colloids using high- powered microscopes. Which of the following is an example of a colloid? W) Energy drink X) Salt water Y) Soda Z) Milk,Z) MILK
toss-up,,Short Answer,5) Earth and Space – Short Answer The solar system's asteroid belt is a group of asteroids orbiting together between the orbits of which two planets?,MARS AND JUPITER
bonus,,Multiple Choice,5) Earth and Space – Multiple Choice Which of the following best describes the relationship between the velocity of a galaxy with its distance from the Earth? W) Linear X) Quadratic Y) Ternary Z) Quaternary,"W) LINEAR
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Physical Science – Short Answer Rutherford discovered that the nucleus contains what positively- charged particles?,PROTONS
bonus,,Multiple Choice,"6) Physical Science – Multiple Choice Which of the following best explains why clouds appear white, but liquid water is transparent? W) Interference X) Radiation Y) Scattering Z) Diffraction",Y) SCATTERING
toss-up,,Short Answer,"7) Life Science – Short Answer In mammals, what organ is composed of cardiac muscle tissue?",HEART
bonus,,Multiple Choice,7) Life Science – Multiple Choice Which of the following types of enzymes would most likely be involved in adding a water molecule to a substrate? W) Transferase [TRANS-fer-ace] X) Hydrolase [HI-dro-lace] Y) Oxidoreductase [ox-ih-doh-ree-DUK-tase] Z) Lyase [LIE-ace],"X) HYDROLASE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,8) Earth and Space – Short Answer What process occurs within the core of the Sun to produce heavy elements and energy from light elements?,FUSION
bonus,,Short Answer,8) Earth and Space – Short Answer Identify all of the following three phases of the moon during which the tidal range is at a maximum: 1) New moon; 2) First quarter; 3) Full moon.,1 AND 3
toss-up,,Multiple Choice,9) Physical Science – Multiple Choice Which of the following properties of water is most responsible for the tempering influence of the ocean on climate? W) Freezing point X) pH Y) Heat capacity Z) Density,Y) HEAT CAPACITY
bonus,,Short Answer,9) Physical Science – Short Answer What is the IUPAC name of AgNO ? 3,"SILVER NITRATE (ACCEPT: SILVER ONE NITRATE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,10) Energy – Multiple Choice SunStop is a flexible film developed at the National Renewable Energy Lab that is capable of preventing what form of energy from entering a building through its windows? W) Acoustic waves X) Infrared light Y) Gamma radiation Z) Electricity,X) INFRARED LIGHT
bonus,energy,Multiple Choice,10) Energy – Multiple Choice Scientists at Argonne National Lab are studying liquid crystals that can be found in which of the following devices? W) Car engine X) External hard drive Y) Digital clock Z) Headphones,Y) DIGITAL CLOCK
toss-up,math,Multiple Choice,"11) Math – Multiple Choice If m is an integer and 20m is divisible by 6, which of the following could be m? W) 2 X) 3 Y) 4 Z) 5",X) 3
bonus,math,Short Answer,"11) Math – Short Answer What is the length of a space diagonal in a right rectangular prism with edges of lengths 5, 6, and 7?","√110
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,12) Physical Science – Multiple Choice Which of the following energy transformations occurs in your muscles when you jump into the air? W) Thermal to kinetic X) Chemical to kinetic Y) Kinetic to chemical Z) Thermal to potential,X) CHEMICAL TO KINETIC
bonus,,Multiple Choice,"12) Physical Science – Multiple Choice Which of the following phases of matter can change shape, but is nearly incompressable? W) Gas X) Liquid Y) Solid Z) Plasma",X) LIQUID
toss-up,,Multiple Choice,13) Life Science – Multiple Choice A liver cell is slowly dying because it can not break down toxins. What organelle is likely defective in this cell? W) Golgi [GOAL-jee] complex X) Mitochondria Y) Ribosome Z) Endoplasmic reticulum [reh-TIK-yoo-lum],Z) ENDOPLASMIC RETICULUM
bonus,,Multiple Choice,"13) Life Science – Multiple Choice Which of the following terms best describes groups of rabbits, foxes, deer, and birds living in a temperate deciduous forest? W) Population X) Community Y) Habitat Z) Niche","X) COMMUNITY
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"14) Math – Short Answer Sam completely fills a box with sand. The box is a right rectangular prism measuring 2 feet by 16 feet by 2 feet. His friend Max has a box in the shape of a cube. Max takes the sand from Sam’s box and dumps it into his cube, exactly filling it. How many feet tall is Max’s box?",4
