type,subject,format,question,answer
toss-up,,Short Answer,1) Earth & Space – Short Answer What type of volcano is typically broad with shallow slopes and produces effusive eruptions?,SHIELD
bonus,,Multiple Choice,"1) Earth & Space – Multiple Choice You find a coarse-grained igneous rock that contains a mixture of feldspar, pyroxene [pie-ROX-een], and hornblende. Which of the following best describes this rock? W) Mafic [MAF-ik] and extrusive X) Mafic and intrusive Y) Felsic and extrusive Z) Felsic and intrusive","X) MAFIC AND INTRUSIVE
******************"
toss-up,,Short Answer,2) Life Science – Short Answer What is the term for a region of DNA that encodes all of the information for a specific protein?,GENE
bonus,,Short Answer,2) Life Science – Short Answer Some organisms make high-frequency calls and then listen to the reflected sound to build an image of their environment. What is the term for this method?,ECHOLOCATION (ACCEPT: BIOSONAR)
toss-up,math,Short Answer,3) Math – Short Answer A coin is tossed three times. What is the probability that all three tosses result in tails?,1/8 (ACCEPT: 0.125)
bonus,math,Short Answer,3) Math – Short Answer How many possible integer side lengths are there for the third side of a triangle with two sides of lengths 29 and 13?,"25
******************"
toss-up,energy,Multiple Choice,4) Energy – Multiple Choice Researchers at Los Alamos National Lab are building long-range radio networks for real-time sensors. Which of the following could be the wavelength of a radio wave? W) 10 nanometers X) 1 micron Y) 100 microns Z) 10 meters,Z) 10 METERS
bonus,energy,Short Answer,"4) Energy – Short Answer Los Alamos National Lab researchers are modeling the behavior of histone proteins, which are typically localized to what organelle?",NUCLEUS
toss-up,energy,Short Answer,5) Life Science – Short Answer Chloroplasts use energy from what energy source to make food molecules?,LIGHT (ACCEPT: THE SUN)
bonus,,Short Answer,5) Life Science – Short Answer Identify all of the following three cellular structures that are directly used for movement: 1) Mitochondrion; 2) Cilium [SILL-ee-um]; 3) Flagellum.,"2, 3
******************"
toss-up,,Short Answer,6) Physical Science – Short Answer What physical property of a substance measures the amount of mass per unit volume?,DENSITY
bonus,,Short Answer,"6) Physical Science – Short Answer A student stands on the roof of a 320-meter building and drops a ball. In seconds to the nearest integer, how long does it take for the ball to reach the ground?",8
toss-up,,Multiple Choice,"7) Earth & Space – Multiple Choice Jasmine observes that there is offset along a North-South running fault running through her yard. She is standing on the Eastern side, and sees that her mailbox across the fault has moved South. What type of fault is this? W) Thrust X) Dip-slip Y) Right-lateral Z) Left-lateral",Z) LEFT-LATERAL
bonus,,Multiple Choice,7) Earth & Space – Multiple Choice Which of the following best describes why the annual temperature range at most latitudes in the Southern Hemisphere is less than that in the Northern Hemisphere? W) Earth is closer to the Sun in the Southern Hemisphere summer X) A larger percentage of the Southern Hemisphere is mountainous Y) There are more cloudy days over the Southern Hemisphere Z) A larger percentage of the Southern Hemisphere is covered by water,"Z) A LARGER PERCENTAGE OF THE SOUTHERN HEMISPHERE IS COVERED BY
WATER
******************"
toss-up,,Multiple Choice,8) Life Science – Multiple Choice Which of the following eukaryotic organelles contains digestive enzymes at maturity? W) Lysosome [LYE-soh-sohm] X) Chloroplast Y) Golgi apparatus Z) Nucleus,W) LYSOSOME
bonus,,Short Answer,8) Life Science – Short Answer What law of genetics states that the alleles for one trait separate independently of the alleles for another trait?,LAW OF INDEPENDENT ASSORTMENT
