type,subject,format,question,answer
toss-up,,Short Answer,1) Physical Science – Short Answer What is the term for a substance that is dissolved in a solvent?,SOLUTE
bonus,,Short Answer,"1) Physical Science – Short Answer Consider the reaction of nitrogen gas with hydrogen gas to form ammonia. In the balanced form of this chemical equation, what is the sum of the coefficients?","6
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,2) Earth and Space – Short Answer An observer in a spaceship notes that the star she is traveling towards appears slightly bluer than it was when she was at rest. What term describes this decrease in apparent wavelength?,BLUESHIFT (ACCEPT: DOPPLER EFFECT)
bonus,,Short Answer,2) Earth and Space – Short Answer The Local Group is a set of more than 54 of what astronomical structures?,GALAXIES
toss-up,math,Short Answer,"3) Math – Short Answer In a right triangle, one leg has length 9 and one angle measures 45 degrees. What is the length of the hypotenuse?",9√2
bonus,math,Short Answer,"3) Math – Short Answer A factory says that a 100% rate at its packing station is 250 units per day. Last week, Kim’s rates for 5 days were 58%, 67%, 64%, 75%, and 56%. What was the average daily number of units packed by Kim during those 5 days?","160
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,4) Energy – Short Answer Researchers at Lawrence Berkeley National Lab have developed a new method to chemically add synthetic tags to proteins. These tags are added to the side chains of what class of compounds that are the monomers that compose proteins?,AMINO ACIDS
bonus,energy,Short Answer,"4) Energy – Short Answer Scientists at Oak Ridge National Lab have been studying glaucoma drugs, which are drugs designed to treat a disease of what human organ?",EYE
toss-up,,Short Answer,5) Earth and Space – Short Answer What is the name for the process that turns shale into slate?,METAMORPHISM
bonus,,Multiple Choice,5) Earth and Space – Multiple Choice What type of drainage pattern is commonly found associated with volcanoes? W) Trellis X) Dendritic [den-DRIH-dik] Y) Rectangular Z) Radial,"Z) RADIAL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Life Science – Short Answer What is the predominant organ that sits within the pericardial cavity?,HEART
bonus,,Short Answer,6) Life Science – Short Answer What theory posits that chloroplasts and mitochondria were originally ingested microorganisms?,"ENDOSYMBIOTIC THEORY (ACCEPT: ENDOSYMBIOSIS,
SYMBIOGENESIS)"
toss-up,energy,Multiple Choice,7) Energy – Multiple Choice Ames National Lab scientists are developing nanoparticles that replace the catalyst in fuel cells. This catalyst is composed of what expensive element? W) Iron X) Platinum Y) Palladium [pah-LAY-dee-um] Z) Zinc,X) PLATINUM
bonus,energy,Short Answer,"7) Energy – Short Answer Researchers at Oak Ridge National Lab have been studying a mixture of aluminum, cerium , and magnesium due to its high strength. This can best be classified as what type of solid mixture?","ALLOY
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,8) Earth and Space – Short Answer What is the second most common gas in the atmosphere of Jupiter?,HELIUM (ACCEPT: He)
bonus,,Multiple Choice,"8) Earth and Space – Multiple Choice In years, which of the following is closest to the age of the solar system? W) 5 thousand X) 5 million Y) 5 billion Z) 5 trillion",Y) 5 BILLION
toss-up,math,Short Answer,9) Math – Short Answer Simplify the fraction with numerator x4 y7 and denominator x2 y –5.,x2 y12
bonus,math,Short Answer,"9) Math – Short Answer If p and q are consecutive odd integers, identify all of the following four numbers that are always even: 1) p + q; 2) pq; 3) 2p + 4q; 4) open parenthesis p + q close parenthesis squared.","1, 3, 4 (ACCEPT: ALL BUT 2)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,10) Life Science – Short Answer Identify all of the following three statements that are TRUE of vaccines: 1) Vaccines can only be used to prevent viral diseases; 2) Some vaccines require multiple injections; 3) The measles-mumps-rubella vaccine is linked to the development of autism.,2 (DO NOT ACCEPT: 3)
bonus,,Multiple Choice,10) Life Science – Multiple Choice Which of the following is an example of a gymnosperm? W) Corn X) Ginkgo Y) Broccoli Z) Daffodil,X) GINKGO
toss-up,,Short Answer,11) Physical Science – Short Answer How many neutrons does an atom of carbon-14 contain?,8
bonus,,Short Answer,11) Physical Science – Short Answer What is the mechanical advantage of a pulley system containing 5 rope segments pulling on the load?,"5
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,12) Energy – Short Answer Researchers at Lawrence Berkeley National Lab are studying a special type of photosynthesis described as anoxygenic [an-ox-ih-JEN-ik]. This means that it does not produce what molecule?,"OXYGEN (ACCEPT: O , DIOXYGEN)
2"
bonus,energy,Short Answer,12) Energy – Short Answer Researchers at Oak Ridge National Lab are studying ferromagnetic materials like bismuth manganese chromates. What is the lightest element on the periodic table that is ferromagnetic in its standard state?,IRON
toss-up,,Short Answer,13) Life Science – Short Answer Choanocytes [koh-ANNOH-sites] are a type of specialized cell associated with what animals that have no true tissues?,SPONGES (ACCEPT: PORIFERANS)
bonus,,Short Answer,13) Life Science – Short Answer A biologist crosses a plant with red flowers with a plant with white flowers. The offspring plants all have pink flowers. What type of genetic interaction is being demonstrated here?,"INCOMPLETE DOMINANCE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,14) Math – Short Answer Express the fraction 15/8 as a decimal.,1.875
bonus,math,Short Answer,14) Math – Short Answer Four to the 64th power divided by 64 to the 4th power equals 2 to what power?,104
toss-up,,Short Answer,"15) Physical Science – Short Answer A chemist dips a penny into a hot solution composed of zinc and sodium hydroxide, which causes the penny to turn a silvery color. What aspect of a redox reaction did the zinc undergo when the penny was dipped into the solution?",REDUCTION
bonus,,Short Answer,15) Physical Science – Short Answer What is 30 degrees Celsius expressed in degrees Fahrenheit?,"86
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,16) Life Science – Short Answer What is the term for viruses that exclusively infect bacteria?,BACTERIOPHAGE (ACCEPT: PHAGE)
bonus,,Short Answer,16) Life Science – Short Answer Identify all of the following three processes that are considered negative feedback loops: 1) Blood-clotting cascade; 2) Thermoregulation; 3) Blood glucose control.,"2, 3"
toss-up,math,Short Answer,17) Math – Short Answer What is the leading coefficient of the polynomial –x4 + 2x3 – 4x + 9?,–1
bonus,math,Short Answer,17) Math – Short Answer Express the following in scientific notation rounded to two significant digits: the fraction with numerator 4.7 × 105 and denominator 8.3 × 10–2.,"5.7 × 106
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,18) Earth and Space – Short Answer What greenhouse gas is responsible for the greatest proportion of Earth’s greenhouse warming?,WATER (ACCEPT: WATER VAPOR)
bonus,,Multiple Choice,18) Earth and Space – Multiple Choice Which of the following best describes a stream’s capacity? W) Maximum load of solid particles a stream can carry per unit time X) Maximum size of the sediment grains transported Y) Maximum water discharge Z) Minimum water discharge that would produce flooding,"W) MAXIMUM LOAD OF SOLID PARTICLES A STREAM CAN CARRY PER
UNIT TIME"
toss-up,,Multiple Choice,19) Physical Science – Multiple Choice Which of the following phenomena describes a beam of light entering a glass of water and bending from its original path? W) Diffraction X) Refraction Y) Dispersion Z) Reflection,X) REFRACTION
bonus,,Short Answer,"19) Physical Science – Short Answer A 100-gram arrow completely pierces through a 1-kilogram target and leaves with half of its original speed. If the target is now moving at 1.5 meters per second, then in meters per second, what was the original speed of the arrow?","30
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,20) Life Science – Short Answer What is the term for different forms of a gene?,ALLELES
bonus,,Short Answer,20) Life Science – Short Answer Identify all of the following four structures that would typically be found in a bacterial cell: 1) Cell wall; 2) Nucleus; 3) Mitochondrion; 4) Ribosome.,"1, 4"
toss-up,math,Short Answer,21) Math – Short Answer What is 300 + 500 – 555?,245
bonus,math,Short Answer,21) Math – Short Answer What is the area of a square with the same perimeter as a circle of radius 8?,"16π2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"22) Physical Science – Short Answer When ultraviolet light is shined on a zinc plate, electrons are ejected with a kinetic energy dependent on the frequency of the light. What is the name of this phenomenon, first explained by Einstein in 1905?",PHOTOELECTRIC EFFECT
bonus,,Short Answer,"22) Physical Science – Short Answer A ball is thrown horizontally off the top of a 320-meter cliff with an initial velocity of 1 meter per second. Assuming the ground below the cliff is flat, then to the nearest whole meter, how far away from the base of the cliff will the ball land?",8
toss-up,,Short Answer,23) Earth and Space – Short Answer The Sun is constantly shedding its corona by expelling it outward into the solar system. What is the term for this stream of particles?,SOLAR WIND
bonus,,Short Answer,"23) Earth and Space – Short Answer What is the theoretical endpoint of stellar evolution for a low-mass star, such as our Sun, that has cooled enough that it no longer emits light?",BLACK DWARF
