type,subject,format,question,answer
toss-up,math,Short Answer,"How many right triangles ABC can be constructed satisfying the following: side A = 4 units, angle A = 30°, and side C = 12 units?",NO SOLUTIONS (ACCEPT: ZERO; NONE)
bonus,math,Multiple Choice,"Given quadrilateral ABCD where AB = 6, BC = 5, CD = 5, DA = x, angle BCA = 50°, and angle ACD = 60°, which of the following is TRUE about x? W) x > 6 X) x = 6 Y) 5 < x < 6 Z) x < 6","W) x > 6
_______________________________________________________"
toss-up,,Multiple Choice,2) LIFE SCIENCE Multiple Choice Which of the following junctions forms a water-tight seal? W) Gap junctions X) Plasmodesmata Y) Tight junctions Z) Adherent junctions,Z) ADHERENT JUNCTIONS
bonus,,Short Answer,"2) LIFE SCIENCE Short Answer By name or number, identify all of the following four organisms that can live in the soil: 1) actinomycetes, 2) chilopoda, 3) isopoda, 4) pelecypoda.","ACTINOMYCETES, CHILOPODA, ISOPODA, PELECYPODA (ACCEPT: 1, 2, 3,
AND 4 OR ALL)"
toss-up,energy,Multiple Choice,Which of the following isotopes is unstable? W) Krypton-80 X) Gadolinium-152 Y) Dysprosium-158 Z) Osmium-192,X) GADOLINIUM-152
bonus,energy,Short Answer,What two isotopes of iodine are produced by the fission of uranium atoms during the operation of nuclear reactors?,"IODINE-129 AND IODINE-131
_______________________________________________________"
toss-up,,Multiple Choice,4) PHYSICAL SCIENCE Multiple Choice Which of the following distinguishes fermions from bosons? W) Speed X) Spin Y) Mass Z) Charge,X) SPIN
bonus,,Short Answer,"4) PHYSICAL SCIENCE Short Answer Using the noble gas abbreviation, what is the electron configuration of the S2 ion? −",[Ne]3s23p6
toss-up,,Short Answer,5) LIFE SCIENCE Short Answer What does the word “apterygota” mean?,WITHOUT WINGS
bonus,,Short Answer,5) LIFE SCIENCE Short Answer What is the family name of the hedgehog?,"ERINACEIDAE
_______________________________________________________"
toss-up,math,Multiple Choice,For what real values of x is the function x2 (cid:0) 6x (cid:0) 40 defined? W) -10 < x < 4 X) -4 < x < 10 Y) All x that do not lie in the closed interval from -10 to 4 Z) All x that do not lie in the open interval -4 to 10,Z) ALL x THAT DO NOT LIE IN THE OPEN INTERVAL -4 TO 10
bonus,math,Short Answer,"Michelle can mow a lawn in 5 hours, Steven can mow a lawn in 4 hours, and Bill can mow it in 3 1/2 hours. As a mixed number in simplest form, how long will it take them in hours to mow the lawn together? 37","1
103"
toss-up,,Multiple Choice,"7) GENERAL SCIENCE Multiple Choice Which of the following statements is NOT true about amber? W) It is equivalent to tree resins, which have hardened due to loss of their volatiles X) Polymerization takes over one hundred thousand years Y) It is not soluble in alcohol, acetone, or gasoline Z) It is an organic substance, not a mineral","W) IT IS EQUIVALENT TO TREE RESINS, WHICH HAVE HARDENED DUE TO
LOSS OF THEIR VOLATILES"
bonus,,Short Answer,7) GENERAL SCIENCE Short Answer What is the name of the sensory organs in sharks that allow them to sense electric fields?,"AMPULLAE OF LORENZINI
_______________________________________________________"
toss-up,,Short Answer,8) EARTH AND SPACE SCIENCE Short Answer What convection-related weather phenomenon results in poleward transport of air from lower latitudes?,POLAR VORTEX (ACCEPT: POLAR CELLS)
bonus,,Short Answer,8) EARTH AND SPACE SCIENCE Short Answer Of what mineral are the oldest crystals on Earth composed?,ZIRCONIUM SILICATE (ACCEPT: ZIRCON)
toss-up,,Multiple Choice,9) GENERAL SCIENCE Multiple Choice Which of the following solids has the highest solubility at 100° Celsius? W) Potassium bromide X) Sodium chloride Y) Cerium sulfate Z) Sodium chlorate,Z) SODIUM CHLORATE
bonus,,Short Answer,9) GENERAL SCIENCE Short Answer What is the subclass of the molluscan class Cephalopoda corresponding to most living cephalopods?,"COLEOIDEA (ACCEPT: NEOCOLEOIDEA)
_______________________________________________________"
