type,subject,format,question,answer
toss-up,,Multiple Choice,1) PHYSICAL SCIENCE Multiple Choice Which of the following components corresponds to the pitch of a sound wave: W) wavelength X) frequency Y) amplitude Z) speed,X) FREQUENCY
bonus,,Multiple Choice,"1) PHYSICAL SCIENCE Multiple Choice In a closed container, if a gas is heated, which of the following occurs: W) molecular motion will decrease X) the gas will condense on the inner walls of the container Y) the chemical properties will change Z) the pressure will increase",Z) THE PRESSURE WILL INCREASE
toss-up,,Multiple Choice,"*2) LIFE SCIENCE Multiple Choice Which of the following is NOT true: W) all the DNA in a eukaryotic cell is contained in the nucleus X) chiasma are a method of genetic interchromasomal exchange Y) in deuterostomes, the blastopore forms the anus Z) in lower plants the sporophyte is parasitic upon the gametophyte","W) ALL THE DNA IN A EUKARYOTIC CELL IS CONTAINED IN THE
NUCLEUS"
bonus,,Short Answer,"2) LIFE SCIENCE Short Answer What is the name of the layer of cells that are produced by the phellogen and, as they mature and die, their cell walls are encrusted with suberin?","CORK
Junior National Science Bowl Single Elimination 2 Page 1"
toss-up,,Multiple Choice,3) LIFE SCIENCE Multiple Choice Which of the following is the correct botanical term for the stem of a flower: W) peduncle (pronounced: pea-done-kle) X) stolon Y) rhizome Z) tuber,W) PEDUNCLE
bonus,,Multiple Choice,"*3) LIFE SCIENCE Multiple Choice When reading the level of a fluid in a graduated cylinder, what part of the meniscus is lined up with the graduations to give an accurate reading of the volume? W) the top of the meniscus X) the bottom of the meniscus Y) the middle of the meniscus Z) the side of the meniscus",X) THE BOTTOM OF THE MENISCUS
toss-up,earth science,Multiple Choice,The Arctic Circle lies at which of the following latitudes: W) 66 ½° North X) 90° North Y) 66 ½° South Z) 90° South,W) 66 ½° NORTH
bonus,earth science,Short Answer,What is the only common mineral to be strongly magnetic other than magnetite:,"PYRRHOTITE (ACCEPT: FeS OR IRON SULFIDE)
Junior National Science Bowl Single Elimination 2 Page 2"
toss-up,math,Multiple Choice,A graph of a stationary object graphed with position on the vertical axis and time on the horizontal axis is: W) a horizontal line X) a vertical line Y) a curved line Z) a line at 45 degrees,W) A HORIZONTAL LINE
bonus,math,Short Answer,Combine the terms in the following expression: 5 + 3x – 2y – 10,3x – 2y – 5 (ACCEPT: -5 + 3x – 2y)
toss-up,,Multiple Choice,*6) GENERAL SCIENCE Multiple Choice Which of the following would typically be the most accurate for measuring exactly 1 liter of water: W) a pyrex 1 liter graduated cylinder X) a pyrex 1 liter beaker Y) a pyrex 2 liter beaker Z) a pyrex 1 liter Erlenmyer flask,W) a pyrex 1 liter graduated cylinder
