type,subject,format,question,answer
toss-up,,Multiple Choice,1) EARTH AND SPACE SCIENCE Multiple Choice Which of the following is NOT a present- day lithospheric plate? W) Philippine X) Scotia Y) Arabian Z) Arctic,Z) ARCTIC
bonus,,Multiple Choice,"1) EARTH AND SPACE SCIENCE Multiple Choice During the month of January, the Earth moves along its orbit at a rate that is which of the following? W) Faster than during July X) The same rate as any other month of the year Y) Slower than during March or September Z) The same rate as it is in June","W) FASTER THAN DURING JULY
_______________________________________________________"
toss-up,,Multiple Choice,2) PHYSICAL SCIENCE Multiple Choice In which of the following pairs are both properties colligative? W) Freezing point depression and lowering of vapor pressure X) Freezing point depression and density Y) Boiling point elevation and color Z) Boiling point elevation and ionic strength,W) FREEZING POINT DEPRESSION AND LOWERING OF VAPOR PRESSURE
bonus,,Short Answer,2) PHYSICAL SCIENCE Short Answer What is the noble gas electron configuration for gold?,[Xe] 6s15d104f14
toss-up,,Multiple Choice,3) EARTH AND SPACE SCIENCE Multiple Choice Which of the following is associated with Karst topography? W) Fossiliferous sandstones X) Hydrothermal activity Y) Large granitic boulders Z) Sinkholes,Z) SINKHOLES
bonus,,Short Answer,"3) EARTH AND SPACE SCIENCE Short Answer What is the gradient, in feet per mile, of a stream slope whose highest elevation is 1600 feet to a point with an elevation of 400 feet over a distance of 5 miles?","240
_______________________________________________________"
toss-up,energy,Multiple Choice,Identify which of the following forces has the weakest relative strength. W) Electromagnetic X) Gravity Y) Weak nuclear Z) Strong nuclear,X) GRAVITY
bonus,energy,Short Answer,"By name or number, rank the following four states from least to greatest in terms of average daily solar radiation intensity: 1) Indiana, 2) South Dakota, 3) Arizona, 4) California.","INDIANA, SOUTH DAKOTA, CALIFORNIA, ARIZONA (ACCEPT: 1, 2, 4, 3)"
toss-up,,Multiple Choice,5) LIFE SCIENCE Multiple Choice Which of the following will NOT alter a somatic cell’s genome during an organism’s lifetime? W) Gene amplification X) Selective gene loss Y) Transposons Z) Meiosis (read as: my-ŌE-sis),Z) MEIOSIS
bonus,,Multiple Choice,5) LIFE SCIENCE Multiple Choice Which of the following reptiles is known as a living fossil? W) Komodo dragon X) Sea turtle Y) Anaconda Z) Tuatara (read as: tuh-ah-TAHR-ah),"Z) TUATARA
_______________________________________________________"
toss-up,math,Short Answer,"How many subsets does the set consisting of the numbers 1, 2, and 3 have?",8
bonus,math,Short Answer,"Sarah is 10 years older than Tom. Tom is 4 years younger than Jim. Sarah is twice as old as Jim. Give the ages, in years, of Sarah, Jim, and Tom, respectively.",SARAH = 12; JIM = 6; TOM = 2
toss-up,,Short Answer,"7) EARTH AND SPACE SCIENCE Short Answer What is the term for fractures that result in smooth curved surfaces, such as broken glass?",CONCHOIDAL
bonus,,Short Answer,"7) EARTH AND SPACE SCIENCE Short Answer Give the name of the soft, porous, calcium carbonate spires found in places like Mono Lake in eastern California that formed long ago when calcium-bearing fresh water bubbled up into the alkaline lake rich in carbonates.","TUFA
_______________________________________________________"
toss-up,energy,Multiple Choice,"The mass of a brick is measured on Earth, then transported to the Moon and measured again. Compared to its mass on Earth, the brick’s mass on the Moon will be which of the following? W) Smaller X) The same Y) Larger Z) Impossible to determine without further information",X) THE SAME
bonus,energy,Short Answer,"By name or number, rank the following four choices from least to greatest annual methane emissions: 1) wastewater treatment, 2) landfills, 3) ruminant digestion, 4) manure management.","WASTEWATER TREATMENT, MANURE MANAGEMENT, LANDFILLS,
RUMINANT DIGESTION (ACCEPT: 1, 4, 2, 3)"
toss-up,,Multiple Choice,9) PHYSICAL SCIENCE Multiple Choice Atoms of the most active nonmetals have which of the following characteristics? W) Small atomic radii and high ionization energies X) Small atomic radii and low ionization energies Y) Large atomic radii and high ionization energies Z) Large atomic radii and low ionization energies,W) SMALL ATOMIC RADII AND HIGH IONIZATION ENERGIES
bonus,,Short Answer,"9) PHYSICAL SCIENCE Short Answer Suppose you tie a rock to the end of a 1 meter long string and spin it in a vertical circle. Given 10 meters per second squared as g, what is the minimum integer speed needed to “just” get around the top?","4
_______________________________________________________"
toss-up,,Short Answer,"10) LIFE SCIENCE Short Answer By mass, what element is the most abundant in the human body?",OXYGEN
bonus,,Multiple Choice,10) LIFE SCIENCE Multiple Choice Which of the following are NOT bryophytes (read as: BRY- oh-fyts):? W) Liverworts X) Ferns Y) Hornworts Z) Mosses,X) FERNS
toss-up,math,Multiple Choice,Which of the following inequalities has a finite solution set over the integers? W) x2 + 5x + 6 > 0 X) |x + 2| > 4 (read as: the absolute value of the quantity x plus 2 is greater than 4) Y) 9x – 7 < 3x + 14 Z) x2 – 4x + 3 < 0,Z) x2 – 4x + 3 < 0
bonus,math,Short Answer,"Alice stands 30 feet away from a building and looks up to the top of it. The angle of elevation is 45 degrees. If she is 5 feet tall, how tall is the building in feet?","35
_______________________________________________________"
toss-up,,Multiple Choice,12) GENERAL SCIENCE Multiple Choice Monotremes (read as: MOH-noh-treems) are often considered ancestral mammals. Which of the following characteristics are present for every species of mammal except monotremes (read as: MOH-noh-treems)? W) Mammary glands X) Live birth Y) Fur or hair Z) Warm-blooded,X) LIVE BIRTH
bonus,,Multiple Choice,12) GENERAL SCIENCE Multiple Choice Which of the following temperatures is the warmest? W) 31o Celsius X) 74o Fahrenheit Y) 84o Fahrenheit Z) 303 Kelvin,W) 31o CELSIUS
toss-up,,Multiple Choice,13) EARTH AND SPACE SCIENCE Multiple Choice Which of the following represents the rate at which atmospheric gases and particles are moved across a surface? W) Vertical dispersion X) Turbulence Y) Flux Z) Stratospheric transport,Y) FLUX
bonus,,Short Answer,"13) EARTH AND SPACE SCIENCE Short Answer By name or number, what is the order, from thinnest to thickest, of the Earth's: 1) crust, 2) mantle, 3) outer core, and 4) inner core?","CRUST, INNER CORE, OUTER CORE, MANTLE (ACCEPT: 1, 4, 3, 2)
_______________________________________________________"
toss-up,math,Short Answer,What is the largest subset of the real numbers that can be the domain of the function f(x) = 1/x?,THE REAL NUMBERS EXCEPT FOR 0
bonus,math,Short Answer,Find the area in square centimeters of an irregular dodecagon that looks like a plus sign formed from 12 equal segments with lengths of 7 centimeters each.,245
toss-up,,Multiple Choice,15) LIFE SCIENCE Multiple Choice Which of the following do chloroplasts have in common with mitochondria (read as: my-toh-KOHN-dree-ah)? W) They do not contain ribosomes (read as: RY-boh-sōems) X) They have a single membrane Y) They replicate themselves and their own DNA Z) They contain thylakoids (read as: THY-lah-kohids),Y) THEY REPLICATE THEMSELVES AND THEIR OWN DNA
bonus,,Short Answer,15) LIFE SCIENCE Short Answer What is the phrase for the maximum number of individuals of a given species that an area’s resources can sustain indefinitely without significantly depleting or degrading those resources?,"CARRYING CAPACITY
_______________________________________________________"
