type,subject,format,question,answer
toss-up,,Multiple Choice,1) GENERAL SCIENCE Multiple Choice Which of the following leaf traits would be most useful in identifying the plants from which the leaves originated? W) Presence or absence of veins X) Arrangement of leaves on the stem Y) Function of the leaves Z) Color of the leaves,X) ARRANGEMENT OF LEAVES ON THE STEM
bonus,,Short Answer,1) GENERAL SCIENCE Short Answer What are the three broad categories of galaxy shapes?,"SPIRAL, ELLIPTICAL, IRREGULAR"
toss-up,math,Short Answer,Find the value of c that completes the square of r r 2,"+ 32 +c .
256"
bonus,math,Short Answer,"Given that one liter of water weighs one kilogram, providing your answer in terms of pi and in simplest form, what is the weight in kilograms of the water contained in a full cylindrical container with a radius of centimeters and a height of meter?","50 1
250π
Round 8 Page 1"
toss-up,,Multiple Choice,3) PHYSICAL SCIENCE Multiple Choice One gram of which of the following substances will be most dense at standard temperature and pressure? W) Water X) Gold Y) Ethanol Z) Lead,X) GOLD
bonus,,Short Answer,"3) PHYSICAL SCIENCE Short Answer When an Arrhenius [ahr-RAY-nee-oos] acid is added to a base, what are the products?",WATER AND A SALT (ACCEPT: SOLVATED IONS)
toss-up,energy,Short Answer,What is the SI unit of measurement for gravitational potential energy?,JOULE
bonus,energy,Multiple Choice,Which of the following rock types would most likely be the best oil reservoir [REZ-er-vwohr]? W) Granite X) Basalt Y) Shale Z) Sandstone,"Z) SANDSTONE
Round 8 Page 2"
toss-up,,Short Answer,"5) LIFE SCIENCE Short Answer Identify all of the following four types of stimuli which can elicit a tropic response in plants: 1) light, 2) gravity, 3) touch, 4) heat.",ALL
bonus,,Multiple Choice,5) LIFE SCIENCE Multiple Choice Which of the following accurately matches the part of the flower and its description? W) Top part of the stamen that produces and bears pollen – sepal X) Swollen base of the flower than attaches it to the stem – carpel Y) Sticky part of the flower’s carpel that traps pollen grains – stigma Z) Part of the flower containing the ovules that later develop into seeds – anther,"Y) STICKY PART OF THE FLOWER’S CARPEL THAT TRAPS POLLEN GRAINS –
STIGMA"
toss-up,math,Short Answer,What is the greatest integer less than or equal to the cube root of ? 100,4
bonus,math,Short Answer,"Solve the following system of two equations: x y and x y 7 + 2 = -6 A-1N4S W– 4ER=: N-2O. SOLUTION (ACCEPT: NULL SET, EMPTY SET) Round 8 Page 3 TOSS-UP 7) GENERAL SCIENCE Multiple Choice Patricia is trying to improve her basketball skills. She finds that her shots consistently hit a point to the right of the basket. Which of the following correctly characterizes the precision and accuracy of her shots? W) Not accurate or precise X) Both accurate and precise Y) Accurate but not precise Z) Precise but not accurate",Z) PRECISE BUT NOT ACCURATE
