type,subject,format,question,answer
toss-up,,Multiple Choice,1) LIFE SCIENCE Multiple Choice Which of the following is NOT part of the human respiratory system? W) Pharynx [FAR-ingks] X) Larynx [LAR-ingks] Y) Esophagus [i-SOF-uh-guhs] Z) Trachea [TRAY-kee-uh],Y) ESOPHAGUS
bonus,,Multiple Choice,1) LIFE SCIENCE Multiple Choice Plasma is the part of human blood that consists mostly of which of the following? W) Red blood cells X) White blood cells Y) Water Z) Hemoglobin [HEE-muh-gloh-bin],Y) WATER
toss-up,math,Short Answer,"The thickness of a plastic sheet manufactured by Perky Plastics must satisfy: 0.001 [the absolute value of the quantity t minus 2 is less than or equal to 0.001]. Providing your answer to the nearest thousandth, what is the maximum thickness t, in centimte|te –rs 2, |t h≤is plastic sheet may have?",2.001
bonus,math,Short Answer,The perimeter of a rectangle is equal to meters. The ratio of its length to its width is . What is the area of the rectangle in square meters? 280,"5:2
4000"
toss-up,,Short Answer,"3) PHYSICAL SCIENCE Short Answer What is the potential difference in volts between two points, located 2 meters apart, in a constant electric field of 1 volt per meter?",2
bonus,,Multiple Choice,3) PHYSICAL SCIENCE Multiple Choice Which of the following cannot be classified within the classical three states of matter? W) Gasoline X) Liquid nitrogen Y) Bleach Z) Liquid crystal,Z) LIQUID CRYSTAL
toss-up,math,Multiple Choice,Which of the following would be the approximate measure of the length of a soccer field? W) 1 decameter X) 10 kilometers Y) 100 meters Z) 1000 centimeters,Y) 100 METERS
bonus,math,Short Answer,The volume of cube C is cubic centimeters. Cube D has an edge times the edge of cube C. What is the volume of cube D in cubic centimeters? 8 3,216
toss-up,,Multiple Choice,5) GENERAL SCIENCE Multiple Choice Leaves with an undivided blade are called which of the following? W) Tendrils X) Spines Y) Compound Z) Simple,Z) SIMPLE
bonus,,Multiple Choice,5) GENERAL SCIENCE Multiple Choice Which of the following will allow measurement of a liquid’s volume with the greatest precision? W) 50 milliliter cylinder graduated in 1 milliliter increments X) 100 milliliter cylinder graduated in 0.5 milliliter increments Y) 100 milliliter cylinder graduated in 1 milliliter increments Z) 200 milliliter cylinder graduated in 5 milliliter increments,X) 100 MILLILITER CYLINDER GRADUATED IN 0.5 MILLILITER INCREMENTS
toss-up,energy,Short Answer,A house built in the United States with passive solar capabilities needs to have its large windows facing which compass direction?,SOUTH
bonus,energy,Multiple Choice,Which of the following units is most commonly used in the U.S. to compare the energy content of two different fuel sources? W) BTU X) Barrel Y) Kilowatt Z) Gallon,W) BTU
toss-up,,Multiple Choice,7) LIFE SCIENCE Multiple Choice Which of the following annelids has a sucker at each end of its body? W) Earthworm X) Leech Y) Bristleworm Z) Polychaete [POL-i-keet],X) LEECH
bonus,,Short Answer,"7) LIFE SCIENCE Short Answer Put the following four stages of development in order from earliest to latest: 1) larvae [LAHR-vee], 2) adult, 3) egg, 4) pupa.","3, 1, 4, 2 (ACCEPT: EGG, LARVAE, PUPA, ADULT)"
toss-up,,Multiple Choice,8) EARTH AND SPACE Multiple Choice Which of the following types of maps would show the most accurate representation of the entire surface of the Earth? W) Mercator projection X) Equal-area projection Y) Globe Z) Contour projection,Y) GLOBE
bonus,,Multiple Choice,8) EARTH AND SPACE Multiple Choice Which of the following is the best explanation of how rift valleys are formed? W) The scouring of bedrock as glaciers retreat X) Tectonic divergence Y) The accumulation of glacial deposits deposited as glaciers retreat Z) A wide river scours out the land then shifts direction,X) TECTONIC DIVERGENCE
toss-up,energy,Short Answer,9) PHYSICAL SCIENCE Short Answer What is the kinetic energy in joules of a 10-kilogram object moving at a velocity of 2 meters per second?,20
bonus,,Short Answer,9) PHYSICAL SCIENCE Short Answer A glass of water with ice cubes in it has a mass of 300 grams. What will the mass in grams be immediately after the ice has melted?,300
toss-up,math,Short Answer,"If both coordinates of a point are negative, in which quadrant in the Cartesian coordinate system would it be located?",III (ACCEPT: THIRD)
bonus,math,Short Answer,"Ifab a b , and a is greater than b, what is the value of a – b? = 12, + = 8",4
toss-up,,Short Answer,"11) GENERAL SCIENCE Short Answer Identify all of the following four choices that all living things must do to survive: 1) excrete wastes, 2) maintain homeostasis [hoh-mee-uh-STAY-sis], 3) ingest food, 4) metabolize.","1, 2, 4 (ACCEPT: EXCRETE WASTES, MAINTAIN HOMEOSTASIS, METABOLIZE)"
bonus,,Multiple Choice,11) GENERAL SCIENCE Multiple Choice Which of the following statements is NOT true? W) Some species of Archeabacteria [ahr-ke-bak-TEER-ee-uh] are the oldest organisms on Earth X) Some species of Archeabacteria are extremophiles Y) Some species of Eubacteria have a membrane-bound nucleus Z) Some species of Eubacteria are found in your mouth,Y) SOME SPECIES OF EUBACTERIA HAVE A MEMBRANE-BOUND NUCLEUS
toss-up,energy,Multiple Choice,Emma puts a thermometer into a glass filled with hot water. Why does the mercury inside the thermometer rise? W) Air bubbles are released X) Heat from the water makes it expand Y) Heat from the water makes it contract Z) Air pressure above the water pulls it up,X) HEAT FROM THE WATER MAKES IT EXPAND
bonus,energy,Multiple Choice,"Which of the following is, to date, the most promising method of disposing of nuclear waste? W) Combining it with carbon dioxide X) Storing it underground in a geologic formation Y) Storing it in a low-level disposal vault Z) Diluting it before pouring it into the ocean",X) STORING IT UNDERGROUND IN A GEOLOGIC FORMATION
toss-up,,Multiple Choice,13) LIFE SCIENCE Multiple Choice Which of the following types of feather helps birds maintain a constant body temperature? W) Contour X) Down Y) Barbed Z) Ribbed,X) DOWN
bonus,,Multiple Choice,13) LIFE SCIENCE Multiple Choice Which of the following is an adaptation in birds that facilitates flight? W) Hollow bones X) Sharp claws Y) Smooth feathers Z) Small beaks,W) HOLLOW BONES
toss-up,,Short Answer,"14) EARTH AND SPACE Short Answer In approximately 5.5 billion years, our Sun will move to which next phase in its life cycle?",RED GIANT
bonus,,Multiple Choice,14) EARTH AND SPACE Multiple Choice Which of the following cosmic phenomena gave rise to most of the iron found on Earth? W) Red giants X) Supernovae [soo-per-NOH-vee] Y) Quasars [KWAY-zahrs] Z) Pulsars,X) SUPERNOVAE
toss-up,,Short Answer,"15) PHYSICAL SCIENCE Short Answer A metal spoon, a wooden spoon and a plastic spoon are all placed in hot water. After 15 seconds, which spoon will feel the hottest?",METAL
bonus,,Short Answer,15) PHYSICAL SCIENCE Short Answer What form of electromagnetic radiation causes sunburns?,ULTRAVIOLET (ACCEPT: UVA AND UVB; DO NOT ACCEPT: UVC)
toss-up,math,Short Answer,"Providing your answer as a fraction in lowest terms, what is the slope of a line that is perpendicular to a line with the equation y x ? 2 = 5 – 3",-1/5
bonus,math,Short Answer,What is the greatest integer less than or equal to ?,"√888
29"
toss-up,,Multiple Choice,"17) GENERAL SCIENCE Multiple Choice Which of the following statements is true? W) Lightning never strikes the same location twice X) A car’s rubber tires will protect its occupants from lightning Y) If outside during a lightning storm, it is best to take a low, crouching position with feet together Z) Lightning strike victims retain an electrical charge and will shock someone who touches them","Y) IF OUTSIDE DURING A LIGHTNING STORM, IT IS BEST TO TAKE A LOW,
CROUCHING POSITION WITH FEET TOGETHER"
bonus,,Short Answer,"17) GENERAL SCIENCE Short Answer If you see a flash of lightning and ten seconds pass before you hear a clap of thunder, about how far away to the nearest mile is the thunderstorm?",2
toss-up,energy,Short Answer,"Electric energy is used to power an incandescent lamp. Is the amount of light energy produced more than, less than, or equal to the electrical energy used?",LESS THAN
bonus,energy,Short Answer,"In 1800, Alessandro Volta made the first electric battery by alternating discs of copper and zinc with cloth dampened with a solution of water and salt. What was the name of his invention?",VOLTAIC PILE (ACCEPT: ELECTRIC ORGAN)
toss-up,,Multiple Choice,19) LIFE SCIENCE Multiple Choice Which of the following kinds of mammal teeth are used to bite and cut? W) Incisors X) Premolars Y) Molars Z) Grinders,W) INCISORS
bonus,,Short Answer,19) LIFE SCIENCE Short Answer What is the term for the non-living physical and chemical components of an ecosystem?,ABIOTIC
