type,subject,format,question,answer
toss-up,math,Multiple Choice,Which of the following BEST describes the number property used in the following equation: (3 × 2) × 5 = 3 × (2 × 5) W) associative property of multiplication X) commutative property of multiplication Y) distributive property of multiplication Z) multiplicative property of one,W) ASSOCIATIVE PROPERTY OF MULTIPLICATION
bonus,math,Short Answer,Arrange the following in increasing order: (–3)2; –(4)2; (–1)4; –(–3)3,–(4)2; (–1)4; (–3)2; –(–3)3
toss-up,,Short Answer,"2) GENERAL SCIENCE Short Answer To the nearest whole number, convert 53ºC into kelvin:",326
bonus,,Short Answer,"2) GENERAL SCIENCE Short Answer To the nearest whole number, convert 60ºC into degrees Fahrenheit:","140
(Solution: 60 × 1.8 + 32 = 140º)
2007 Middle School Regional Science Bowl – Round 4 Page 1"
toss-up,,Multiple Choice,3) LIFE SCIENCE Multiple Choice Which of the following is NOT a rodent: W) rabbit X) chipmunk Y) prairie dog Z) squirrel,W) RABBIT
bonus,,Short Answer,3) LIFE SCIENCE Short Answer Order the following 4 groups from the LARGEST taxonomical group to the SMALLEST taxonomical group: family; class; order; phylum,PHYLUM; CLASS; ORDER; FAMILY
toss-up,energy,Multiple Choice,"4) PHYSICAL SCIENCE Multiple Choice In a modern optimally functioning internal combustion engine, most of the energy is lost as: W) heat X) unburnt fuel Y) CO 2 Z) carbon monoxide",W) HEAT
bonus,,Multiple Choice,4) PHYSICAL SCIENCE Multiple Choice Which of the following statements is LEAST accurate regarding states of matter: W) solids when heated typically expand X) gases can be made of a single element Y) matter on Earth is never in a plasma state Z) gases condense to form liquids,"Y) MATTER ON EARTH IS NEVER IN A PLASMA STATE
2007 Middle School Regional Science Bowl – Round 4 Page 2"
toss-up,earth science,Short Answer,"At its maximum brightness, which planet of our solar system appears brighter than any other planet in the sky?",VENUS
bonus,earth science,Multiple Choice,In which of the following locations are you MOST likely to find a well-preserved dinosaur fossil: W) within key beds of the Devonian Period X) within metamorphic rocks of the Cretaceous Period Y) within sedimentary rocks laid down during the Mesozoic Era Z) within volcanic casts of the Jurassic Period,"Y) WITHIN SEDIMENTARY ROCKS LAID DOWN DURING THE MESOZOIC
ERA"
toss-up,math,Short Answer,"Giving your answer as a proper fraction in its simplest form, multiply the 5 6 following two fractions: (! )""(! ) 6 11 5",11
bonus,math,Short Answer,"Giving your answer as a mixed fraction reduced to its lowest terms, 8 1 5 12 subtract the following fractions: ( ! )!( ! ) 9 9 9 9 5","1
9
2007 Middle School Regional Science Bowl – Round 4 Page 3"
toss-up,,Multiple Choice,7) GENERAL SCIENCE Multiple Choice Which of the following is NOT true of metric volumes: W) a liter is larger than a centiliter X) a milliliter is smaller than a picoliter Y) a deciliter is smaller than a liter Z) a microliter is smaller than a milliliter,X) A MILLILITER IS SMALLER THAN A PICOLITER
bonus,,Short Answer,"7) GENERAL SCIENCE Short Answer Giving your answer in proper scientific notation with the correct number of significant digits, convert 800 kilometers per hour into meters per hour:",8 × 105
toss-up,,Short Answer,8) LIFE SCIENCE Short Answer Name all of the following 4 organisms that molt: nematode; clam; lobster; mollusk,LOBSTER
bonus,,Short Answer,8) LIFE SCIENCE Short Answer What is the scientific term for the type of circulatory system found in lobsters in which blood empties into spaces in the body that are not contained in vessels?,"OPEN
2007 Middle School Regional Science Bowl – Round 4 Page 4"
toss-up,,Multiple Choice,"9) PHYSICAL SCIENCE Multiple Choice Which of the following is a Group 1 metal that gives off a persistent yellow color when burned in a flame test, and is also used in commercial and highway vapor lamps that have a yellow glow: W) neon X) potassium Y) sodium Z) zinc",Y) SODIUM
bonus,,Short Answer,"9) PHYSICAL SCIENCE Short Answer Consider an atom that has an original atomic mass of 33 and has 17 neutrons. If it then loses one proton, what is the resultant atomic number of the atom?","15
(Solution: atomic mass – 17 N = 16 protons = atomic # of 16 à loss of 1 is 16 – 1 = 15)"
toss-up,earth science,Multiple Choice,A psychrometer (read as: sigh-KROM-meter) is used to measure: W) salinity X) humidity Y) wind direction Z) pressure,X) HUMIDITY
bonus,earth science,Short Answer,What is the most common scientific name of the instrument used to measure wind speed?,"ANEMOMETER
2007 Middle School Regional Science Bowl – Round 4 Page 5"
toss-up,math,Short Answer,"If the mileage scale on a road map is 1centimeter per 2.5 miles, an 80-mile trip would be represented by how many centimeters on the same map?",32
bonus,math,Short Answer,"Of the following five quantities, which is the LEAST and which is the GREATEST, respectively: : 0.425; ¼; 2 ; – 9; 4/3",LEAST = – 9; GREATEST = 2
toss-up,,Multiple Choice,"12) GENERAL SCIENCE Multiple Choice A dog has a difficult time locating a stick at the bottom of a clear, shallow pool because he perceives it to be in a slightly different spot. This is BEST explained by which of the following properties of light: W) diffraction X) reflection Y) refraction Z) polarization",Y) REFRACTION
bonus,,Multiple Choice,12) GENERAL SCIENCE Multiple Choice Which of the following typically accounts for the greatest amount of magnification in a compound light microscope: W) condenser lens X) objective lens Y) ocular lens Z) diaphragm,"X) OBJECTIVE LENS
2007 Middle School Regional Science Bowl – Round 4 Page 6"
toss-up,,Short Answer,13) LIFE SCIENCE Short Answer What is the most common simple sugar or monosaccharide that makes up most of the carbohydrates of the typical American’s diet?,GLUCOSE
bonus,,Short Answer,13) PHYSICAL SCIENCE Short Answer Which one of the following 5 molecules is a disaccharide that is present in high levels in milk: maltose; fructose; glucose; lactose; hexose,LACTOSE
toss-up,,Multiple Choice,14) PHYSICAL SCIENCE Multiple Choice Which of the following choices is NOT an example of a chemical change: W) shiny new copper tarnishing to a green color X) bubbles forming in a solution of vinegar following the addition of baking soda Y) steel turning red upon heating Z) iron rusting,Y) STEEL TURNING RED UPON HEATING
bonus,,Short Answer,14) PHYSICAL SCIENCE Short Answer Rusting of iron is a chemical combination of what two chemical elements?,"OXYGEN AND IRON
2007 Middle School Regional Science Bowl – Round 4 Page 7"
