type,subject,format,question,answer
toss-up,,Multiple Choice,*1) GENERAL SCIENCE Multiple Choice Fungi are usually spread most effectively by: W) water born hyphae X) airborne spores Y) animal ingestion of spores Z) soil germination of seeds,X) AIRBORNE SPORES
bonus,,Multiple Choice,"*1) GENERAL SCIENCE Multiple Choice When using a compound light microscope, which of the following is the proper procedure for focusing? W) begin with a low power objective and use only course focus when using the high power objective X) begin with a high power objective and use only fine focus when using the low power objective Y) begin with a low power objective and use only fine focus when using the high power objective Z) begin with a high power objective and use only course focus when using the low power objective","Y) BEGIN WITH A LOW POWER OBJECTIVE AND USE ONLY FINE FOCUS
WHEN USING THE HIGH POWER OBJECTIVE"
toss-up,math,Short Answer,Factor the following quadratic equation: x2 +6x+9,( x+3 )( x+3 ) or ( x+3 )2
bonus,math,Short Answer,"If you count from 1 to 100, how many 9's will you pass on the way?","20
Junior National Science Bowl Single Elimination 3 Page 1"
toss-up,math,Multiple Choice,Which of the following is a binomial? x2 W) 2 X) x2 +5x−2 Y) π Z) x−2 ANSWER : Z) x−2 BONUS 3) MATH Short Answer What are all the integral factors of the number 22?,"1, 2, 11, 22 (ACCEPT: + or - 1, 2, 11, 22)"
toss-up,,Multiple Choice,"4) LIFE SCIENCE Multiple Choice During photosynthesis, for every molecule of glucose that is made, how many molecules of carbon dioxide and water are consumed? W) six carbon dioxide molecules and six water molecules X) four carbon dioxide molecules and four water molecules Y) twelve carbon dioxide molecules and twelve water molecules Z) six carbon dioxide molecules and twelve water molecules",W) SIX CARBON DIOXIDE MOLECULES AND SIX WATER MOLECULES
bonus,,Multiple Choice,4) LIFE SCIENCE Multiple Choice Which of the following best describes antibodies: W) a class of polysaccharides involved in the immune system X) a group of proteins made by plasma cells in response to a foreign substance Y) small bodies of insects that look like ants Z) a class of genes produced by the immune system to fight disease,"X) A GROUP OF PROTEINS MADE BY PLASMA CELLS IN RESPONSE TO
A FOREIGN SUBSTANCE
Junior National Science Bowl Single Elimination 3 Page 2"
toss-up,earth science,Multiple choice,"If wind speeds in a storm are clocked in excess of 200 mph, this is most likely a measurement within a : W) typical thunder storm X) tornado Y) hurricane Z) microburst",X) TORNADO
bonus,earth science,Multiple Choice,"S-waves produced by earthquakes, do not travel through the Earth’s: W) crust X) mantle Y) outer core Z) lithosphere",Y) OUTER CORE
toss-up,,Multiple Choice,6) PHYSICAL SCIENCE Multiple Choice What causes skin to sunburn after prolonged exposure to sunlight? W) infrared light X) X-rays Y) ultraviolet light Z) cosmic rays,Y) ULTRAVIOLET LIGHT
