type,subject,format,question,answer
toss-up,,Short Answer,"1) Physical Science – Short Answer What subatomic particles are hadrons, such as protons and neutrons, composed of?",QUARKS
bonus,,Short Answer,1) Physical Science – Short Answer An alpha particle is equivalent to the nucleus of what element?,"HELIUM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"2) Energy – Multiple Choice In the most common type of geothermal power plant, what rotates the turbines? W) Steam X) Water Y) Ice Z) Hot air",W) STEAM
bonus,energy,,"– Artificial photosynthesis is being explored as a new type of renewable energy. What is the name of the second, reduction stage of photosynthesis?",CALVIN-BENSON CYCLE (ACCEPT LIGHT-INDEPENDENT REACTIONS)
toss-up,math,Short Answer,3) Math – Short Answer Solve the following equation for x: -2x2 + 2 = 0.,1 AND -1 (MUST PROVIDE BOTH ANSWERS)
bonus,math,Short Answer,"3) Math – Short Answer A right circular cone has volume 72 cubic inches. A second cone has half the radius and three times the height of the first cone. In cubic inches, what is the volume of the second cone?","54
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,4) Earth and Space – Multiple Choice Where on an Hertzsprung-Russel diagram would one find a red supergiant? W) Bottom left X) Bottom right Y) Top left Z) Top right,Z) TOP RIGHT
bonus,,Multiple Choice,"4) Earth and Space – Multiple Choice What is the term for a water-bearing layer of permeable, undergound rock? W) Aquifer X) Aquitard Y) Fjord Z) Clay",W) AQUIFER
toss-up,,Multiple Choice,5) General Science – Multiple Choice What is the study of woody plants? W) Botany X) Horticulture Y) Dendrology Z) Mycology,Y) DENDROLOGY
bonus,energy,Short Answer,"5) General Science – Short Answer In photosynthesis, the energy from light is used to split what molecule?","WATER
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Life Science – Short Answer What term is used by biologists to describe an organism’s appearance or observable traits?,PHENOTYPE
bonus,,Short Answer,6) Life Science – Short Answer What muscle is responsible for extending the arm at the elbow?,TRICEPS BRACHII (ACCEPT: TRICEPS)
toss-up,math,Short Answer,7) Math – Short Answer What is the area of the smallest possible square that contains a circle of radius 5?,100
bonus,math,Short Answer,7) Math – Short Answer What is the area of a right triangle with hypotenuse 10 and one leg of length 4?,"4 times the square root of 21
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,8) Earth and Space – Multiple Choice What rock texture is characterized by broken fragments of older rocks? W) Foliated X) Nonfoliated Y) Clastic Z) Bioturbated,Y) CLASTIC
bonus,,Short Answer,8) Earth and Space – Short Answer Identify all of the following three objects that are known to have a dipolar magnetic field: 1) Earth; 2) Jupiter; 3) Earth's moon.,1 AND 2
toss-up,energy,Short Answer,9) Energy – Short Answer What type of nuclear reactor produces fissile fuel as a waste product?,BREEDER REACTORS
bonus,energy,Short Answer,9) Energy – Short Answer One major trouble with using absolute ethanol as a fuel source is that ethanol forms an azeotrope with what ubiquitous liquid?,"WATER
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,10) Life Science – Multiple Choice Which of the following is the region of the body where the thyroid gland is located? W) Neck X) Abdomen Y) Brain Z) Arm pit,W) NECK
bonus,,Multiple Choice,10) Life Science – Multiple Choice Which of the following is an example of metamorphosis? W) A rabbit giving birth to eight young X) A bumble bee larva forming a puparium and emerging as a mature adult Y) A baby bird emerging from the egg Z) A stink bug transitioning through multiple instars eventually becoming a mature adult,"X) A BUMBLE BEE LARVA FORMING A PUPARIUM AND EMERGING AS A MATURE
ADULT"
toss-up,,Multiple Choice,11) General Science – Multiple Choice Cell membranes are described as fluid mosaic models consisting of proteins embedded in a bilayer of phospholipids. Which of the following components of a plant cell do NOT contain two of these bilayers? W) Chloroplast X) Mitochondria Y) Endoplasmic reticulum Z) Nucleus,Y) ENDOPLASMIC RETICULUM
bonus,,Short Answer,11) General Science – Short Answer Johannes Kepler’s laws of planetary motion were based upon observations of what planet?,"MARS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,12) Physical Science – Short Answer Identify all of the following three substances that are considered basic: 1) Vinegar; 2) Ammonia; 3) Milk.,2
bonus,,Short Answer,12) Physical Science – Short Answer At what temperature do the Celsius and Fahrenheit scales have the same value?,NEGATIVE 40
toss-up,,Multiple Choice,13) Earth and Space – Multiple Choice What type of fault is characterized by two tectonic plates that slide past one another horizontally? W) Transform fault X) Normal fault Y) Reverse fault Z) Fracture zone,W) TRANSFORM FAULT
bonus,,Multiple Choice,13) Earth and Space – Multiple Choice In which of the following locations could a hurricane never develop? W) North Pacific X) North Atlantic Y) South Pacific Z) Equator,"Z) EQUATOR
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,14) Life Science – Multiple Choice Which of the following best describes the relationship between epiphytes and the trees they live on? W) Mutualism X) Commensalism Y) Amensalism Z) Parasitism,X) COMMENSALISM
bonus,,Short Answer,"14) Life Science – Short Answer Identify all of the following three choices that arise, directly or indirectly, from meristematic activity: 1) Leaves; 2) Dermal tissue; 3) Xylem.","1, 2, 3 (ACCEPT: ALL)"
toss-up,,Multiple Choice,15) Physical Science – Multiple Choice Which of the following standard units is defined in terms of a physical object? W) Kilogram X) Meter Y) Second Z) Liter,W) KILOGRAM
