type,subject,format,question,answer
toss-up,energy,Multiple Choice,1) Energy – Multiple Choice Which of the following energies is harnessed by floating generators? W) Wind energy X) Tidal energy Y) Wave energy Z) Bio-energy,Y) WAVE ENERGY
bonus,energy,Multiple Choice,"1) Energy – Multiple Choice Researchers are currently working on generating fuel from algae, known as algal biofuel. Which of the following is NOT expected to be replaced with an equivalent algal biofuel? W) Gasoline X) Diesel fuel Y) Jet fuel Z) Home heating oil","Z) HOME HEATING OIL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Earth and Space – Multiple Choice Which of the following is true regarding plutonic rocks? W) They are often fine-grained X) They crystallized within the Earth’s crust Y) They have a glassy texture Z) They cooled very quickly,X) THEY CRYSTALLIZED WITHIN THE EARTH’S CRUST
bonus,,Short Answer,"2) Earth and Space – Short Answer If a simple river’s discharge is 400 meters cubed per second, and its velocity is 5 meters per second, in meters squared, what is its cross-sectional area?",80
toss-up,,Multiple Choice,3) General Science – Multiple Choice Which of the following is closest to the number of people living on Earth? W) 70 million X) 700 million Y) 7 billion Z) 70 billion,Y) 7 BILLION
bonus,,Short Answer,3) General Science – Short Answer Identify the last names of the scientists responsible for formalizing the scientific laws related to each of the following three physical phenomena: 1) Gravity; 2) Buoyancy principle; 3) Planetary motion.,"1) NEWTON; 2) ARCHIMEDES; 3) KEPLER
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,"4) Life Science – Multiple Choice In ecology, what does the term detritus refer to? W) A by-product of bioluminescence X) A type of virus Y) Dead and decaying organic material Z) Organelles found only in plants",Y) DEAD AND DECAYING ORGANIC MATERIAL
bonus,,Multiple Choice,"4) Life Science – Multiple Choice A student puts an elodea plant into a test tube and adds water and baking soda. After putting the test tube under 24 hours of light, the student notices bubbles forming on the leaves. The bubbles are most probably which of the following? W) Oxygen gas X) Carbon dioxide gas Y) Hydrogen gas Z) Nitrogen gas",W) OXYGEN GAS
toss-up,math,Short Answer,"5) Math – Short Answer The endpoints of a diameter of a circle have coordinates (3, 4) and (-3, -2). What are the coordinates of the center of the circle?","(0, 1)"
bonus,math,Short Answer,"5) Math – Short Answer Rounding your answer to the nearest 10,000, what is 347 times 682?","240,000
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
