type,subject,format,question,answer
toss-up,math,Multiple Choice,Barb and Zack start walking around a track at the same time. It takes Barb 10 minutes to complete one lap. Zack completes one lap in minutes. After how many minutes will they be at the starting point together? 8 W) X) Y) 18 Z) 30 40 AN8S0WER: Y) 40 BONUS 1) MATH Short Answer What is the difference between the smallest prime number greater than 100 and the largest prime number less than 100?,4
toss-up,,Multiple Choice,2) LIFE SCIENCE Multiple Choice An ecologist notices that there are two distinct populations of sparrows that cannot interbreed due to infertility. This demonstrates which of the following types of isolation? W) Mechanical X) Genetic Y) Gametic Z) Hybrid breakdown,Y) GAMETIC
bonus,,Short Answer,2) LIFE SCIENCE Short Answer Various parts of the human body show differences in relative growth rates. What principle explains this phenomenon?,"ALLOMETRIC GROWTH
Round 10 Page 1"
toss-up,,Multiple Choice,3) GENERAL SCIENCE Multiple Choice In which of the following locations do most ocean trenches occur? W) Mid-ocean ridge X) Abyssal plains Y) Continental shelf Z) Convergent boundaries,Z) CONVERGENT BOUNDARIES
bonus,,Short Answer,"3) GENERAL SCIENCE Short Answer Given the combustion equation 2C H + 13O 4 10 2 [yields] 8CO + 10H O, how many moles of water can be produced by reacting 12.5 moles of 2 2 C H with excess oxygen? → 4 10",62.5
toss-up,math,Short Answer,"If a wheel has spokes, how many total spaces will this form between spokes? 15",15
bonus,math,Short Answer,"Sam is going to sky dive out of a plane that is feet above sea level. Using g feet per second squared, find Sam’s height above sea level in feet after he has fallen seconds. 8000 = 32","1 0
6400
Round 10 Page 2"
toss-up,,Short Answer,5) PHYSICAL SCIENCE Short Answer What type of reaction is 2Al + Fe O yields 2Fe + 2 3 Al O ? 2 3,REPLACEMENT (ACCEPT: SINGLE REPLACEMENT OR DISPLACEMENT)
bonus,,Short Answer,"5) PHYSICAL SCIENCE Short Answer If an atom has an electron in a d subshell, then what is the smallest principal quantum number the electron may possess?",3
toss-up,,Short Answer,"6) EARTH AND SPACE Short Answer What type of coal is extremely hard and brittle, is almost pure carbon, and gives off a great amount of heat when it burns?",ANTHRACITE
bonus,,Multiple Choice,6) EARTH AND SPACE Multiple Choice Which of the following are the dark debris lines down the center of glaciers caused by rocks scoured from surrounding valley walls? W) Cirques [SURKS] X) Horns Y) Arêtes [uh-REYTS] Z) Medial moraines,"Z) MEDIAL MORAINES
Round 10 Page 3"
toss-up,,Multiple Choice,7) LIFE SCIENCE Multiple Choice In which of the following locations found in the human body is the hormone somatotropin produced? W) Thyroid X) Pituitary [pi-TOO-i-ter-ee] Y) Thymus Z) Adrenal,X) PITUITARY
bonus,,Short Answer,7) LIFE SCIENCE Short Answer Which organelle is the principal site of membrane protein synthesis in eukaryotic [yoo-KAR-ee-oh-tik] cells?,ROUGH ENDOPLASMIC RETICULUM
toss-up,energy,Multiple Choice,Which of the following countries produces over 90% of its energy through geothermal resources? W) Iceland X) United States Y) China Z) Russia,W) ICELAND
bonus,energy,Multiple Choice,What happens to a 180 watt solar panel's power output when the solar irradiance is lower than the one specified at standard temperature and pressure? W) The power is converted from AC to DC X) The power is converted from DC to AC Y) It produces more than 180 watts Z) It produces less than 180 watts,"Z) IT PRODUCES LESS THAN 180 WATTS
Round 10 Page 4"
