type,subject,format,question,answer
toss-up,energy,Short Answer,1) Energy – Short Answer Researchers at DOE recently used the SLAC [slack] Synchrotron [SINK-row- trawn] Radiation Light Source to solve the structure of the Lassa virus glycoprotein bound to a human neutralizing antibody. What particles did they use from this source to image the protein complex?,PHOTONS (ACCEPT: X-RAYS)
bonus,energy,Short Answer,1) Energy – Short Answer The first nuclear-generated electricity in the United States was located at what DOE lab?,"ARGONNE NATIONAL LAB (ACCEPT: ANL)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,2) Earth and Space – Multiple Choice Which of the following is NOT commonly used to describe mineral luster? W) Dull X) Metallic Y) Resinous Z) Conchoidal [kon-KOI-dal],Z) CONCHOIDAL
bonus,,Short Answer,2) Earth and Space – Short Answer Cinnabar is an ore of what element?,MERCURY
toss-up,,Short Answer,3) Life Science – Short Answer Which of the three classes of muscle tissue is responsible for vasodilation [vay-zoh-dye-LAY-shun] and constriction?,SMOOTH
bonus,,Short Answer,"3) Life Science – Short Answer Keratins and lamins, known for their mechanical strength, belong to what class of cytoskeletal [SIGH-toh-skeletal] filament?","INTERMEDIATE FILAMENT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,"4) Math – Multiple Choice If an angle of x degrees and an angle of y degrees are complementary, which of the following is NOT a possible value of y minus x? W) 0 X) 45 Y) –45 Z) 100",Z) 100
bonus,math,Short Answer,"4) Math – Short Answer To the nearest whole number, how many minutes would it take for a car traveling at 30 miles per hour to go 3,500 yards?",4
toss-up,energy,Short Answer,5) Physical Science – Short Answer What type of thermal energy transfer is mediated by electromagnetic waves?,RADIATION
bonus,,Short Answer,5) Physical Science – Short Answer Rank the following four electromagnetic waves in decreasing order of wavelength: 1) X-rays; 2) Visible light; 3) Radio; 4) Infrared.,"3, 4, 2, 1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Earth and Space – Short Answer During which of the lunar phases can a lunar eclipse occur?,FULL
bonus,,Short Answer,6) Earth and Space – Short Answer Sunlight takes approximately 8 minutes to reach Earth. What integer power of 10 is nearest the number of meters in one astronomical unit?,11 (ACCEPT: 1011)
toss-up,energy,Short Answer,7) Energy – Short Answer Researchers at the Pacific Northwest National Laboratory are working to make longer-lasting lithium batteries by using silicon as an electrode. The electrodes of lithium-ion batteries are typically made of what material?,GRAPHITE (ACCEPT: CARBON)
bonus,energy,Short Answer,7) Energy – Short Answer Bioethanol is often treated with molecular [moh-LEK-yoo-lur] sieves [sivs] or zeolites before it is mixed with gasoline to make E10. What substance is being removed from the ethanol during this treatment?,"WATER (ACCEPT: H O)
2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"8) Math – Short Answer When flipping a coin 4 times, what is the probability that all 4 results are the same?","1/8 (ACCEPT: 0.125, 12.5%, 12 1/2 %)"
bonus,math,Short Answer,"8) Math – Short Answer A school has 5m – 13 students in its science club, and 2m + 41 students in its band. If there are more students in the science club than in band, what is the smallest possible value of m?",19
toss-up,,Short Answer,"9) Life Science – Short Answer What group of organisms gives birth or lays watertight eggs and includes chickens, lizards, and humans?",AMNIOTES
bonus,,Multiple Choice,9) Life Science – Multiple Choice A new vertebrate organism is discovered. It reproduces by laying an amniotic [am-nee-AWT-ik] egg. It also produces milk. Which of the following terms best classifies this animal? W) Aves [AY-veez] X) Monotrema [mono-TREH-mah] Y) Marsupialia [mar-soop-ee-AY-lee-ah] Z) Eutheria [yoo-THEER-ee-ah],"X) MONOTREMA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,10) Physical Science – Short Answer What two-carbon carboxylic acid is the main solute in vinegar?,ACETIC ACID (ACCEPT: ETHANOIC ACID)
bonus,,Short Answer,10) Physical Science – Short Answer How many lone pairs of electrons are present in the Lewis diagram of carbon dioxide?,4
toss-up,,Multiple Choice,11) Earth and Space – Multiple Choice Which of the following blows from west to east over Kansas and Tennessee? W) Trade winds X) Jet stream Y) Prevailing easterlies Z) Prevailing westerlies,Z) PREVAILING WESTERLIES
bonus,,Short Answer,"11) Earth and Space – Short Answer Valley glaciers can scoop out deep depressions called cirques [surks], which meet at a sharp ridge called what?","ARÊTE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"12) Math – Short Answer What is the least common multiple of 5, 7, and 30?",210
bonus,math,Short Answer,12) Math – Short Answer What is the degree measure of each interior angle of a regular 45-sided polygon?,172
toss-up,,Short Answer,13) Life Science – Short Answer What is the term for the process of programmed cell death?,APOPTOSIS [AY-pah-TOW-sis]
bonus,,Multiple Choice,13) Life Science – Multiple Choice The haploidy [HAP-loy-dee] of gametes [GAM-eets] supports which of Gregor Mendel's laws? W) Law of independent assortment X) Law of dominance Y) Law of segregation of alleles [ah-LEELZ] Z) Law of meiosis [my-OH-sis],"Y) LAW OF SEGREGATION OF ALLELES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,"14) Physical Science – Short Answer For water, rank the following three phases of matter in terms of increasing distance between individual particles: 1) Gas; 2) Liquid; 3) Solid.","2, 3, 1"
bonus,energy,Short Answer,"14) Physical Science – Short Answer In an atom, what is the maximum number of electrons the third energy level can hold?",18
toss-up,energy,Multiple Choice,15) Earth and Space – Multiple Choice Which of the following is closest to the ratio of the energy released by a magnitude 5 earthquake to that of a magitude 4 earthquake? W) 10 X) 16 Y) 32 Z) 64,Y) 32
bonus,,Multiple Choice,15) Earth and Space – Multiple Choice Which of the following does NOT affect weathering rates for a rock? W) Parent material X) Climate Y) Fracture density Z) Soil texture,"Z) SOIL TEXTURE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,16) Life Science – Short Answer In what part of the cell does glycolysis [glye-KAWL-eh-sis] occur?,CYTOPLASM (ACCEPT: CYTOSOL)
bonus,,Multiple Choice,16) Life Science – Multiple Choice What structures are responsible for delivering amino acids to the ribosome [RYE-beh-sohm]? W) mRNA X) dsRNA Y) tRNA Z) polymerase [paw-LIM-er-ace],Y) tRNA
toss-up,math,Short Answer,"17) Math – Short Answer What is the slope-intercept equation of the line through the origin that contains the point (6, –24) ?",y = –4x (ACCEPT: y = –4x + 0)
bonus,math,Short Answer,17) Math – Short Answer A pyramid with 18 edges has how many faces?,"10
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"18) Energy – Multiple Choice At the Environmental Molecular Sciences Laboratory, part of the Pacific Northwest National Laboratory, scientists are examining the formation of soot using jet fuel. How is soot formed? W) Complete combustion of hydrocarbon fuels X) Partial combustion of hydrocarbon fuels Y) Wildfires Z) Release of methane by livestock",X) PARTIAL COMBUSTION OF HYDROCARBON FUELS
bonus,energy,Short Answer,"18) Energy – Short Answer When uranium is inside a nuclear fuel rod, it is a compound in the form of black pellets. What is its chemical formula?","UO
2"
toss-up,,Short Answer,19) Physical Science – Short Answer What physical principle is used to determine the buoyant force acting on a body?,ARCHIMEDES' PRINCIPLE
bonus,,Short Answer,19) Physical Science – Short Answer Identify all of the following three statements that are true of waves: 1) Light cannot travel through a vacuum; 2) Sound cannot travel through a vacuum; 3) Sound waves travel faster than light waves.,"2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,20) Earth and Space – Short Answer The 21-centimeter hydrogen radiation line is detectable in what part of the electromagnetic spectrum?,RADIO
bonus,,Short Answer,20) Earth and Space – Short Answer Arrange the following three features of the solar system in order of increasing distance from the Sun: 1) Ceres [SEER-eez]; 2) Heliopause; 3) The farthest extent of the Oort [ort] cloud.,"1, 2, 3"
toss-up,math,Short Answer,"21) Math – Short Answer If the product of two binomials is h2 + 10h – 144 and one factor is h – 8, what is the other factor?",h + 18
bonus,math,Short Answer,"21) Math – Short Answer Giving your answer in base 8, what is ONE-SEVEN base 8 times FIVE-SIX base 8?","ONE-TWO-SIX-TWO (ACCEPT: 1262)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,22) Life Science – Short Answer Identify all of the following four vitamins that are fat soluble: 1) Vitamin A; 2) Vitamin C; 3) Vitamin D; 4) Vitamin B6.,1 AND 3
bonus,,Short Answer,22) Life Science – Short Answer What cells in the pancreas are the primary producers of the hormone insulin and are attacked by the immune system in type I diabetes?,"BETA ISLET CELLS (ACCEPT: ISLET CELLS, BETA CELLS)"
toss-up,energy,Short Answer,23) Physical Science – Short Answer The rate of a chemical reaction is related to the minimum energy required to get the reaction going. What is the term for this energy?,ACTIVATION ENERGY
bonus,,Short Answer,23) Physical Science – Short Answer Identify all of the following three acids that are considered weak acids: 1) Hydrochloric acid; 2) Acetic acid; 3) Ascorbic acid.,2 AND 3
