type,subject,format,question,answer
toss-up,,Multiple Choice,1) Earth and Space – Multiple Choice Specific gravity is a measure of what? W) Relative mass X) Relative density Y) Relative elasticity Z) Relative bouyancy,X) RELATIVE DENSITY
bonus,,Multiple Choice,1) Earth and Space – Multiple Choice What is the term for a contour line connecting points of equal temperature on a weather map? W) Isobar X) Isochore Y) Isotherm Z) Isostasy,"Y) ISOTHERM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,2) Math – Short Answer Solve the following equation for s: -143 = -11s,13
bonus,math,Short Answer,"2) Math – Short Answer What is the least common denominator of the three fractions 1/6, 3/10, and 1/28?",420
toss-up,,Multiple Choice,3) Physical Science – Multiple Choice An atom that loses its outer electron or electrons readily is which of the following? W) Active nonmetal X) Active metal Y) Inactive nonmetal Z) Inactive metal,X) ACTIVE METAL
bonus,,Multiple Choice,"3) Physical Science – Multiple Choice Two objects have the same size and shape but one is twice as heavy as the other. If air resistance is negligible, what happens when they are dropped simultaneously from a building? W) The heavy one lands on the ground before the light one X) They land on the ground at the same time and have the same speed Y) They land on the ground at the same time but the heavy one has more speed Z) They land on the ground at the same time but the heavy object has a lower acceleration","X) THEY LAND ON THE GROUND AT THE SAME TIME AND HAVE THE SAME
SPEED
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer How many kilowatt-hours, rounded to the nearest tenth, does it require to light a 100-watt bulb for 1 hour?",0.1
bonus,energy,Short Answer,4) Energy – Short Answer The energy stored in a uranium atom can be released via what type of nuclear reaction?,FISSION
toss-up,,Multiple Choice,5) General Science – Multiple Choice Doppler radar is best used in which of the following applications? W) Forecasting weather X) Searching for extraterrestrial life Y) Mapping the ocean floor Z) Tracking marine life,W) FORECASTING WEATHER
bonus,,Multiple Choice,"5) General Science – Multiple Choice Plates on the Earth’s surface interact at three different types of tectonic boundaries. Which of the following describes the three interactions? W) Hot spots, fringing reefs, and earthquake zones X) Transform faults, subform faults, and reform faults Y) Seafloor spreading, transform faults, and subduction Z) Continental drift, seafloor spreading, and hot spots","Y) SEAFLOOR SPREADING, TRANSFORM FAULTS, AND SUBDUCTION
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,6) Life Science – Short Answer What is the name of the triplet of bases in the mRNA that codes for a specific amino acid?,CODON
bonus,,Multiple Choice,6) Life Science – Multiple Choice What is a large community of plants and animals that live in the same place? W) Biome X) Biosphere Y) Quadridome Z) Abiotic environment,W) BIOME
toss-up,,Multiple Choice,7) Physical Science – Multiple Choice Which of the following is the SI unit of mass? W) Gram X) Kilogram Y) Liter Z) Pound,X) KILOGRAM
bonus,,Short Answer,7) Physical Science – Short Answer What is the term for the change in enthalpy that must occur for ice to become water at zero degrees Celsius?,"HEAT OF FUSION (ACCEPT: ENTHALPY OF FUSION)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,8) General Science – Short Answer What element makes up about 24% of the Sun’s mass?,HELIUM
bonus,,Short Answer,8) General Science – Short Answer A researcher designs an experiment in which she compares the predation on a group of white mice to the predation on a control group of grey mice. What type of variable is fur color in this experiment?,INDEPENDENT
toss-up,math,Multiple Choice,9) Math – Multiple Choice Which of the following integers is a perfect square? W) 110 X) 125 Y) 225 Z) 300,Y) 225
bonus,math,Multiple Choice,"9) Math – Multiple Choice If k, m, and n are 3 different non-zero numbers and 1/k + 1/m = 1/n, what is k in terms of m and n? W) 1 over open parenthesis m – n close parenthesis X) 1 over open parenthesis n – m close parenthesis Y) mn over open parenthesis m – n close parenthesis Z) mn over open parenthesis n – m close parenthesis","Y) mn OVER OPEN PARENTHESIS m – n CLOSE PARENTHESIS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Multiple Choice,"10) Life Science – Multiple Choice Forest fires are important in some ecosystems for all of the following reasons except: W) They create a warmer climate, increasing precipitation X) They thin understory, making way for increased growth Y) They help clear dead and dying organisms Z) They can remove non-native, non-fire-resistant species","W) THEY CREATE A WARMER CLIMATE, INCREASING PRECIPITATION"
bonus,,Multiple Choice,10) Life Science – Multiple Choice Which of the following organelles regulates what enters and leaves the cell? W) Mitochondria X) Lysosome Y) Chloroplast Z) Cell membrane,Z) CELL MEMBRANE
toss-up,,Short Answer,11) Earth and Space – Short Answer The common mineral quartz is composed of what two elements?,SILICON AND OXYGEN
bonus,,Multiple Choice,11) Earth and Space – Multiple Choice Which of the following makes up 97% of the Earth’s water? W) Groundwater X) Fresh water Y) Salt water Z) Spring water,"Y) SALT WATER
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,"12) Physical Science – Short Answer To the nearest kilometer, how far away was a lightning strike if thunder was heard 6 seconds after seeing the flash?",2
bonus,,Short Answer,12) Physical Science – Short Answer What general type of elements is characterized as shiny and good conductors of electricity and heat?,METALS
toss-up,,Short Answer,13) Earth and Space – Short Answer What is the term for celestial masses that have collapsed to such a small volume that their gravity prevents the escape of all radiation?,BLACK HOLES
bonus,,Short Answer,13) Earth and Space – Short Answer Bronze is an alloy of what two metals?,"COPPER AND TIN (ACCEPT for tin: ARSENIC, ZINC, ALUMINUM, OR MANGANESE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,,Short Answer,14) Life Science – Short Answer What are the names of the four chambers of the human heart?,"LEFT VENTRICLE, RIGHT VENTRICLE, LEFT ATRIUM, RIGHT ATRIUM"
bonus,,Short Answer,14) Life Science – Short Answer Gram staining is used to differentiate what general type of organism?,BACTERIA
toss-up,,Multiple Choice,15) General Science – Multiple Choice Which of the following is the correct chemical formula of rock salt? W) MgCl 2 X) NaCl Y) LiCl Z) NaF,X) NaCl
bonus,,Multiple Choice,"15) General Science – Multiple Choice What series of elements, which includes thorium, uranium, and plutonium, are characterized by having two outer 7s electrons? W) Lanthanides X) Actinides Y) Transition metals Z) Rare earth metals","X) ACTINIDES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,16) Math – Multiple Choice Find the volume of the circular cylinder formed by rotating a 9 by 10 rectangle about one of its shorter sides. W) 270π X) 300π Y) 810π Z) 900π,Z) 900π
bonus,math,Multiple Choice,16) Math – Multiple Choice Solve the following equation for y: 3y - open parenthesis 2 - 2y close parenthesis + 5 = 15 - y. W) 2 X) 3 Y) 5 Z) 6,W) 2
toss-up,,Short Answer,"17) Earth and Space – Short Answer What constellation, found on the celestial equator, is named for a hunter and contains the stars Rigel [rye-jel] and Betelgeuse [bee-tuhl-joos]?",ORION
bonus,,Short Answer,17) Earth and Space – Short Answer What is the term for the rapidly moving atoms and ions that escape from the solar corona and blow outwards through the solar system?,"SOLAR WIND
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,18) Energy – Short Answer Transesterification [trans-es-ter-if-ik-ay-shun] is a process commonly used to produce what kind of fuel?,BIODIESEL (ACCEPT: BIOFUEL)
bonus,energy,Multiple Choice,18) Energy – Multiple Choice Which of the following is NOT necessarily an effect of global warming? W) Reduction in sea surface salinity X) Heat waves Y) Extinction events Z) Advancement of glaciers,Z) ADVANCEMENT OF GLACIERS
toss-up,energy,Multiple Choice,"19) Physical Science – Multiple Choice If the kinetic energy of a non-rotating rigid object is nonzero, which of the following must also be non-zero? W) Mass and velocity X) Velocity and angular momentum Y) Speed and acceleration Z) Mass and acceleration",W) MASS AND VELOCITY
bonus,,Multiple Choice,"19) Physical Science – Multiple Choice Which of the following is not part of Dalton’s atomic theory? W) All matter is composed of atoms of elements X) Chemical reactions occur when atoms are rearranged Y) Atoms are composed of protons, neutrons and electrons Z) Atoms cannot be created or destroyed","Y) ATOMS ARE COMPOSED OF PROTONS, NEUTRONS AND ELECTRONS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,20) Math – Short Answer What is the value of 30 + 2–1 – 3?,"-1.5 (ACCEPT: -3/2, -1 ½)"
